"info","is_mrna_tf","name","selected","shared name","updown"
"mirna",,"mir-34a-5p","false","mir-34a-5p","mirna"
"dummy",,"","false","mir-34a-5p/mir-301b-3p","dummy"
"mirna",,"mir-675-3p","false","mir-675-3p","mirna"
"dummy",,"","false","mir-675-3p/mir-552-3p","dummy"
"mirna",,"mir-744-3p","false","mir-744-3p","mirna"
"dummy",,"","false","mir-744-3p/mir-486-3p","dummy"
"mirna",,"mir-182-5p","false","mir-182-5p","mirna"
"dummy",,"","false","mir-182-5p/mir-29b-3p","dummy"
"mirna",,"mir-29c-3p","false","mir-29c-3p","mirna"
"dummy",,"","false","mir-29c-3p/mir-301a-3p","dummy"
"mirna",,"mir-362-5p","false","mir-362-5p","mirna"
"dummy",,"","false","mir-362-5p/let-7f-2-3p","dummy"
"mirna",,"mir-32-3p","false","mir-32-3p","mirna"
"dummy",,"","false","mir-32-3p/mir-651-5p","dummy"
"mirna",,"mir-29b-3p","false","mir-29b-3p","mirna"
"dummy",,"","false","mir-29b-3p/mir-101-5p","dummy"
"mirna",,"mir-101-5p","false","mir-101-5p","mirna"
"dummy",,"","false","mir-101-5p/mir-33b-5p","dummy"
"mirna",,"mir-7-5p","false","mir-7-5p","mirna"
"dummy",,"","false","mir-7-5p/mir-183-5p","dummy"
"mirna",,"mir-188-3p","false","mir-188-3p","mirna"
"dummy",,"","false","mir-188-3p/mir-1270","dummy"
"mirna",,"mir-18a-5p","false","mir-18a-5p","mirna"
"dummy",,"","false","mir-18a-5p/mir-18b-5p","dummy"
"mirna",,"mir-552-3p","false","mir-552-3p","mirna"
"dummy",,"","false","mir-552-3p/mir-1301-3p","dummy"
"mirna",,"mir-135b-5p","false","mir-135b-5p","mirna"
"dummy",,"","false","mir-135b-5p/mir-33a-3p","dummy"
"dummy",,"","false","mir-29b-3p/mir-301b-3p","dummy"
"mirna",,"mir-146a-5p","false","mir-146a-5p","mirna"
"dummy",,"","false","mir-146a-5p/mir-196b-5p","dummy"
"mirna",,"mir-577","false","mir-577","mirna"
"dummy",,"","false","mir-577/mir-215-5p","dummy"
"mirna",,"mir-376a-5p","false","mir-376a-5p","mirna"
