source;target
mir-3127-5p;mir-3127-5p/mir-203a-3p
mir-497-5p;mir-497-5p/mir-335-5p
mir-98-5p;mir-98-5p/mir-508-5p
mir-452-5p;mir-452-5p/mir-491-5p
mir-33a-5p;mir-33a-5p/mir-106a-5p
mir-1224-5p;mir-1224-5p/mir-182-5p
mir-541-3p;mir-541-3p/mir-485-5p
mir-195-3p;mir-195-3p/mir-411-3p
mir-380-5p;mir-380-5p/mir-95-3p
mir-550a-5p;mir-550a-5p/mir-21-3p
mir-1-3p;mir-1-3p/mir-26a-1-3p
mir-125b-2-3p;mir-125b-2-3p/mir-378a-3p
mir-9-5p;mir-9-5p/mir-329-3p
mir-452-3p;mir-452-3p/mir-2355-5p
mir-301a-3p;mir-301a-3p/mir-21-3p
mir-141-5p;mir-141-5p/mir-345-5p
mir-345-5p;mir-345-5p/mir-221-3p
mir-204-5p;mir-204-5p/mir-485-5p
mir-582-5p;mir-582-5p/mir-222-3p
mir-29b-1-5p;mir-29b-1-5p/mir-224-5p
mir-105-5p;mir-105-5p/mir-142-5p
mir-98-5p;mir-98-5p/mir-130b-3p
mir-455-3p;mir-455-3p/mir-488-3p
mir-3127-5p;mir-3127-5p/mir-9-3p
mir-9-5p;mir-9-5p/mir-92b-3p
let-7i-3p;let-7i-3p/mir-543
mir-15b-3p;mir-15b-3p/mir-582-5p
mir-134-5p;mir-134-5p/mir-935
mir-149-5p;mir-149-5p/mir-142-5p
mir-1305;mir-1305/mir-376a-3p
mir-130b-3p;mir-130b-3p/mir-33b-5p
mir-582-5p;mir-582-5p/mir-511-5p
mir-218-5p;mir-218-5p/mir-542-3p
mir-107;mir-107/mir-1-3p
mir-155-5p;mir-155-5p/mir-625-5p
mir-491-5p;mir-491-5p/mir-218-5p
mir-493-5p;mir-493-5p/mir-204-5p
mir-106a-5p;mir-106a-5p/mir-363-3p
mir-497-5p;mir-497-5p/mir-98-5p
mir-329-3p;mir-329-3p/mir-301a-3p
mir-195-5p;mir-195-5p/mir-3065-3p
mir-1291;mir-1291/mir-194-5p
mir-363-3p;mir-363-3p/mir-222-3p
mir-377-3p;mir-377-3p/mir-409-3p
mir-377-3p;mir-377-3p/mir-379-3p
mir-545-5p;mir-545-5p/mir-106a-5p
mir-218-5p;mir-218-5p/mir-376a-3p
mir-539-5p;mir-539-5p/mir-377-3p
mir-106a-5p;mir-106a-5p/mir-141-3p
let-7a-2-3p;let-7a-2-3p/mir-301b-3p
mir-195-5p;mir-195-5p/mir-424-5p
mir-494-3p;mir-494-3p/mir-154-3p
mir-379-3p;mir-379-3p/mir-769-3p
mir-497-5p;mir-497-5p/mir-1224-5p
mir-9-5p;mir-9-5p/mir-130b-5p
mir-628-3p;mir-628-3p/mir-545-5p
mir-222-3p;mir-222-3p/mir-152-3p
mir-766-3p;mir-766-3p/mir-424-5p
mir-215-5p;mir-215-5p/mir-192-5p
mir-323a-3p;mir-323a-3p/mir-1224-5p
mir-2355-3p;mir-2355-3p/mir-107
mir-338-3p;mir-338-3p/mir-337-3p
mir-503-5p;mir-503-5p/mir-181d-5p
mir-550a-5p;mir-550a-5p/mir-222-3p
mir-940;mir-940/mir-629-5p
mir-150-5p;mir-150-5p/mir-511-5p
mir-106a-5p;mir-106a-5p/mir-150-5p
mir-155-5p;mir-155-5p/mir-485-3p
mir-939-5p;mir-939-5p/mir-940
mir-196a-5p;mir-196a-5p/mir-769-3p
mir-1976;mir-1976/mir-155-5p
mir-34c-5p;mir-34c-5p/mir-299-5p
mir-96-5p;mir-96-5p/mir-488-3p
mir-130b-5p;mir-130b-5p/mir-204-5p
mir-130b-3p;mir-130b-3p/mir-204-5p
mir-195-5p;mir-195-5p/mir-107
mir-542-3p;mir-542-3p/mir-107
mir-424-5p;mir-424-5p/mir-183-5p
mir-182-5p;mir-182-5p/mir-149-5p
mir-493-5p;mir-493-5p/mir-204-5p
mir-1226-3p;mir-1226-3p/mir-1305
mir-766-3p;mir-766-3p/mir-130b-3p
mir-452-3p;mir-452-3p/mir-155-5p
mir-330-3p;mir-330-3p/mir-106a-5p
mir-582-3p;mir-582-3p/mir-766-3p
mir-188-3p;mir-188-3p/mir-1226-3p
mir-377-3p;mir-377-3p/mir-329-3p
mir-129-5p;mir-129-5p/mir-338-3p
mir-545-5p;mir-545-5p/mir-411-3p
mir-221-3p;mir-221-3p/mir-125b-2-3p
mir-125b-2-3p;mir-125b-2-3p/mir-222-3p
mir-125b-2-3p;mir-125b-2-3p/let-7c-5p
mir-195-5p;mir-195-5p/mir-24-2-5p
mir-497-5p;mir-497-5p/mir-24-2-5p
mir-195-5p;mir-195-5p/mir-497-5p
mir-33a-5p;mir-33a-5p/mir-377-3p
mir-202-3p;mir-202-3p/mir-509-3-5p
mir-182-5p;mir-182-5p/mir-96-5p
mir-106a-5p;mir-106a-5p/mir-203a-3p
mir-409-3p;mir-409-3p/mir-335-5p
mir-141-3p;mir-141-3p/mir-136-3p
mir-106a-5p;mir-106a-5p/mir-141-5p
mir-202-3p;mir-202-3p/mir-509-5p
mir-202-3p;mir-202-3p/mir-509-3-5p
mir-513a-5p;mir-513a-5p/mir-125b-5p
mir-125b-2-3p;mir-125b-2-3p/mir-223-5p
mir-21-3p;mir-21-3p/mir-451a
