"info","is_mrna_tf","name","selected","shared name"
"mirna",,"mir-1226-3p","false","mir-1226-3p"
"dummy",,"","false","mir-1226-3p/mir-1262"
"mirna",,"mir-20a-5p","false","mir-20a-5p"
"dummy",,"","false","mir-20a-5p/mir-760"
"mirna",,"mir-31-5p","false","mir-31-5p"
"dummy",,"","false","mir-31-5p/mir-29b-3p"
"mirna",,"mir-766-3p","false","mir-766-3p"
"dummy",,"","false","mir-766-3p/mir-320b"
"mirna",,"mir-185-5p","false","mir-185-5p"
"dummy",,"","false","mir-185-5p/mir-200b-3p"
"mirna",,"mir-424-5p","false","mir-424-5p"
"dummy",,"","false","mir-424-5p/mir-130a-3p"
"mirna",,"mir-429","false","mir-429"
"dummy",,"","false","mir-429/mir-130a-3p"
"dummy",,"","false","mir-15a-5p/mir-485-5p"
"mirna",,"mir-182-5p","false","mir-182-5p"
"dummy",,"","false","mir-182-5p/mir-1296-5p"
"mirna",,"mir-204-5p","false","mir-204-5p"
"dummy",,"","false","mir-204-5p/mir-1237-3p"
"mirna",,"mir-616-5p","false","mir-616-5p"
"dummy",,"","false","mir-616-5p/mir-940"
"mirna",,"mir-550a-3p","false","mir-550a-3p"
"dummy",,"","false","mir-550a-3p/mir-550a-5p"
"mirna",,"mir-106a-5p","false","mir-106a-5p"
"dummy",,"","false","mir-106a-5p/mir-378a-5p"
"dummy",,"","false","mir-15a-5p/mir-30a-5p"
"mirna",,"mir-1304-5p","false","mir-1304-5p"
"dummy",,"","false","mir-1304-5p/mir-130a-3p"
"mirna",,"mir-940","false","mir-940"
"dummy",,"","false","mir-940/mir-185-5p"
"mirna",,"mir-200b-3p","false","mir-200b-3p"
"dummy",,"","false","mir-200b-3p/mir-501-3p"
"mirna",,"mir-92b-3p","false","mir-92b-3p"
"dummy",,"","false","mir-92b-3p/mir-30a-5p"
"mirna",,"mir-582-3p","false","mir-582-3p"
"dummy",,"","false","mir-582-3p/mir-224-3p"
"mirna",,"mir-885-5p","false","mir-885-5p"
"dummy",,"","false","mir-885-5p/mir-182-5p"
"mirna",,"mir-378a-5p","false","mir-378a-5p"
"dummy",,"","false","mir-378a-5p/mir-671-5p"
"dummy",,"","false","mir-15a-5p/mir-296-5p"
"mirna",,"mir-29b-3p","false","mir-29b-3p"
"dummy",,"","false","mir-29b-3p/mir-192-5p"
"dummy",,"","false","mir-20a-5p/mir-500a-5p"
"dummy",,"","false","mir-96-5p/mir-17-5p"
"mirna",,"mir-421","false","mir-421"
"dummy",,"","false","mir-421/mir-940"
"mirna",,"mir-615-3p","false","mir-615-3p"
"dummy",,"","false","mir-615-3p/mir-20b-5p"
"dummy",,"","false","mir-17-5p/mir-222-3p"
"dummy",,"","false","mir-20a-5p/mir-222-3p"
"dummy",,"","false","mir-338-3p/mir-27a-5p"
"mirna",,"mir-15b-3p","false","mir-15b-3p"
"dummy",,"","false","mir-15b-3p/mir-221-5p"
"dummy",,"","false","mir-550a-3p/mir-429"
"mirna",,"mir-377-5p","false","mir-377-5p"
"dummy",,"","false","mir-377-5p/mir-29c-3p"
"dummy",,"","false","mir-20a-5p/mir-9-5p"
"mirna",,"let-7c-5p","false","let-7c-5p"
"dummy",,"","false","let-7c-5p/mir-1262"
"mirna",,"mir-149-5p","false","mir-149-5p"
"dummy",,"","false","mir-149-5p/mir-766-3p"
"mirna",,"mir-148a-3p","false","mir-148a-3p"
"dummy",,"","false","mir-148a-3p/mir-424-5p"
"mirna",,"let-7f-5p","false","let-7f-5p"
"dummy",,"","false","let-7f-5p/mir-17-5p"
"mirna",,"mir-320b","false","mir-320b"
"dummy",,"","false","mir-320b/mir-320c"
"dummy",,"","false","mir-1226-3p/mir-130a-3p"
"dummy",,"","false","mir-616-5p/mir-194-5p"
"dummy",,"","false","mir-17-5p/mir-331-3p"
"mirna",,"mir-98-5p","false","mir-98-5p"
"dummy",,"","false","mir-98-5p/mir-22-3p"
"mirna",,"mir-222-3p","false","mir-222-3p"
"dummy",,"","false","mir-222-3p/mir-299-5p"
"mirna",,"mir-542-3p","false","mir-542-3p"
"dummy",,"","false","mir-542-3p/mir-766-3p"
"dummy",,"","false","mir-29b-3p/mir-92b-3p"
"dummy",,"","false","mir-17-5p/mir-1271-5p"
"mirna",,"mir-221-5p","false","mir-221-5p"
"mirna",,"mir-10b-3p","false","mir-10b-3p"
"mirna",,"mir-22-3p","false","mir-22-3p"
"mirna",,"mir-224-5p","false","mir-224-5p"
"mirna",,"mir-1262","false","mir-1262"
"mirna",,"mir-760","false","mir-760"
"mirna",,"mir-485-5p","false","mir-485-5p"
"mirna",,"mir-1296-5p","false","mir-1296-5p"
"mirna",,"mir-1237-3p","false","mir-1237-3p"
"mirna",,"mir-550a-5p","false","mir-550a-5p"
"mirna",,"mir-30a-5p","false","mir-30a-5p"
"mirna",,"mir-501-3p","false","mir-501-3p"
"mirna",,"mir-224-3p","false","mir-224-3p"
"mirna",,"mir-671-5p","false","mir-671-5p"
"mirna",,"mir-296-5p","false","mir-296-5p"
"mirna",,"mir-192-5p","false","mir-192-5p"
"mirna",,"mir-500a-5p","false","mir-500a-5p"
"mirna",,"mir-20b-5p","false","mir-20b-5p"
"mirna",,"mir-27a-5p","false","mir-27a-5p"
"mirna",,"mir-29c-3p","false","mir-29c-3p"
"mirna",,"mir-9-5p","false","mir-9-5p"
"mirna",,"mir-331-3p","false","mir-331-3p"
"mirna",,"mir-299-5p","false","mir-299-5p"
"mirna",,"mir-1271-5p","false","mir-1271-5p"
"mrna","false","ATP5MC3","false","ATP5MC3"
"mrna","false","CCND1","false","CCND1"
"mrna","false","CACNA1A","false","CACNA1A"
"mrna","false","CALD1","false","CALD1"
"mrna","false","CAV1","false","CAV1"
"mrna","false","CCND2","false","CCND2"
"mrna","false","CDC6","false","CDC6"
"mrna","false","CDK6","false","CDK6"
"mrna","false","CLU","false","CLU"
"mrna","false","DHCR24","false","DHCR24"
"mrna","false","ACSL4","false","ACSL4"
"mrna","false","FBN1","false","FBN1"
"mrna","false","FGF9","false","FGF9"
"mrna","true","HOXA10","false","HOXA10"
"mrna","false","IGF1R","false","IGF1R"
"mrna","false","KCNMB1","false","KCNMB1"
"mrna","false","MICB","false","MICB"
"mrna","false","PDE3A","false","PDE3A"
"mrna","true","PGR","false","PGR"
"mrna","false","SERPINI1","false","SERPINI1"
"mrna","false","PTPRD","false","PTPRD"
"mrna","false","RPL27A","false","RPL27A"
"mrna","false","RPS23","false","RPS23"
"mrna","false","SLC1A1","false","SLC1A1"
"mrna","true","SOX11","false","SOX11"
"mrna","false","TACC1","false","TACC1"
"mrna","true","TP53","false","TP53"
"mrna","false","TPT1","false","TPT1"
"mrna","false","TUB","false","TUB"
"mrna","false","SH3PXD2A","false","SH3PXD2A"
"mrna","false","EFR3A","false","EFR3A"
"mrna","false","ADGRL2","false","ADGRL2"
"mrna","false","SYNM","false","SYNM"
"mrna","false","CBX6","false","CBX6"
"mrna","false","BAMBI","false","BAMBI"
"mrna","false","MOXD1","false","MOXD1"
"mrna","false","IPCEF1","false","IPCEF1"
"mrna","false","PABPC1","false","PABPC1"
"mrna","false","SLC40A1","false","SLC40A1"
"mrna","false","SCARA3","false","SCARA3"
"mrna","false","SOBP","false","SOBP"
"mrna","false","FIGN","false","FIGN"
"mrna","false","CHDH","false","CHDH"
"mrna","false","EIF5A2","false","EIF5A2"
"mrna","true","SALL4","false","SALL4"
"mrna","false","AHNAK","false","AHNAK"
"mrna","false","RTL10","false","RTL10"
"mrna","true","ZFHX4","false","ZFHX4"
"mrna","false","GREB1L","false","GREB1L"
"mrna","false","MAL2","false","MAL2"
"mrna","false","TMEM132B","false","TMEM132B"
"mrna","false","NACC2","false","NACC2"
"mrna","false","DIPK1B","false","DIPK1B"
"mrna","false","LRATD1","false","LRATD1"
"mrna","false","LONRF2","false","LONRF2"
"mrna","false","XKR7","false","XKR7"
"mrna","false","MAST4","false","MAST4"
