"info","is_mrna_tf","name","selected","shared name"
"mirna",,"mir-95-3p","false","mir-95-3p"
"dummy",,"","false","mir-95-3p/mir-200a-3p"
"mirna",,"mir-34b-3p","false","mir-34b-3p"
"dummy",,"","false","mir-34b-3p/mir-223-5p"
"mirna",,"mir-196b-5p","false","mir-196b-5p"
"dummy",,"","false","mir-196b-5p/mir-582-5p"
"mirna",,"mir-188-3p","false","mir-188-3p"
"dummy",,"","false","mir-188-3p/mir-497-5p"
"mirna",,"mir-542-3p","false","mir-542-3p"
"dummy",,"","false","mir-542-3p/mir-20b-5p"
"mirna",,"mir-96-5p","false","mir-96-5p"
"dummy",,"","false","mir-96-5p/mir-582-3p"
"mirna",,"mir-940","false","mir-940"
"dummy",,"","false","mir-940/mir-200a-3p"
"mirna",,"mir-378a-5p","false","mir-378a-5p"
"dummy",,"","false","mir-378a-5p/mir-539-5p"
"mirna",,"mir-9-5p","false","mir-9-5p"
"dummy",,"","false","mir-9-5p/mir-32-3p"
"mirna",,"mir-335-5p","false","mir-335-5p"
"dummy",,"","false","mir-335-5p/mir-29c-3p"
"mirna",,"mir-20b-5p","false","mir-20b-5p"
"dummy",,"","false","mir-20b-5p/mir-195-5p"
"mirna",,"mir-382-5p","false","mir-382-5p"
"dummy",,"","false","mir-382-5p/mir-542-3p"
"mirna",,"mir-141-5p","false","mir-141-5p"
"dummy",,"","false","mir-141-5p/mir-615-3p"
"mirna",,"mir-7-5p","false","mir-7-5p"
"dummy",,"","false","mir-7-5p/mir-642a-5p"
"mirna",,"mir-582-5p","false","mir-582-5p"
"dummy",,"","false","mir-582-5p/mir-497-5p"
"mirna",,"mir-431-3p","false","mir-431-3p"
"dummy",,"","false","mir-431-3p/mir-381-3p"
"mirna",,"mir-199a-3p","false","mir-199a-3p"
"dummy",,"","false","mir-199a-3p/mir-615-3p"
"mirna",,"mir-199b-3p","false","mir-199b-3p"
"dummy",,"","false","mir-199b-3p/mir-615-3p"
"mirna",,"mir-503-5p","false","mir-503-5p"
"dummy",,"","false","mir-503-5p/mir-21-3p"
"mirna",,"mir-23c","false","mir-23c"
"dummy",,"","false","mir-23c/mir-1180-3p"
"mirna",,"mir-141-3p","false","mir-141-3p"
"dummy",,"","false","mir-141-3p/mir-23c"
"mirna",,"mir-30a-5p","false","mir-30a-5p"
"dummy",,"","false","mir-30a-5p/mir-29c-3p"
"mirna",,"mir-100-3p","false","mir-100-3p"
"dummy",,"","false","mir-100-3p/mir-29c-3p"
"mirna",,"mir-203a-3p","false","mir-203a-3p"
"dummy",,"","false","mir-203a-3p/mir-497-5p"
"mirna",,"mir-376a-3p","false","mir-376a-3p"
"dummy",,"","false","mir-376a-3p/mir-143-3p"
"mirna",,"mir-329-3p","false","mir-329-3p"
"dummy",,"","false","mir-329-3p/mir-377-3p"
"mirna",,"mir-34c-3p","false","mir-34c-3p"
"dummy",,"","false","mir-34c-3p/mir-653-5p"
"mirna",,"mir-181d-5p","false","mir-181d-5p"
"dummy",,"","false","mir-181d-5p/mir-200b-3p"
"mirna",,"mir-200b-3p","false","mir-200b-3p"
"dummy",,"","false","mir-200b-3p/mir-181c-5p"
"mirna",,"mir-487a-3p","false","mir-487a-3p"
"dummy",,"","false","mir-487a-3p/mir-382-5p"
"mirna",,"mir-145-5p","false","mir-145-5p"
"dummy",,"","false","mir-145-5p/mir-181d-5p"
"dummy",,"","false","mir-940/mir-497-5p"
"mirna",,"mir-545-5p","false","mir-545-5p"
"dummy",,"","false","mir-545-5p/mir-96-5p"
"mirna",,"mir-615-3p","false","mir-615-3p"
"dummy",,"","false","mir-615-3p/mir-204-5p"
"mirna",,"let-7f-2-3p","false","let-7f-2-3p"
"dummy",,"","false","let-7f-2-3p/mir-215-5p"
"dummy",,"","false","mir-141-5p/mir-326"
"mirna",,"mir-429","false","mir-429"
"dummy",,"","false","mir-429/mir-362-5p"
"mirna",,"mir-150-5p","false","mir-150-5p"
"dummy",,"","false","mir-150-5p/mir-326"
"dummy",,"","false","mir-188-3p/mir-192-3p"
"mirna",,"let-7c-5p","false","let-7c-5p"
"dummy",,"","false","let-7c-5p/mir-337-3p"
"dummy",,"","false","mir-20b-5p/mir-378a-3p"
"dummy",,"","false","mir-181d-5p/mir-3690"
"mirna",,"mir-495-3p","false","mir-495-3p"
"dummy",,"","false","mir-495-3p/mir-21-3p"
"dummy",,"","false","mir-495-3p/mir-760"
"mirna",,"mir-21-3p","false","mir-21-3p"
"dummy",,"","false","mir-21-3p/mir-323a-3p"
"dummy",,"","false","mir-96-5p/mir-320c"
"dummy",,"","false","mir-203a-3p/let-7f-2-3p"
"dummy",,"","false","mir-200b-3p/mir-429"
"mirna",,"mir-379-5p","false","mir-379-5p"
"dummy",,"","false","mir-379-5p/mir-377-5p"
"mirna",,"mir-380-5p","false","mir-380-5p"
"dummy",,"","false","mir-380-5p/mir-377-5p"
"mirna",,"mir-182-5p","false","mir-182-5p"
"dummy",,"","false","mir-182-5p/mir-96-5p"
"mirna",,"mir-432-5p","false","mir-432-5p"
"dummy",,"","false","mir-432-5p/mir-410-3p"
"dummy",,"","false","mir-432-5p/mir-369-3p"
"mirna",,"mir-485-5p","false","mir-485-5p"
"dummy",,"","false","mir-485-5p/mir-181d-5p"
"mirna",,"mir-410-3p","false","mir-410-3p"
"dummy",,"","false","mir-410-3p/mir-329-3p"
"dummy",,"","false","mir-432-5p/mir-212-3p"
"dummy",,"","false","mir-410-3p/mir-369-3p"
"dummy",,"","false","mir-199b-3p/mir-199a-3p"
"dummy",,"","false","mir-199b-3p/let-7c-5p"
"mirna",,"mir-3613-3p","false","mir-3613-3p"
"dummy",,"","false","mir-3613-3p/mir-369-3p"
"mirna",,"mir-299-5p","false","mir-299-5p"
"dummy",,"","false","mir-299-5p/mir-432-5p"
"dummy",,"","false","let-7c-5p/mir-199a-3p"
"mirna",,"mir-191-3p","false","mir-191-3p"
"dummy",,"","false","mir-191-3p/mir-215-5p"
"dummy",,"","false","mir-145-5p/mir-181c-5p"
"dummy",,"","false","mir-429/mir-141-3p"
"dummy",,"","false","mir-196b-5p/mir-20b-5p"
"dummy",,"","false","mir-200b-3p/mir-200c-3p"
"mirna",,"mir-424-3p","false","mir-424-3p"
"dummy",,"","false","mir-424-3p/mir-615-3p"
"mirna",,"mir-3065-5p","false","mir-3065-5p"
"dummy",,"","false","mir-3065-5p/mir-200c-3p"
"mirna",,"mir-150-3p","false","mir-150-3p"
"dummy",,"","false","mir-150-3p/mir-215-5p"
"mirna",,"mir-29c-3p","false","mir-29c-3p"
"dummy",,"","false","mir-29c-3p/mir-3613-3p"
"dummy",,"","false","mir-141-3p/mir-3200-3p"
"dummy",,"","false","mir-203a-3p/mir-497-3p"
"mirna",,"mir-376c-3p","false","mir-376c-3p"
"dummy",,"","false","mir-376c-3p/mir-337-3p"
"mirna",,"mir-146a-5p","false","mir-146a-5p"
"dummy",,"","false","mir-146a-5p/mir-1180-3p"
"mirna",,"mir-642a-5p","false","mir-642a-5p"
"dummy",,"","false","mir-642a-5p/mir-615-3p"
"mirna",,"mir-1306-3p","false","mir-1306-3p"
"dummy",,"","false","mir-1306-3p/mir-1180-3p"
"mirna",,"mir-23a-5p","false","mir-23a-5p"
"dummy",,"","false","mir-23a-5p/mir-10b-5p"
"mirna",,"mir-149-5p","false","mir-149-5p"
"dummy",,"","false","mir-149-5p/mir-1180-3p"
"mirna",,"mir-144-3p","false","mir-144-3p"
"dummy",,"","false","mir-144-3p/mir-29b-2-5p"
"dummy",,"","false","mir-485-5p/mir-195-5p"
"dummy",,"","false","mir-487a-3p/mir-493-3p"
"mirna",,"mir-3065-3p","false","mir-3065-3p"
"dummy",,"","false","mir-3065-3p/mir-7-5p"
"dummy",,"","false","mir-20b-5p/mir-106a-5p"
"dummy",,"","false","mir-30a-5p/mir-497-5p"
"dummy",,"","false","mir-7-5p/mir-338-5p"
"mirna",,"mir-497-5p","false","mir-497-5p"
"dummy",,"","false","mir-497-5p/mir-1304-5p"
"mirna",,"mir-1304-5p","false","mir-1304-5p"
"dummy",,"","false","mir-1304-5p/mir-195-5p"
"mirna",,"mir-195-5p","false","mir-195-5p"
"dummy",,"","false","mir-195-5p/mir-23c"
"mirna",,"mir-485-3p","false","mir-485-3p"
"dummy",,"","false","mir-485-3p/mir-485-5p"
"dummy",,"","false","mir-485-3p/mir-329-3p"
"dummy",,"","false","mir-199a-3p/mir-106a-5p"
"mirna",,"mir-138-5p","false","mir-138-5p"
"dummy",,"","false","mir-138-5p/mir-182-5p"
"mirna",,"mir-592","false","mir-592"
"dummy",,"","false","mir-592/mir-29c-3p"
"dummy",,"","false","mir-150-5p/mir-144-3p"
"dummy",,"","false","mir-150-5p/mir-200a-5p"
"dummy",,"","false","mir-615-3p/mir-1296-5p"
"mirna",,"mir-27a-5p","false","mir-27a-5p"
"dummy",,"","false","mir-27a-5p/mir-34c-3p"
"dummy",,"","false","mir-195-5p/mir-1270"
"mirna",,"mir-29b-2-5p","false","mir-29b-2-5p"
"dummy",,"","false","mir-29b-2-5p/mir-335-3p"
"mirna",,"mir-3934-5p","false","mir-3934-5p"
"dummy",,"","false","mir-3934-5p/mir-335-5p"
"dummy",,"","false","mir-542-3p/mir-497-5p"
"dummy",,"","false","mir-96-5p/mir-497-3p"
"mirna",,"mir-30a-3p","false","mir-30a-3p"
"dummy",,"","false","mir-30a-3p/mir-30a-5p"
"dummy",,"","false","mir-195-5p/mir-106a-5p"
"dummy",,"","false","mir-7-5p/mir-144-3p"
"mirna",,"mir-101-5p","false","mir-101-5p"
"dummy",,"","false","mir-101-5p/mir-141-3p"
"dummy",,"","false","mir-497-5p/mir-653-5p"
"dummy",,"","false","mir-195-5p/mir-539-5p"
"dummy",,"","false","mir-141-3p/mir-539-5p"
"mirna",,"mir-758-3p","false","mir-758-3p"
"dummy",,"","false","mir-758-3p/mir-539-5p"
"mirna",,"mir-539-5p","false","mir-539-5p"
"dummy",,"","false","mir-539-5p/mir-376c-3p"
"dummy",,"","false","mir-758-3p/mir-323a-3p"
"dummy",,"","false","mir-758-3p/mir-376c-3p"
"dummy",,"","false","mir-21-3p/mir-155-3p"
"mirna",,"mir-215-5p","false","mir-215-5p"
"dummy",,"","false","mir-215-5p/mir-33a-3p"
"mirna",,"mir-1-3p","false","mir-1-3p"
"dummy",,"","false","mir-1-3p/mir-20b-5p"
"mirna",,"mir-212-3p","false","mir-212-3p"
"dummy",,"","false","mir-212-3p/mir-320c"
"dummy",,"","false","mir-215-5p/mir-150-5p"
"mirna",,"mir-3922-3p","false","mir-3922-3p"
"dummy",,"","false","mir-3922-3p/mir-377-5p"
"dummy",,"","false","mir-642a-5p/mir-150-3p"
"mirna",,"mir-939-5p","false","mir-939-5p"
"dummy",,"","false","mir-939-5p/mir-139-5p"
"dummy",,"","false","mir-182-5p/mir-541-3p"
"mirna",,"mir-136-5p","false","mir-136-5p"
"dummy",,"","false","mir-136-5p/mir-580-3p"
"mirna",,"mir-30c-2-3p","false","mir-30c-2-3p"
"dummy",,"","false","mir-30c-2-3p/mir-146a-5p"
"dummy",,"","false","mir-29c-3p/mir-139-5p"
"dummy",,"","false","mir-582-5p/mir-106a-5p"
"mirna",,"mir-3926","false","mir-3926"
"dummy",,"","false","mir-3926/mir-218-1-3p"
"mirna",,"mir-409-3p","false","mir-409-3p"
"dummy",,"","false","mir-409-3p/mir-196a-5p"
"mirna",,"mir-323a-3p","false","mir-323a-3p"
"dummy",,"","false","mir-323a-3p/mir-541-3p"
"dummy",,"","false","mir-542-3p/mir-141-3p"
"dummy",,"","false","mir-136-5p/mir-32-3p"
"mirna",,"mir-3614-5p","false","mir-3614-5p"
"dummy",,"","false","mir-3614-5p/mir-29c-3p"
"mirna",,"mir-326","false","mir-326"
"dummy",,"","false","mir-326/mir-181c-5p"
"mirna",,"mir-200a-3p","false","mir-200a-3p"
"mirna",,"mir-223-5p","false","mir-223-5p"
"mirna",,"mir-582-3p","false","mir-582-3p"
"mirna",,"mir-32-3p","false","mir-32-3p"
"mirna",,"mir-381-3p","false","mir-381-3p"
"mirna",,"mir-1180-3p","false","mir-1180-3p"
"mirna",,"mir-143-3p","false","mir-143-3p"
"mirna",,"mir-377-3p","false","mir-377-3p"
"mirna",,"mir-653-5p","false","mir-653-5p"
"mirna",,"mir-181c-5p","false","mir-181c-5p"
"mirna",,"mir-204-5p","false","mir-204-5p"
"mirna",,"mir-362-5p","false","mir-362-5p"
"mirna",,"mir-192-3p","false","mir-192-3p"
"mirna",,"mir-337-3p","false","mir-337-3p"
"mirna",,"mir-378a-3p","false","mir-378a-3p"
"mirna",,"mir-3690","false","mir-3690"
"mirna",,"mir-760","false","mir-760"
"mirna",,"mir-320c","false","mir-320c"
"mirna",,"mir-377-5p","false","mir-377-5p"
"mirna",,"mir-369-3p","false","mir-369-3p"
"mirna",,"mir-200c-3p","false","mir-200c-3p"
"mirna",,"mir-3200-3p","false","mir-3200-3p"
"mirna",,"mir-497-3p","false","mir-497-3p"
"mirna",,"mir-10b-5p","false","mir-10b-5p"
"mirna",,"mir-493-3p","false","mir-493-3p"
"mirna",,"mir-106a-5p","false","mir-106a-5p"
"mirna",,"mir-338-5p","false","mir-338-5p"
"mirna",,"mir-200a-5p","false","mir-200a-5p"
"mirna",,"mir-1296-5p","false","mir-1296-5p"
"mirna",,"mir-1270","false","mir-1270"
"mirna",,"mir-335-3p","false","mir-335-3p"
"mirna",,"mir-155-3p","false","mir-155-3p"
"mirna",,"mir-33a-3p","false","mir-33a-3p"
"mirna",,"mir-139-5p","false","mir-139-5p"
"mirna",,"mir-541-3p","false","mir-541-3p"
"mirna",,"mir-580-3p","false","mir-580-3p"
"mirna",,"mir-218-1-3p","false","mir-218-1-3p"
"mirna",,"mir-196a-5p","false","mir-196a-5p"
"mrna","false","ABL2","false","ABL2"
"mrna","false","ADH1B","false","ADH1B"
"mrna","false","BIRC3","false","BIRC3"
"mrna","true","BACH1","false","BACH1"
"mrna","false","CCND2","false","CCND2"
"mrna","false","CFL2","false","CFL2"
"mrna","false","COL1A1","false","COL1A1"
"mrna","false","COL5A1","false","COL5A1"
"mrna","false","COL10A1","false","COL10A1"
"mrna","true","CUX1","false","CUX1"
"mrna","false","CD55","false","CD55"
"mrna","false","DYNC1H1","false","DYNC1H1"
"mrna","false","ATN1","false","ATN1"
"mrna","false","EFNB2","false","EFNB2"
"mrna","true","EN1","false","EN1"
"mrna","false","FGF2","false","FGF2"
"mrna","true","FOSL2","false","FOSL2"
