"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
290,"ANPEP","hsa-mir-141-5p","hsa-mir-145-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18216146'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26509904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>","tarbase","tarbase",3.82266077489322e-30,-1.7549023698368,7.97890569972628e-08,-0.43765675268901,0.932138614510161,-0.00500769914110022,0.104092245989305,FALSE,"miR-141-5p","miR-145-5p","hsa-mir-200c,hsa-mir-141","hsa-mir-143,hsa-mir-145"
330,"BIRC3","hsa-mir-196b-5p","hsa-mir-589-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17154176'>PubMedLink</a>","tarbase","tarbase",0.035991784269581,0.182442260329986,0.00361466771125294,0.665126829413091,0.30227743378897,0.0675040022250446,0.0775121951219512,FALSE,"miR-196-5p","miR-589-3p","hsa-mir-196b","hsa-mir-589"
351,"APP","hsa-mir-570-3p","hsa-mir-135a-5p",0.004,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>",NA,"tarbase","tarbase",0.789739638370259,-0.07563018101041,1.35132327097797e-09,-0.831878230559742,0.642117859404563,-0.0260624989811698,0.0775121951219512,FALSE,"miR-570-3p","miR-135-5p","hsa-mir-570","hsa-mir-135a-1"
710,"SERPING1","hsa-mir-23b-5p","hsa-mir-23a-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00913578672128816,-0.615577684733964,0.770254711938149,-0.0635156715733736,0.93127123666305,0.00501102559644953,0.0670060240963855,FALSE,"miR-23-5p","miR-23-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
875,"CBS","hsa-mir-214-5p","hsa-mir-940",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>","mirtarbase tarbase","tarbase",2.74824756336189e-15,-1.18240940474083,0.984638316391683,-0.00391844380424038,0.53656931649029,0.0522067955937023,0.117496478873239,FALSE,"miR-214-5p","miR-940/6808-5p/6893-5p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
875,"CBS","hsa-mir-940","hsa-mir-16-2-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>","tarbase","mirtarbase",0.984638316391683,-0.00391844380424038,0.485781791682188,0.121018700385268,0.53656931649029,0.0522067955937023,0.0922722473604826,FALSE,"miR-940/6808-5p/6893-5p","miR-16-2-3p/195-3p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717","hsa-mir-15b,hsa-mir-16-2"
894,"CCND2","hsa-mir-3065-5p","hsa-mir-382-5p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase",2.67860038565641e-10,-1.20209516216774,4.72056402017537e-05,-0.708075271296676,0.0053441127331017,0.179787223031248,0.0775121951219512,FALSE,"miR-3065-5p","miR-382-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377"
894,"CCND2","hsa-mir-382-5p","hsa-mir-937-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","mirtarbase","tarbase",4.72056402017537e-05,-0.708075271296676,0.0183467109571414,0.662479768266561,0.0053441127331017,0.179787223031248,0.0616574279379157,FALSE,"miR-382-5p","miR-937-3p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377","hsa-mir-937"
894,"CCND2","hsa-mir-450b-5p","hsa-mir-195-5p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28969047'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0221033111695627,-0.293247955485073,1.02200829748098e-08,-0.6627503859451,0.0053441127331017,0.179787223031248,0.0536048192771084,FALSE,"miR-450b-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-195,hsa-mir-497"
894,"CCND2","hsa-mir-450b-5p","hsa-mir-497-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0221033111695627,-0.293247955485073,1.25737395343195e-05,-0.554797074996022,0.0053441127331017,0.179787223031248,0.0536048192771084,FALSE,"miR-450b-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-195,hsa-mir-497"
1021,"CDK6","hsa-mir-570-3p","hsa-mir-205-5p",0.008,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.789739638370259,-0.07563018101041,0.758883783773528,-0.0803804860847427,0.932643111041198,0.00556487528375212,0.11123,FALSE,"miR-570-3p","miR-205-5p","hsa-mir-570","hsa-mir-205"
1303,"COL12A1","hsa-mir-194-5p","hsa-mir-138-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase",0.0334971451497944,-0.166829590618057,0.0641185439779209,-0.278663712748698,0.0208078796459964,-0.153235097083631,0.117496478873239,FALSE,"miR-194-5p","miR-138-5p","hsa-mir-215,hsa-mir-194-1","hsa-mir-138-2"
1829,"DSG2","hsa-mir-92a-1-5p","hsa-mir-141-3p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17607380'>PubMedLink</a>","tarbase","tarbase",0.505226533655067,-0.154451481443449,2.63222209308618e-31,-1.44925664591585,0.911114335513911,0.00682684469989342,0.113773164861613,FALSE,"miR-92a-1-5p","miR-141-3p/200a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1","hsa-mir-200c,hsa-mir-141"
1973,"EIF4A1","hsa-mir-133a-3p","hsa-mir-493-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase",1.01804567655492e-17,-1.36181759746789,6.18043791707113e-06,-0.922500323440028,0.138041405401326,0.105097464313353,0.0616574279379157,FALSE,NA,"miR-493-3p","hsa-mir-133a-1,hsa-mir-1-2","hsa-mir-493,hsa-mir-337,hsa-mir-665"
3589,"IL11","hsa-mir-497-5p","hsa-mir-424-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27384883'>PubMedLink</a>","tarbase","tarbase",1.25737395343195e-05,-0.554797074996022,8.45703087988298e-07,-0.480921334505891,7.04121862984281e-06,-0.452323654746001,0,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
3749,"KCNC4","hsa-let-7c-5p","hsa-mir-296-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.782096635313605,-0.0216614480563819,0.282099234682597,0.215685583687804,0.00071106971239462,-0.239980932799933,0.0616574279379157,FALSE,"let-7-5p/98-5p","miR-296-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-296,hsa-mir-298"
3949,"LDLR","hsa-mir-194-3p","hsa-mir-378a-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>","tarbase","tarbase",3.56352083046129e-05,-0.550114987195042,0.333951496517598,-0.0867876070920384,5.06975945237465e-07,-0.340607089477781,0.0963030303030303,FALSE,"miR-194-3p","miR-378-3p","hsa-mir-192,hsa-mir-194-2","hsa-mir-378a"
3976,"LIF","hsa-mir-939-5p","hsa-mir-221-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase",0.275163017681416,0.357608945623055,0.318968832386348,-0.227139428938983,0.337959065046081,0.0632158016267622,0.0963030303030303,FALSE,"miR-939-5p/1343-5p","miR-221-5p/8073","hsa-mir-939,hsa-mir-1234","hsa-mir-221,hsa-mir-222"
4194,"MDM4","hsa-mir-379-5p","hsa-mir-150-5p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23497256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31250570'>PubMedLink</a>","mirtarbase","tarbase",2.7642522231897e-06,-0.449107497172239,0.914893392098573,0.00992503082876548,0.643221805739223,0.0309512367045188,0.117496478873239,FALSE,"miR-379-5p","miR-150-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543","hsa-mir-150"
4774,"NFIA","hsa-mir-10a-3p","hsa-mir-362-5p",0.0095,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21771320'>PubMedLink</a>","tarbase","tarbase",0.0617466759218203,-0.295210183435125,2.51437275514582e-07,-0.591721874437829,0.571602641424849,0.0367857542904313,0.120214448236633,FALSE,"miR-10a-3p","miR-362-5p/500b-5p","hsa-mir-10a","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
4853,"NOTCH2","hsa-mir-205-5p","hsa-mir-16-2-3p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.758883783773528,-0.0803804860847427,0.485781791682188,0.121018700385268,0.513820335770441,0.0417857487947079,0.0878593996840442,FALSE,"miR-205-5p","miR-16-2-3p/195-3p","hsa-mir-205","hsa-mir-15b,hsa-mir-16-2"
5187,"PER1","hsa-mir-34c-3p","hsa-mir-146b-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31014126'>PubMedLink</a>","mirtarbase","mirtarbase",0.00399128274407202,0.724037226738824,0.0823036947701845,0.187138192171042,0.558793887310388,-0.0361167243242188,0.083283693843594,FALSE,"miR-34c-3p","miR-146b-3p","hsa-mir-34b,hsa-mir-34c","hsa-mir-146b"
5865,"RAB3B","hsa-mir-874-3p","hsa-mir-141-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",3.01742625029611e-06,-0.565105541524447,2.63222209308618e-31,-1.44925664591585,0.666919601830711,0.0314130032663119,0,TRUE,"miR-874-3p","miR-141-3p/200a-3p","hsa-mir-874","hsa-mir-200c,hsa-mir-141"
6091,"ROBO1","hsa-mir-589-3p","hsa-mir-146a-5p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12082532'>PubMedLink</a>","tarbase","mirtarbase",0.00361466771125294,0.665126829413091,0.00098049576135403,0.347743864713515,0.388342806282114,-0.0594332435535847,0.0963030303030303,FALSE,"miR-589-3p","miR-146-5p","hsa-mir-589","hsa-mir-146a"
6095,"RORA","hsa-mir-148a-5p","hsa-mir-9-5p",0.0065,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31014126'>PubMedLink</a>","tarbase","tarbase",0.953085585072316,0.0078185540967918,0.00081254910621026,-0.283211906425316,0.481598041118684,-0.0479166167584566,0.0997234482758621,FALSE,"miR-148a-5p","miR-9-5p","hsa-mir-148a","hsa-mir-9-1"
6374,"CXCL5","hsa-mir-149-5p","hsa-mir-195-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/27121091'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28969047'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27848972'>PubMedLink</a>","tarbase","tarbase",0.0744014894902236,-0.234294033146304,1.02200829748098e-08,-0.6627503859451,4.28895699471795e-05,0.408154453899154,0,TRUE,"miR-149-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-149","hsa-mir-195,hsa-mir-497"
7070,"THY1","hsa-mir-296-5p","hsa-mir-486-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.282099234682597,0.215685583687804,0.00055286485713694,0.944472758291256,9.85343757509747e-07,-0.301088949630552,0.0670060240963855,FALSE,"miR-296-5p","miR-486-3p","hsa-mir-296,hsa-mir-298",NA
7077,"TIMP2","hsa-mir-205-5p","hsa-mir-30c-1-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11551917'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16596214'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17572184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23281640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25571919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26191221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29103203'>PubMedLink</a>","tarbase","tarbase",0.758883783773528,-0.0803804860847427,0.00902660947679778,-0.548532899097016,0.490478338512049,0.0410801849421165,0,TRUE,"miR-205-5p","miR-30c-3p/6788-5p","hsa-mir-205","hsa-mir-30e,hsa-mir-30c-1"
7077,"TIMP2","hsa-mir-30c-1-3p","hsa-mir-106a-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/11551917'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16596214'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17572184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23281640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25571919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26191221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29103203'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.00902660947679778,-0.548532899097016,0.0183021042700624,-0.296921662206423,0.490478338512049,0.0410801849421165,0.0963030303030303,FALSE,"miR-30c-3p/6788-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-30e,hsa-mir-30c-1","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
7077,"TIMP2","hsa-mir-30c-1-3p","hsa-mir-421",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11551917'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16596214'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17572184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23281640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25571919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26191221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29103203'>PubMedLink</a>","tarbase","tarbase",0.00902660947679778,-0.548532899097016,0.198795001255535,0.262299157559726,0.490478338512049,0.0410801849421165,0.117496478873239,FALSE,"miR-30c-3p/6788-5p","miR-421","hsa-mir-30e,hsa-mir-30c-1","hsa-mir-421,hsa-mir-374b,hsa-mir-374c"
7474,"WNT5A","hsa-mir-141-5p","hsa-mir-129-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",3.82266077489322e-30,-1.7549023698368,4.81135072332313e-30,-1.72574231931094,0.0258446321359305,0.151822084507813,0.0670060240963855,FALSE,"miR-141-5p","miR-129-5p","hsa-mir-200c,hsa-mir-141","hsa-mir-129-1"
9021,"SOCS3","hsa-mir-335-3p","hsa-mir-138-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21054677'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24593195'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30167088'>PubMedLink</a>","mirtarbase","tarbase",0.943705077553417,0.00799752504184962,0.0641185439779209,-0.278663712748698,0.576113458446349,-0.0340755520812295,0.0200776173285198,TRUE,"miR-335-3p","miR-138-5p","hsa-mir-335","hsa-mir-138-2"
9120,"SLC16A6","hsa-mir-378a-5p","hsa-mir-145-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.0392913145841776,-0.216464953891047,7.97890569972628e-08,-0.43765675268901,0.00101231931661302,0.239565966022765,0.0200776173285198,TRUE,"miR-378a-5p","miR-145-5p","hsa-mir-378a","hsa-mir-143,hsa-mir-145"
