"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
3783,"KCNN4","hsa-mir-424-5p","hsa-mir-1-3p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23572150'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24885636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29161243'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0559186461056961,0.104257709563498,0.0220345489443378,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-1-3p/206","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-133a-1,hsa-mir-1-2"
4015,"LOX","hsa-mir-767-5p","hsa-mir-135b-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11807790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19724858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21282564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22641216'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24008360'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25112403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27742687'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28947950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29209148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29766649'>PubMedLink</a>","mirtarbase","tarbase",0.243361591447093,0.0687703971967559,0.0134321372854914,TRUE,"miR-767-5p","miR-135b-3p","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2","hsa-mir-135b"
4121,"MAN1A1","hsa-mir-1270","hsa-mir-877-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.0340077416588955,-0.11376638705196,0.0179499652536484,TRUE,"miR-1270","miR-877-5p",NA,"hsa-mir-877"
4355,"MPP2","hsa-mir-455-3p","hsa-mir-424-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.00080541659757994,-0.21294365238666,0.0456360424028269,TRUE,NA,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-455","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
4782,"NFIC","hsa-mir-23b-5p","hsa-mir-485-5p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29680296'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30087700'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.451544168438058,-0.0418173216114887,0.025625,TRUE,"miR-23-5p","miR-485-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
4833,"NME4","hsa-let-7c-5p","hsa-mir-196a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11724361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23553997'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.412763233339731,0.0445678094685087,0.0528004905968929,FALSE,"let-7-5p/98-5p","miR-196-5p","hsa-mir-99a,hsa-let-7c","hsa-mir-196a-1"
5028,"P2RY1","hsa-mir-153-3p","hsa-mir-196a-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase",1.06350179419534e-05,-0.255310060652846,0.0572428627297614,FALSE,"miR-153-3p","miR-196-5p","hsa-mir-153-1","hsa-mir-196a-1"
5352,"PLOD2","hsa-mir-942-5p","hsa-mir-129-5p",0.005,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31742425'>PubMedLink</a>","tarbase","tarbase",0.136082382524353,-0.0815006541380025,0.0404605263157895,TRUE,"miR-942-5p","miR-129-5p","hsa-mir-942","hsa-mir-129-1"
5618,"PRLR","hsa-mir-760","hsa-mir-548e-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.677832373547434,-0.0248470610829602,0.0528004905968929,FALSE,"miR-760","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-760","hsa-mir-548e"
5783,"PTPN13","hsa-mir-18b-5p","hsa-mir-30b-5p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30458288'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,0.0321783235451148,TRUE,"miR-18-5p","miR-30-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-30b,hsa-mir-30d"
5783,"PTPN13","hsa-mir-30b-5p","hsa-mir-9-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,0.0404605263157895,TRUE,"miR-30-5p","miR-9-3p","hsa-mir-30b,hsa-mir-30d","hsa-mir-9-1"
7026,"NR2F2","hsa-mir-937-3p","hsa-mir-548f-3p",0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25032732'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26800338'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28943908'>PubMedLink</a>","tarbase","tarbase",0.657658471543056,-0.0245788157788478,0.0429329102447869,TRUE,"miR-937-3p","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-937","hsa-mir-548f-2"
7057,"THBS1","hsa-mir-210-3p","hsa-mir-455-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,0,TRUE,"miR-210-3p",NA,"hsa-mir-210","hsa-mir-455"
7057,"THBS1","hsa-mir-34a-3p","hsa-mir-320c",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase",0.610163685276744,-0.0270297057163135,0,TRUE,"miR-34a-3p","miR-320","hsa-mir-34a","hsa-mir-320c-1"
7057,"THBS1","hsa-mir-550a-3p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,0.0378924205378973,TRUE,"miR-200c-5p/550a-3p",NA,"hsa-mir-550a-1,hsa-mir-550b-1","hsa-mir-455"
7105,"TSPAN6","hsa-mir-20b-5p","hsa-mir-345-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.617732599498548,0.0265449867601656,0.048018018018018,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-345-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-345"
7275,"TUB","hsa-mir-31-5p","hsa-let-7f-2-3p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.00016345601892713,-0.240007336038583,0.025625,TRUE,"miR-31-5p","let-7f-2-3p/1185-3p","hsa-mir-31","hsa-mir-98,hsa-let-7f-2"
7436,"VLDLR","hsa-let-7g-3p","hsa-mir-33a-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28112443'>PubMedLink</a>","tarbase","tarbase",0.02654609333048,-0.135134667266551,0,TRUE,"let-7a-2-3p/let-7g-3p","miR-33-5p","hsa-let-7g","hsa-mir-33a"
7462,"LAT2","hsa-mir-365a-5p","hsa-mir-455-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>","mirtarbase","mirtarbase",0.304699132698961,-0.0602959247028164,0.059220481467329,FALSE,"miR-365a-5p/365b-5p",NA,"hsa-mir-193b,hsa-mir-365a","hsa-mir-455"
7490,"WT1","hsa-mir-215-5p","hsa-mir-877-3p",5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14961577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15526363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26071132'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31341157'>PubMedLink</a>","mirtarbase","mirtarbase",1.47606355459728e-12,0.9172963880172,0.00790633608815427,TRUE,"miR-192-5p/215-5p","miR-877-3p","hsa-mir-215,hsa-mir-194-1","hsa-mir-877"
7764,"ZNF217","hsa-mir-150-3p","hsa-mir-663a",0.0015,TRUE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10914715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15476264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25621839'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25729968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25824781'>PubMedLink</a>","tarbase","tarbase",0.840446520665206,-0.0110136421148495,0.0179499652536484,TRUE,"miR-150-3p","miR-1908-5p","hsa-mir-150","hsa-mir-663a"
7832,"BTG2","hsa-mir-1266-5p","hsa-mir-125a-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.581225653195703,-0.0285373724029596,0.0429329102447869,TRUE,"miR-1266-5p/4518","miR-125a-3p","hsa-mir-1266","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
7991,"TUSC3","hsa-mir-136-5p","hsa-mir-424-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29156678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30115537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30485502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31039290'>PubMedLink</a>","tarbase","tarbase",0.0530976751690129,-0.115280818051114,0.0134321372854914,TRUE,"miR-136-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
8614,"STC2","hsa-mir-129-5p","hsa-mir-769-3p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19415750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25234931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30425508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31173256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31236000'>PubMedLink</a>","tarbase","mirtarbase",1.03359430433867e-08,0.360325161895684,0.0134321372854914,TRUE,"miR-129-5p","miR-450b-3p/769-3p","hsa-mir-129-1","hsa-mir-769"
9021,"SOCS3","hsa-mir-203a-3p","hsa-mir-19a-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17297444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19926618'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21994466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24098334'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24253664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24464786'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26749281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27171439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28603075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29662621'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.558813942055397,0.0317451271706784,0.0504773869346734,FALSE,NA,"miR-19-3p","hsa-mir-203a,hsa-mir-203b","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
9369,"NRXN3","hsa-mir-651-5p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0515542187434848,-0.125673079845396,0.0378924205378973,TRUE,"miR-651-5p",NA,"hsa-mir-651","hsa-mir-455"
9510,"ADAMTS1","hsa-mir-181d-5p","hsa-mir-642a-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>","tarbase","tarbase",0.0105426689745053,-0.144977150716347,0.0179499652536484,TRUE,"miR-181-5p","miR-642a-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-642a,hsa-mir-642b"
9510,"ADAMTS1","hsa-mir-424-5p","hsa-mir-940",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31114229'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>","tarbase","tarbase",0.0105426689745053,-0.144977150716347,0.0220345489443378,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-940/6808-5p/6893-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
10000,"AKT3","hsa-mir-224-3p","hsa-mir-424-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28028179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30186040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30555259'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.101484228516512,-0.0979410851267944,0,TRUE,"miR-522-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-224,hsa-mir-452","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
10628,"TXNIP","hsa-mir-16-1-3p","hsa-mir-301b-3p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11748459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12553030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17671698'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.0343678899277109,-0.104725937912788,0.0504773869346734,FALSE,"miR-16-1-3p","miR-130-3p/301-3p/454-3p","hsa-mir-16-1,hsa-mir-15a","hsa-mir-301b,hsa-mir-130b"
11080,"DNAJB4","hsa-mir-545-5p","hsa-mir-105-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0952297563495106,-0.0958209341738208,0.0291042253521127,TRUE,"miR-545-5p","miR-105-5p","hsa-mir-545,hsa-mir-374a","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
11096,"ADAMTS5","hsa-mir-224-5p","hsa-mir-424-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25786261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27906093'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29143120'>PubMedLink</a>","tarbase","tarbase",0.511700758305865,-0.0411441139772251,0.025625,TRUE,"miR-224-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-224,hsa-mir-452","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
23466,"CBX6","hsa-mir-135b-5p","hsa-mir-18a-3p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase",0.0617928824699472,-0.10579119494672,0.048018018018018,TRUE,"miR-135-5p","miR-18a-3p","hsa-mir-135b","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
23466,"CBX6","hsa-mir-135b-5p","hsa-mir-589-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.0617928824699472,-0.10579119494672,0,TRUE,"miR-135-5p","miR-589-3p","hsa-mir-135b","hsa-mir-589"
23466,"CBX6","hsa-mir-31-5p","hsa-mir-1288-3p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase",0.0617928824699472,-0.10579119494672,0.059220481467329,FALSE,"miR-31-5p","miR-1288-3p","hsa-mir-31","hsa-mir-1288"
23467,"NPTXR","hsa-mir-552-3p","hsa-mir-125a-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0229825787571529,-0.139512748445255,0.0572428627297614,FALSE,"miR-552-3p","miR-125a-3p","hsa-mir-552","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
23612,"PHLDA3","hsa-mir-424-5p","hsa-mir-625-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.664254389126065,0.0243552581002459,0.0134321372854914,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-625-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424","hsa-mir-625"
23768,"FLRT2","hsa-mir-31-5p","hsa-mir-877-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.00611674315176581,-0.18327393970485,0.0528004905968929,FALSE,"miR-31-5p","miR-877-3p","hsa-mir-31","hsa-mir-877"
25953,"PNKD","hsa-mir-20b-5p","hsa-let-7c-5p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28960316'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29917119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30510241'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31089142'>PubMedLink</a>","tarbase","tarbase",0.966605468713131,-0.00224928331312288,0.0429329102447869,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","let-7-5p/98-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-99a,hsa-let-7c"
26240,"FAM50B","hsa-mir-301b-3p","hsa-mir-301a-3p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>",NA,"tarbase","tarbase",0.0290380546771038,-0.128026738316517,0.0528004905968929,FALSE,"miR-130-3p/301-3p/454-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301b,hsa-mir-130b","hsa-mir-301a"
51804,"SIX4","hsa-mir-144-5p","hsa-mir-144-3p",0.005,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>","tarbase","mirtarbase",0.0001101235946126,0.278714371687579,0.0404605263157895,TRUE,"miR-144-5p","miR-144-3p","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
51804,"SIX4","hsa-mir-149-5p","hsa-mir-144-3p",0.007,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>","mirtarbase","mirtarbase",0.0001101235946126,0.278714371687579,0.0504773869346734,FALSE,"miR-149-5p","miR-144-3p","hsa-mir-149","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
55084,"SOBP","hsa-mir-30c-1-3p","hsa-mir-181d-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.120835804585606,-0.0964110529693456,0.0429329102447869,TRUE,"miR-30c-3p/6788-5p","miR-181-5p","hsa-mir-30e,hsa-mir-30c-1","hsa-mir-181c,hsa-mir-181d"
56895,"AGPAT4","hsa-mir-605-5p","hsa-mir-455-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.589145455478381,-0.0334945797669507,0.0321783235451148,TRUE,"miR-605-5p",NA,"hsa-mir-605","hsa-mir-455"
