entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,miRNA1_pvalue,miRNA1_logFC,miRNA2_pvalue,miRNA2_logFC,mRNA_pvalue,mRNA_logFC,BH_pvalues_adjusted,BH_rejected
999,CDH1,hsa-mir-34c-5p,hsa-mir-629-3p,0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11568972'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18195710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19641369'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20553257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28802251'>PubMedLink</a>",mirtarbase,tarbase,0.329465035976838,0.15863077529598,1.29193975478257e-5,0.601301751680986,8.4240966890289e-4,-0.136294409383365,0.12488131313131316,FALSE
2591,GALNT3,hsa-mir-340-5p,hsa-mir-629-3p,5e-4,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/23799843'>PubMedLink</a>,mirtarbase,tarbase,1.0043065094235e-4,0.397649161187248,1.29193975478257e-5,0.601301751680986,2.79046969342611e-10,-0.282440927665956,0.02308730158730158,TRUE
2824,GPM6B,hsa-mir-146a-5p,hsa-mir-629-3p,5e-4,FALSE,NA,NA,NA,mirtarbase,tarbase,0.0026377882342123,0.245289169618246,1.29193975478257e-5,0.601301751680986,7.25546318711349e-7,-0.228223210383632,0.02308730158730158,TRUE
3480,IGF1R,hsa-mir-340-5p,hsa-mir-224-5p,0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17952403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19509240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23548153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30701095'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31126198'>PubMedLink</a>",mirtarbase tarbase,mirtarbase tarbase,1.0043065094235e-4,0.397649161187248,1.03153453433243e-21,1.03375480318174,0.468172386437174,-0.0309684266284873,0.04795054945054945,TRUE
3480,IGF1R,hsa-mir-452-5p,hsa-mir-340-5p,5e-4,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30419914'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17952403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19509240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23548153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30701095'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31126198'>PubMedLink</a>",tarbase,mirtarbase tarbase,1.76601226675337e-10,0.564589603227695,1.0043065094235e-4,0.397649161187248,0.468172386437174,-0.0309684266284873,0.02308730158730158,TRUE
3486,IGFBP3,hsa-mir-511-5p,hsa-mir-26a-1-3p,0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15086466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15661050'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15661050'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15753986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1716700'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21314884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27038904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27976731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28484923'>PubMedLink</a>",tarbase,tarbase,0.669884894195626,-0.047763344265251,2.36252264709917e-9,-0.694703548599148,5.580182563111e-9,0.229057591571759,0.0948586956521739,FALSE
3491,CCN1,hsa-mir-155-5p,hsa-mir-616-3p,0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18212329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18212329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23744557'>PubMedLink</a>",mirtarbase tarbase,tarbase,5.40542274160442e-18,0.638657700761372,0.00327882754865852,0.553881989041478,0.298194301065796,-0.0406047140880759,0.10100694444444444,FALSE
3708,ITPR1,hsa-mir-340-5p,hsa-mir-589-3p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/25297632'>PubMedLink</a>,mirtarbase tarbase,tarbase,1.0043065094235e-4,0.397649161187248,0.995964694941145,7.3571877458258e-4,0.0680559428978242,-0.0787927037673592,0,TRUE
3949,LDLR,hsa-mir-204-5p,hsa-mir-150-5p,0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>",tarbase,tarbase,9.29127013204704e-6,-0.286940414076031,0.0170689907095438,0.162113081263818,0.00161370344193733,-0.140726335182564,0.11255059523809524,FALSE
3949,LDLR,hsa-mir-223-5p,hsa-mir-452-3p,0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>",mirtarbase,tarbase,1.0213061535366e-4,0.535203826816748,4.1940133348404595e-11,0.966225486657634,0.00161370344193733,-0.140726335182564,0.0948586956521739,FALSE
