"info","is_mrna_tf","name","selected","shared.name","updown","significance","miRfamily","mirnaCluster"
"mirna","","mir-125b-5p","false","mir-125b-5p","down",8.82812523827531e-05,"miR-125-5p","hsa-mir-125b-1"
"dummy","","","false","mir-125b-5p/mir-192-5p","dummy",NA,NA,NA
"mirna","","mir-1271-5p","false","mir-1271-5p","down",0.236664780935491,"miR-96-5p/1271-5p","hsa-mir-1271"
"dummy","","","false","mir-1271-5p/mir-23a-5p","dummy",NA,NA,NA
"mirna","","mir-455-5p","false","mir-455-5p","up",0.868707264467986,"miR-455-5p","hsa-mir-455"
"dummy","","","false","mir-455-5p/mir-421","dummy",NA,NA,NA
"mirna","","mir-1-3p","false","mir-1-3p","down",1.91853343624772e-19,"miR-1-3p/206","hsa-mir-133a-1,hsa-mir-1-2"
"dummy","","","false","mir-1-3p/mir-323a-3p","dummy",NA,NA,NA
"mirna","","mir-145-5p","false","mir-145-5p","down",3.98528546062009e-11,"miR-145-5p","hsa-mir-143,hsa-mir-145"
"dummy","","","false","mir-145-5p/mir-148a-3p","dummy",NA,NA,NA
"mirna","","mir-338-5p","false","mir-338-5p","down",0.0147586350112855,"miR-338-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"dummy","","","false","mir-338-5p/mir-145-5p","dummy",NA,NA,NA
"mirna","","mir-223-3p","false","mir-223-3p","up",0.775365090821993,"miR-223-3p","hsa-mir-223"
"dummy","","","false","mir-223-3p/mir-148a-3p","dummy",NA,NA,NA
"mirna","","mir-335-5p","false","mir-335-5p","up",0.383166360453186,"miR-335-5p","hsa-mir-335"
"dummy","","","false","mir-335-5p/mir-342-3p","dummy",NA,NA,NA
"mirna","","mir-424-5p","false","mir-424-5p","up",0.299812649880184,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","","","false","mir-424-5p/mir-26b-5p","dummy",NA,NA,NA
"mirna","","mir-940","false","mir-940","up",0.00542461439455454,"miR-940/6808-5p/6893-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
"dummy","","","false","mir-940/mir-153-3p","dummy",NA,NA,NA
"mirna","","mir-505-3p","false","mir-505-3p","down",0.973766040438118,NA,"hsa-mir-505"
"dummy","","","false","mir-505-3p/mir-26b-5p","dummy",NA,NA,NA
"dummy","","","false","mir-335-5p/mir-424-5p","dummy",NA,NA,NA
"dummy","","","false","mir-424-5p/mir-1271-5p","dummy",NA,NA,NA
"dummy","","","false","mir-335-5p/mir-940","dummy",NA,NA,NA
