"info","is_mrna_tf","name","selected","shared.name","updown","significance","miRfamily","mirnaCluster"
"mirna","","mir-33b-5p","false","mir-33b-5p","Up",0.473137109166589,"miR-33-5p","hsa-mir-33b"
"dummy","","","false","mir-33b-5p/mir-33a-5p","dummy",NA,NA,NA
"mirna","","mir-7-5p","false","mir-7-5p","Up",0.0441592006962438,"miR-7-5p","hsa-mir-7-1"
"dummy","","","false","mir-7-5p/mir-129-2-3p","dummy",NA,NA,NA
"mirna","","mir-3200-3p","false","mir-3200-3p","Down",0.908533829285735,"miR-3200-3p","hsa-mir-3200"
"dummy","","","false","mir-3200-3p/mir-7-5p","dummy",NA,NA,NA
"mirna","","mir-129-2-3p","false","mir-129-2-3p","Up",0.380336498191205,"miR-129-3p","hsa-mir-129-2"
"dummy","","","false","mir-129-2-3p/mir-103a-2-5p","dummy",NA,NA,NA
"mirna","","mir-642a-5p","false","mir-642a-5p","Up",0.99664350381264,"miR-642a-5p","hsa-mir-642a,hsa-mir-642b"
"dummy","","","false","mir-642a-5p/mir-7-5p","dummy",NA,NA,NA
"mirna","","mir-141-3p","false","mir-141-3p","Up",0.165724545091476,"miR-141-3p/200a-3p","hsa-mir-200c,hsa-mir-141"
"dummy","","","false","mir-141-3p/mir-1224-5p","dummy",NA,NA,NA
"mirna","","mir-203a-3p","false","mir-203a-3p","Up",0.0550834098950881,NA,"hsa-mir-203a,hsa-mir-203b"
"dummy","","","false","mir-203a-3p/mir-192-5p","dummy",NA,NA,NA
"mirna","","mir-19a-3p","false","mir-19a-3p","Down",0.442829455873115,"miR-19-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-19a-3p/mir-103a-2-5p","dummy",NA,NA,NA
"mirna","","mir-96-5p","false","mir-96-5p","Up",0.773386012982795,"miR-96-5p/1271-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-96-5p/mir-139-5p","dummy",NA,NA,NA
"mirna","","mir-3909","false","mir-3909","Down",0.734702559885626,"miR-3909","hsa-mir-3909,hsa-mir-6069"
"dummy","","","false","mir-3909/mir-9-3p","dummy",NA,NA,NA
"mirna","","mir-139-5p","false","mir-139-5p","Down",0.431217541963223,"miR-139-5p","hsa-mir-139"
"dummy","","","false","mir-139-5p/mir-33b-5p","dummy",NA,NA,NA
"mirna","","mir-429","false","mir-429","Up",0.0782101766132573,"miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","","","false","mir-429/mir-106a-5p","dummy",NA,NA,NA
"dummy","","","false","mir-203a-3p/mir-205-5p","dummy",NA,NA,NA
"dummy","","","false","mir-96-5p/mir-203a-3p","dummy",NA,NA,NA
"mirna","","mir-33a-5p","false","mir-33a-5p","Down",0.588365208434337,"miR-33-5p","hsa-mir-33a"
"dummy","","","false","mir-33a-5p/mir-483-3p","dummy",NA,NA,NA
"dummy","","","false","mir-7-5p/mir-194-3p","dummy",NA,NA,NA
"dummy","","","false","mir-7-5p/mir-33b-5p","dummy",NA,NA,NA
"mirna","","mir-577","false","mir-577","Up",0.3171377260692,"miR-577","hsa-mir-577"
"dummy","","","false","mir-577/mir-3065-3p","dummy",NA,NA,NA
"mirna","","mir-511-5p","false","mir-511-5p","Down",0.697064428411523,"miR-511-5p",NA
"dummy","","","false","mir-511-5p/mir-1-3p","dummy",NA,NA,NA
"mirna","","mir-676-3p","false","mir-676-3p","Up",0.540130342576847,"miR-676-3p","hsa-mir-676"
"dummy","","","false","mir-676-3p/mir-96-5p","dummy",NA,NA,NA
"mirna","","mir-129-5p","false","mir-129-5p","Up",0.169772217683288,"miR-129-5p","hsa-mir-129-1"
"dummy","","","false","mir-129-5p/mir-3200-3p","dummy",NA,NA,NA
"dummy","","","false","mir-96-5p/mir-3200-3p","dummy",NA,NA,NA
"mirna","","mir-150-5p","false","mir-150-5p","Down",0.584910762528083,"miR-150-5p","hsa-mir-150"
"dummy","","","false","mir-150-5p/mir-577","dummy",NA,NA,NA
"dummy","","","false","mir-129-5p/mir-33a-5p","dummy",NA,NA,NA
"mirna","","mir-30c-1-3p","false","mir-30c-1-3p","Down",0.413836129320886,"miR-30c-3p/6788-5p","hsa-mir-30e,hsa-mir-30c-1"
"dummy","","","false","mir-30c-1-3p/mir-1228-3p","dummy",NA,NA,NA
"mirna","","mir-146a-5p","false","mir-146a-5p","Down",0.808703058206171,"miR-146-5p","hsa-mir-146a"
"dummy","","","false","mir-146a-5p/mir-196b-5p","dummy",NA,NA,NA
"mirna","","mir-584-5p","false","mir-584-5p","Up",0.588449334643335,"miR-584-5p","hsa-mir-584"
"dummy","","","false","mir-584-5p/mir-193b-3p","dummy",NA,NA,NA
"dummy","","","false","mir-129-5p/mir-96-5p","dummy",NA,NA,NA
"dummy","","","false","mir-141-3p/mir-676-3p","dummy",NA,NA,NA
"dummy","","","false","mir-642a-5p/mir-511-5p","dummy",NA,NA,NA
"mirna","","mir-486-5p","false","mir-486-5p","Down",0.573235194611398,"miR-486-5p",NA
"dummy","","","false","mir-486-5p/mir-3934-5p","dummy",NA,NA,NA
"mirna","","mir-3682-3p","false","mir-3682-3p","Down",0.525329876667858,"miR-3682-3p","hsa-mir-3682"
