"info","is_mrna_tf","name","selected","shared.name","updown","significance","miRfamily","mirnaCluster"
"mirna","","mir-199b-5p","false","mir-199b-5p","Down",0.616616794575711,"miR-199-5p","hsa-mir-199b,hsa-mir-3154"
"dummy","","","false","mir-199b-5p/mir-20a-3p","dummy",NA,NA,NA
"mirna","","mir-1-3p","false","mir-1-3p","Down",8.53727925906969e-05,"miR-1-3p/206","hsa-mir-133a-1,hsa-mir-1-2"
"dummy","","","false","mir-1-3p/mir-92a-1-5p","dummy",NA,NA,NA
"mirna","","mir-142-5p","false","mir-142-5p","Up",0.183024279196479,"miR-142-5p","hsa-mir-142,hsa-mir-4736"
"dummy","","","false","mir-142-5p/mir-3170","dummy",NA,NA,NA
"mirna","","mir-92a-1-5p","false","mir-92a-1-5p","Up",0.0109265921976787,"miR-92a-1-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-92a-1-5p/mir-32-3p","dummy",NA,NA,NA
"mirna","","let-7f-5p","false","let-7f-5p","Down",0.448637560671287,"let-7-5p/98-5p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"dummy","","","false","let-7f-5p/mir-221-5p","dummy",NA,NA,NA
"mirna","","mir-125b-2-3p","false","mir-125b-2-3p","Down",0.584139996716103,"miR-125b-2-3p","hsa-mir-125b-2"
"dummy","","","false","mir-125b-2-3p/mir-378a-3p","dummy",NA,NA,NA
"dummy","","","false","mir-125b-2-3p/mir-671-5p","dummy",NA,NA,NA
"mirna","","mir-335-5p","false","mir-335-5p","Up",0.146104275413537,"miR-335-5p","hsa-mir-335"
"dummy","","","false","mir-335-5p/mir-3150b-3p","dummy",NA,NA,NA
"mirna","","mir-33a-3p","false","mir-33a-3p","Up",0.928037588668743,"miR-33a-3p","hsa-mir-33a"
"dummy","","","false","mir-33a-3p/mir-7-1-3p","dummy",NA,NA,NA
"mirna","","mir-1271-5p","false","mir-1271-5p","Up",0.153432969428519,"miR-96-5p/1271-5p","hsa-mir-1271"
"dummy","","","false","mir-1271-5p/mir-2355-5p","dummy",NA,NA,NA
"mirna","","mir-17-5p","false","mir-17-5p","Up",0.441381002128842,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-17-5p/mir-148a-3p","dummy",NA,NA,NA
"mirna","","mir-106a-5p","false","mir-106a-5p","Down",0.540073673841997,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","","","false","mir-106a-5p/mir-153-3p","dummy",NA,NA,NA
"dummy","","","false","let-7f-5p/mir-19a-3p","dummy",NA,NA,NA
"mirna","","mir-939-5p","false","mir-939-5p","Up",0.388258380518144,"miR-939-5p/1343-5p","hsa-mir-939,hsa-mir-1234"
"dummy","","","false","mir-939-5p/mir-148a-3p","dummy",NA,NA,NA
"mirna","","mir-3150b-3p","false","mir-3150b-3p","Up",0.00185513472178015,"miR-3150b-3p","hsa-mir-3150b,hsa-mir-3150a"
"dummy","","","false","mir-3150b-3p/mir-31-5p","dummy",NA,NA,NA
"mirna","","mir-767-5p","false","mir-767-5p","Up",4.79253207093608e-05,"miR-767-5p","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
"dummy","","","false","mir-767-5p/mir-19a-3p","dummy",NA,NA,NA
"mirna","","mir-133b","false","mir-133b","Down",0.0007751250871209,"miR-133a-3p.2/133b","hsa-mir-206,hsa-mir-133b"
"dummy","","","false","mir-133b/mir-133a-3p","dummy",NA,NA,NA
"mirna","","mir-19a-3p","false","mir-19a-3p","Up",0.321989538623403,"miR-19-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-19a-3p/mir-421","dummy",NA,NA,NA
"mirna","","mir-3127-5p","false","mir-3127-5p","Up",0.281269310269274,"miR-3127-5p","hsa-mir-3127"
"dummy","","","false","mir-3127-5p/mir-125a-3p","dummy",NA,NA,NA
"mirna","","mir-106b-5p","false","mir-106b-5p","Up",0.294031875942692,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-25,hsa-mir-93,hsa-mir-106b"
"dummy","","","false","mir-106b-5p/mir-129-5p","dummy",NA,NA,NA
"mirna","","mir-642a-5p","false","mir-642a-5p","Down",0.0539445562209651,"miR-642a-5p","hsa-mir-642a,hsa-mir-642b"
"dummy","","","false","mir-642a-5p/mir-532-5p","dummy",NA,NA,NA
"mirna","","mir-103a-2-5p","false","mir-103a-2-5p","Up",0.363960072336781,"miR-103a-2-5p","hsa-mir-103a-2,hsa-mir-103b-2"
"dummy","","","false","mir-103a-2-5p/mir-502-5p","dummy",NA,NA,NA
"dummy","","","false","mir-92a-1-5p/mir-3150b-3p","dummy",NA,NA,NA
"mirna","","mir-301a-3p","false","mir-301a-3p","Up",0.0534041557798386,"miR-130-3p/301-3p/454-3p","hsa-mir-301a"
"dummy","","","false","mir-301a-3p/mir-30a-3p","dummy",NA,NA,NA
"mirna","","mir-18a-5p","false","mir-18a-5p","Up",0.0164332564847604,"miR-18-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-18a-5p/mir-17-5p","dummy",NA,NA,NA
"mirna","","mir-196a-5p","false","mir-196a-5p","Up",1.56777392647817e-11,"miR-196-5p","hsa-mir-196a-1"
"dummy","","","false","mir-196a-5p/mir-215-5p","dummy",NA,NA,NA
"mirna","","mir-577","false","mir-577","Down",0.583950878651813,"miR-577","hsa-mir-577"
"dummy","","","false","mir-577/mir-215-5p","dummy",NA,NA,NA
"mirna","","mir-190a-5p","false","mir-190a-5p","Down",0.0638480567141085,"miR-190-5p","hsa-mir-190a"
"dummy","","","false","mir-190a-5p/mir-215-5p","dummy",NA,NA,NA
"mirna","","mir-182-5p","false","mir-182-5p","Down",0.756471969257837,"miR-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-182-5p/mir-106b-5p","dummy",NA,NA,NA
"dummy","","","false","mir-335-5p/mir-582-3p","dummy",NA,NA,NA
"dummy","","","false","mir-18a-5p/mir-138-5p","dummy",NA,NA,NA
"mirna","","mir-627-5p","false","mir-627-5p","Up",0.451930860671166,"miR-627-5p","hsa-mir-627"
"dummy","","","false","mir-627-5p/mir-17-5p","dummy",NA,NA,NA
"mirna","","mir-625-5p","false","mir-625-5p","Down",0.572157433715595,"miR-625-5p","hsa-mir-625"
