"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92"
7436,"VLDLR","hsa-mir-130a-3p","hsa-mir-106a-5p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase",3.15e-19,-1.630422159,0.208565523,0.176798534,0.51579689,0.05090877,"hsa-mir-106a-5p","hsa-mir-130a-3p",7436,13.441939484877,12.4088065386479,13.6035332783841,15.129890896179,16.4225102892277,"12.5310829389125","16.7471555451044","10.6905968352168","16.5109782830262","14.7572106045065","16.532069664403","14.3381646550351","12.1194826350853","15.9045973827342","15.8599619704373","9.9577887759202","14.7988393890017","11.943122569992","8.77445062300304","10.2991958354976","13.6747245429771","17.0302312813446","10.2495750865345","16.7126100275738","15.713078703716","16.7194100865386","17.6438239407633","10.9595433860157","15.1961222043889","14.3885046027951","15.411972383559","14.4854450186956","13.9845098742148","17.0253786284694","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-23c","hsa-mir-26a-1-3p",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30103114'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.000352,-0.840716304,0.015159796,-0.531030781,0.51579689,0.05090877,"hsa-mir-26a-1-3p","hsa-mir-23c",7436,13.441939484877,12.4088065386479,13.6035332783841,6.96467667050712,13.482231540006,"11.0686951866479","15.8771833962914","10.6782890952457","11.4094242205847","11.6660780180776","15.7868402740835","17.6464289892311","13.8689646213787","17.1498876258691","11.4391923675969","12.2867753300941","10.5187218002141","17.3619152127961","14.5163904126625","14.1129631757048","12.8218387922325","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-429","hsa-mir-135a-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24204382'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/24572141'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/28440423'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29191386'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29403024'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27302923'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.406825823,0.311155435,2.13e-12,3.595838122,0.51579689,0.05090877,"hsa-mir-135a-5p","hsa-mir-429",7436,12.4088065386479,10.9051025680819,16.4225102892277,10.1392393831141,12.0697839271284,"16.3874503043394","12.0564522902696","17.6464289892311","18.300638251429","10.2881023688329","10.5967717511727","15.6197015417647","14.6464026752213","14.3043404686438","10.0914697887552","13.6747245429771","12.8623288971758","15.6020357383673","11.5312293571292","14.6740272397345","12.8161706911073","16.9484522357537","15.411972383559","15.045519118787","14.5710029860641","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7804,"LRP8","hsa-mir-378a-5p","hsa-mir-19a-3p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>",NA,"tarbase","tarbase",0.013955214,-0.505370041,0.852501749,0.032127244,0.23111078,0.10271764,"hsa-mir-19a-3p","hsa-mir-378a-5p",7804,11.2825466904272,11.7497904386487,14.4950870839155,14.4814308620769,16.0337574260161,"10.4041269974329","11.0514605074411","9.9459607417257","14.2974696506268","12.4456368247559","10.7301245186219","12.5315416562314","12.4010859116891","12.0302624764767","12.876894822249","16.0743905288617","13.4604313604813","12.3723144252207","12.9795818828202","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7804,"LRP8","hsa-mir-378a-5p","hsa-mir-19b-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.013955214,-0.505370041,0.739734879,-0.049846715,0.23111078,0.10271764,"hsa-mir-19b-3p","hsa-mir-378a-5p",7804,11.2825466904272,11.7497904386487,14.4950870839155,14.4814308620769,12.5063906281444,"16.0337574260161","10.4041269974329","11.0514605074411","10.9157067203227","14.2974696506268","10.7301245186219","12.5315416562314","12.4010859116891","12.0302624764767","12.876894822249","16.0743905288617","12.3723144252207","12.9795818828202","12.7264148880105","14.9071281904944","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7980,"TFPI2","hsa-mir-330-3p","hsa-mir-224-3p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31289502'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17464989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17464989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17464989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17515960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23125179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23125179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23125179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24297337'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24591127'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25109342'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26624999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28053577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28284560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29757260'>PubMedLink</a>","tarbase","tarbase",0.01085318,0.481136174,1.89e-07,1.558984129,5.28e-05,-0.3010771,"hsa-mir-224-3p","hsa-mir-330-3p",7980,15.2858644124148,14.8486769666356,15.4493316349371,16.7901722756651,15.4081444221485,"13.9276623616775","14.8770585298735","12.3251067021263","8.07122521174987","11.8063355190568","12.5997110110222","14.7911220967327","13.8802433956479","14.1720550234949","13.7144119525867","15.0663421721752","13.3110171680342","16.2343123902695","15.9545668134117","14.1739438392638","14.096907138658","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8482,"SEMA7A","hsa-mir-335-3p","hsa-mir-17-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20209605'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22583011'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30281815'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.870928857,-0.027926504,0.004778207,0.503502931,0.18148047,0.09865531,"hsa-mir-17-5p","hsa-mir-335-3p",8482,14.2789548152289,16.6129350381939,15.4537655185953,17.1467745396843,18.0351988921803,"14.4075133013726","17.2937659836079","16.8994738138987","14.6986981521618","16.9087146764264","12.2660343775192","17.3677734203901","18.0764735430874","17.8115134488346","16.569600339926","16.862498186089","16.2139021409663","17.5469486044849","16.5456061881103","12.7625711698245","17.7124855732033","16.770112640185","16.704097403514","16.0254559259386","18.5231918479373","17.8135239105359","18.1173998174184","16.5315132193986","16.9662372926311","13.532614724573","18.5922948184827","17.551626201456","16.8561695353072","17.4501348684183","14.3149349367917","15.2489124028524","14.9939215225262","16.3957294593675","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8848,"TSC22D1","hsa-mir-106a-5p","hsa-mir-21-3p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>",NA,"tarbase","tarbase",0.208565523,0.176798534,0.285949913,-0.23411547,0.70028581,-0.0252234,"hsa-mir-21-3p","hsa-mir-106a-5p",8848,18.5407444849429,17.4173897074565,18.7017550253487,20.5230897948261,18.1594518501759,"19.2128250455773","20.6099130163718","18.5391285702665","21.1162675892826","19.9036877604092","20.8549575583451","18.4516352220416","21.5092864446792","17.8320387583237","19.827487366192","19.3964272241995","17.7951752615176","17.7184110310268","20.9291582472635","19.2848267828936","18.683475281462","19.3104562921593","17.3501309515311","17.6127155212005","19.9083694763299","18.5389696979862","19.4444485195568","19.1556717320348","21.6867858413283","21.1629469789228","20.3292748444274","21.6642109533395","20.5386272427446","18.3225870021012","20.3788741834903","18.7424685347972","17.6551717514455","20.8311598544008","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8848,"TSC22D1","hsa-mir-21-3p","hsa-mir-130a-3p",0.0015,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.285949913,-0.23411547,3.15e-19,-1.630422159,0.70028581,-0.0252234,"hsa-mir-130a-3p","hsa-mir-21-3p",8848,18.5407444849429,20.5230897948261,18.9751484232084,19.2128250455773,19.1969249976319,"19.3168958401584","18.7697518014512","19.5178303020414","21.1230935107368","18.6061234021311","21.1162675892826","20.7290631019739","19.9036877604092","20.8549575583451","19.7872694314512","18.1746297867454","17.9791757917518","21.5092864446792","17.8320387583237","18.7908796624435","17.7430140336246","19.3104562921593","17.3501309515311","21.6867858413283","21.1629469789228","20.3292748444274","21.6642109533395","20.5386272427446","20.3788741834903","18.7424685347972","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8853,"ASAP2","hsa-mir-301a-3p","hsa-mir-218-5p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30322806'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase tarbase",0.000271,0.557749898,0.176611455,0.275834069,0.4131716,0.06321041,"hsa-mir-218-5p","hsa-mir-301a-3p",8853,15.1651659142121,11.1014571200551,16.5139016360677,15.3070011935445,14.6345263060769,"15.5513761448145","15.6840576933108","15.0036072654926","14.3213175982919","17.2060675223136","15.6878676393469","12.209984231638","13.0118983894303","14.7597923674145","15.6955338362807","12.0160809728719","15.805503075758","11.9677157918868","13.4034806681469","8.02552190623183","13.3423797539721","15.1403380954257","12.7089668967861","12.8695515853227","15.2407195285086","15.2733035295426","15.2456549503533","16.6853832054923","14.8920998325501","15.9257481693984","16.6571864078264","15.1580070916799","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8878,"SQSTM1","hsa-mir-143-5p","hsa-mir-200c-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10190901'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11549587'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12118381'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21145819'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21482715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24287900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24369267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25026290'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2548435'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27211490'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27246794'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27345495'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27404485'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27845389'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28611265'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28941211'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29311600'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29707114'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29961754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30793399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31032410'>PubMedLink</a>","tarbase","tarbase",0.394040348,0.146248792,2.58e-06,2.406871692,0.37432607,0.05565701,"hsa-mir-200c-3p","hsa-mir-143-5p",8878,22.7669977318834,20.3107356651492,21.3203809071475,20.2489151958326,20.4665459576039,"23.4534622739605","21.5275230231789","21.4386737741676","23.9735847089801","21.650677133949","21.6415604756064","21.8801746152981","19.5248225345896","22.4962966970379","21.7145422586581","20.6897787064964","23.4109387158424","20.7909518183014","21.3310865774448","21.9011864972217","21.6296945946607","20.6756129894288","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9358,"ITGBL1","hsa-mir-20a-3p","hsa-mir-33b-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.346842549,-0.150366481,0.000222,-0.89231513,0.15249752,-0.1122823,"hsa-mir-33b-5p","hsa-mir-20a-3p",9358,14.6516238252176,10.1971458952428,17.1276692379248,16.9363466318578,11.8958782232294,"14.2720612436764","10.3808211135709","16.1290642048593","13.3416821726778","10.7729569723984","14.4591957629141","14.8413491800685","12.2532571021891","12.6539641791914","13.5835790975982","7.74408853031652","15.6328293857056","9.66339515947493","7.80315309990742","14.8244132097238","6.80476704389519","10.7741875901369","15.7775239775195","15.2871857022422","15.8420027273542","9.71918579495619","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9728,"SECISBP2L","hsa-mir-744-3p","hsa-mir-19b-1-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.136569908,-0.253721002,0.001894562,-0.453869512,0.59504477,-0.0368874,"hsa-mir-19b-1-5p","hsa-mir-744-3p",9728,16.6715384527922,17.008273307688,16.5222352521116,17.9237324846429,17.481002805159,"17.5402117828077","16.8107221424037","16.6960214531562","15.666273120889","17.5180036754796","18.2235116254716","17.0787792854627","17.0023124597078","15.7904766847474","16.8325421697716","16.8743086903802","16.2346759062497","17.446557334655","17.3738928273103","17.2434825777958","17.3014168774236","17.4164949725133","17.2374387518833","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10140,"TOB1","hsa-mir-17-5p","hsa-mir-20b-5p",0.0085,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20209605'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22583011'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30281815'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","tarbase",0.004778207,0.503502931,0.424625171,0.180675332,0.78657883,-0.0170403,"hsa-mir-20b-5p","hsa-mir-17-5p",10140,19.7937419486512,19.8818896082747,20.1803021481649,21.0997760775582,20.9986726308201,"20.7332751753356","21.6660660337047","18.7904898906462","20.0555749990065","20.5397414966123","19.2887430034316","22.270906416432","21.5220968410133","21.1574504024666","20.9949596148733","21.4052422614351","21.1701673046425","21.2690800635928","22.0992518993699","21.4369548708395","20.4116811047303","20.882081799411","19.3802547641255","19.8479017231285","18.5610656320886","21.8853515896241","20.6065614602618","21.7295535866314","22.3163153030147","21.7957968724414","20.5975726784394","20.8404428135589","20.7496963707742","19.7973155936245","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10468,"FST","hsa-mir-214-3p","hsa-mir-497-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26231037'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29652412'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29761918'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31384173'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31441605'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18638391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19363144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27807065'>PubMedLink</a>","tarbase","tarbase",6.69e-07,-1.310784163,0.002379496,-0.556789606,0.30601934,-0.0659222,"hsa-mir-497-5p","hsa-mir-214-3p",10468,21.7475501253226,20.79233894105,21.3927443596097,18.467771089125,20.6413336914251,"17.8924153000205","21.2103350745828","20.7981089005066","19.1170516482214","18.295737987143","20.7737620632763","20.0153002134209","17.4779144159864","20.7152286401227","20.8097933601278","20.2402145716552","20.1615929894823","21.2722602534168","23.6420874700059","21.8106357752397","18.8640267335432","20.4616009336223","21.721319928018","18.7719185862753","19.4983570946565","21.5048160224183","18.671932460193","21.6848188180251","18.5639640306146","22.4368727181173","20.8734907022776","21.3230283310593","19.7228610983283","19.9542616703309","23.4571586045719","18.655998181674","21.3818453403854","21.3463322618521","21.8997841772344","22.3126769419204","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10468,"FST","hsa-mir-30a-5p","hsa-mir-30c-2-3p",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26589417'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27574447'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/34113402'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18638391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19363144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27807065'>PubMedLink</a>","tarbase","tarbase",0.804283539,0.050343415,0.012599225,-0.506629362,0.30601934,-0.0659222,"hsa-mir-30c-2-3p","hsa-mir-30a-5p",10468,20.847467768753,20.3063038152065,20.4530095970008,15.1681626759497,20.2337308266465,"19.997317435005","19.2083740768088","12.4462484267671","14.9837319560773","21.3927443596097","16.9430188494718","21.3138607369067","14.9665685122211","23.9430104792857","16.0224936556186","18.9214462545583","18.295737987143","22.6140271490282","20.7737620632763","20.7152286401227","17.6679804518892","20.8097933601278","18.0522800474316","20.1615929894823","20.4834899552638","17.5446523915737","22.0698275294434","17.3397280810704","19.2997117580102","21.5578727353931","23.1528165177922","21.2722602534168","19.7661091837124","19.5679481307532","20.4638364508432","23.6420874700059","18.8640267335432","20.3365798603832","15.9502259905602","21.2035469377361","22.4640823216792","21.0045657845793","20.4712977414347","18.7055755014041","23.6686524687255","18.671932460193","21.6848188180251","22.5994425637275","18.5639640306146","22.4368727181173","20.4076069792899","20.2137381513475","18.5773859075038","15.2165683351511","20.1529300798928","19.1423907075725","18.5281353037491","21.1856866540748","20.4655785721569","19.9542616703309","17.8563021419067","22.2635701761671","20.8643410358117","19.1658022452419","20.4089916543514","21.8331488731239","19.7911050566526","19.8835445520775","19.7943176370151","21.8997841772344","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10468,"FST","hsa-mir-497-5p","hsa-mir-411-5p",0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31384173'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31441605'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12203361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18638391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19363144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27807065'>PubMedLink</a>","tarbase","tarbase",0.002379496,-0.556789606,7.21e-06,-1.071003939,0.30601934,-0.0659222,"hsa-mir-411-5p","hsa-mir-497-5p",10468,20.3063038152065,22.3648886304605,21.7475501253226,18.6057106949856,21.1680646459692,"16.8396379256322","21.7438672368158","19.1170516482214","20.7737620632763","17.4779144159864","20.7152286401227","20.8097933601278","20.1935839783253","18.4481159815663","22.9606411919887","18.9040206681357","23.1528165177922","23.6420874700059","21.8106357752397","18.8640267335432","21.721319928018","18.7719185862753","19.4983570946565","21.5048160224183","18.671932460193","21.6848188180251","22.4368727181173","20.8734907022776","21.3230283310593","21.0950347090512","20.9348320444145","20.4077912547471","18.655998181674","21.3818453403854","21.8331488731239","21.8997841772344","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10499,"NCOA2","hsa-mir-125a-5p","hsa-mir-19a-3p",0.003,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31289566'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31316614'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/24282087'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27432117'>PubMedLink</a>","tarbase","tarbase",0.019841963,-0.370251707,0.852501749,0.032127244,0.72172368,0.02425164,"hsa-mir-19a-3p","hsa-mir-125a-5p",10499,19.2878818538061,17.9111179499011,18.6878808257472,19.4078470496003,16.4771253941508,"18.6792542454063","18.4594297586599","18.3387336734014","18.4697913319076","17.5815209330904","19.2572427894463","18.659048261904","17.9129172602382","18.0322444605779","17.894606462834","18.1743975975756","15.6749937524928","18.9014250220936","19.2460824570497","19.2469985571329","18.992597486104","18.6413582804863","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
