"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50"
596,"BCL2","hsa-mir-30b-5p","hsa-mir-494-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10022131'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10193519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10452254'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10564391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10607921'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10612539'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10652634'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10767713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10785598'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10797335'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11041112'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11052631'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11150376'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11151060'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11355956'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11687726'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11724359'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11802199'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11848471'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11865380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11920608'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12149448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12244568'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12269390'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12270138'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12423325'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12670866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14663636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15314290'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15955446'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15955446'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16401477'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16407826'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16773715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16799636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17182178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17273826'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17278191'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17332927'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17373735'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17426704'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18807035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18852136'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18949393'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18949393'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19027288'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19124064'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20409521'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20716165'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21128871'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21455217'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22050790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22570942'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22990545'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23364257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23867993'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24293274'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24384683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24451945'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24743574'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24895601'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24957706'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25192188'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25208882'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25209181'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25282590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25323586'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25385144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25548100'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25738398'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25840688'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25977444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26078354'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26697569'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27046651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27220399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27244080'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27461218'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27537525'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27663504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27845068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28032859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28100091'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28106544'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28468511'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28499854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28714374'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28782841'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28785155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28803443'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28928161'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28950657'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29065135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29190919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29288563'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29372687'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29394130'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29416778'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29636622'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29656061'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29669301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29844818'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29958837'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30417787'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30420612'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30443961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30515612'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30535479'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30557404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30588113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30677442'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30681073'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30713822'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30806395'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31011292'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31043791'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31117840'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31141929'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31243264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31296963'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31497237'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8063611'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8625322'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8690754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9054611'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9164212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9221853'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9823803'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849490'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9881495'>PubMedLink</a>","mirtarbase","mirtarbase",0.00353318768551151,-0.171560487060928,"hsa-mir-494-3p","hsa-mir-30b-5p",596,16.6094386,11.90331854,"14.58390653","13.64258562","15.51131372","16.97141743","14.38530108","11.77385869","12.5846887","14.02549397","13.61360713","12.90862271","12.53922067","14.22106853","13.8748106","14.95555203","15.35065614","11.70415043","14.20080327","13.32752351","15.63098744","13.60650075","15.58257446","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
677,"ZFP36L1","hsa-mir-30b-5p","hsa-mir-548f-3p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.793155662468451,0.0136977586836966,"hsa-mir-548f-3p","hsa-mir-30b-5p",677,20.9522857,20.20922687,"18.9375994","20.20441298","19.4703931","20.41302101","20.05618813","19.42585748","18.97255774","19.08563686","19.89192381","21.1229659","19.08071415","20.58051885","18.69489073","19.20316791","18.87568382","19.44510498","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2045,"EPHA7","hsa-mir-33a-5p","hsa-mir-455-3p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>",NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/16007213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16007213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31505877'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31505877'>PubMedLink</a>","tarbase","mirtarbase",5.81126590573618e-14,-0.477202870674325,"hsa-mir-455-3p","hsa-mir-33a-5p",2045,10.95386377,9.156599917,"10.51646888","11.99294503","8.797963079","-2","9.807015535","10.22852969","10.77907638","10.79031849","9.759607981","11.68602393","8.990600034","-2","12.30731055","11.12026335","11.92105022","8.59367633","11.75799285","-2","10.3035631","7.606658195","11.17362743","6.205961934","9.688284002","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2113,"ETS1","hsa-mir-1228-3p","hsa-mir-424-5p",0.0025,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11353051'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15252143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16103071'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19499154'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21343932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22735571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23173124'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26296467'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26461477'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31322251'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31570702'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7753825'>PubMedLink</a>","mirtarbase","tarbase",0.237531110473946,-0.0650906473092392,"hsa-mir-424-5p","hsa-mir-1228-3p",2113,19.85613264,17.1304066,"17.11854417","15.9092314","16.78393944","16.64395776","16.30627506","16.238971","16.21736684","16.70893398","18.05856574","16.25733045","16.08452457","16.76201634","16.46190767","16.47433617","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-136-5p","hsa-mir-424-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23963856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25802477'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28901407'>PubMedLink</a>","tarbase","tarbase",0.678384227889494,-0.023589929814589,"hsa-mir-424-5p","hsa-mir-136-5p",2200,17.11819257,17.7243274,"16.73773312","17.32851694","18.03759838","18.67655819","17.27818349","16.03351233","16.31840831","14.81655071","14.98327818","14.94436071","15.27748983","15.57567236","16.10211867","17.95597951","16.92049388","14.78230993","14.56149093","17.01692638","17.14011758","14.6103136","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-224-5p","hsa-mir-196b-5p",0.0095,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23963856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25802477'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28901407'>PubMedLink</a>","tarbase","tarbase",0.678384227889494,-0.023589929814589,"hsa-mir-196b-5p","hsa-mir-224-5p",2200,17.22669127,17.15198307,"16.03466374","15.29507859","16.75245026","15.39793937","18.0162102","13.1702433","16.70424667","16.73773312","17.40823583","12.90074385","16.05640623","15.73878911","17.74303668","18.67655819","18.77571381","18.88412656","18.38037344","15.81425999","14.10574326","16.10211867","15.12189737","17.23889125","17.21863855","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-224-5p","hsa-mir-424-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23963856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25802477'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28901407'>PubMedLink</a>","tarbase","tarbase",0.678384227889494,-0.023589929814589,"hsa-mir-424-5p","hsa-mir-224-5p",2200,16.03466374,18.0162102,"16.73773312","16.05640623","18.67655819","15.85254608","17.27818349","15.81425999","16.03351233","16.31840831","14.94436071","14.10574326","16.10211867","15.12189737","14.89000798","14.78230993","17.21863855","12.9585956","14.56149093","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3312,"HSPA8","hsa-mir-32-3p","hsa-mir-20b-5p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10891381'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12966429'>PubMedLink</a>","mirtarbase","mirtarbase",0.429357437065956,0.038932443871701,"hsa-mir-20b-5p","hsa-mir-32-3p",3312,21.37994817,21.37431364,"22.11093279","22.51517215","21.67318613","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3371,"TNC","hsa-mir-877-5p","hsa-mir-136-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16211285'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23645740'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25666906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27191989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27191989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28106752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29065427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29196164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30170017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31036754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31195598'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31632476'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7543628'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7690353'>PubMedLink</a>","tarbase","tarbase",0.928497862619518,0.00500318984426843,"hsa-mir-136-5p","hsa-mir-877-5p",3371,15.47612718,16.53730086,"20.59763775","17.53176211","16.65997212","19.47540363","18.55508221","16.33894738","18.11838912","17.27781615","18.31277595","17.03035331","15.11946345","18.77061535","17.59168699","16.00000404","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3572,"IL6ST","hsa-mir-181d-5p","hsa-mir-215-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/19223499'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28130546'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28783170'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29777330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30736824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31443669'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0845352248558087,-0.0949679266661034,"hsa-mir-215-5p","hsa-mir-181d-5p",3572,17.33858484,18.67215447,"16.99580205","16.37175088","17.13410841","16.38373085","16.19136979","16.74249771","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
