"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37"
4810,"NHS","hsa-mir-3909","hsa-mir-9-3p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29272281'>PubMedLink</a>","mirtarbase","mirtarbase",0.734702559885626,-0.265429623734638,0.378265604018643,0.737087496083063,0.651318329408551,0.0857776511388516,"hsa-mir-9-3p","hsa-mir-3909",4810,14.0996981015497,13.5125469244286,"13.579178986754","16.6768496332969","13.3680472182041","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5042,"PABPC3","hsa-mir-139-5p","hsa-mir-33b-5p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.431217541963223,-0.218194133801926,0.473137109166589,0.478041679106905,0.658596376534526,-0.0929425874511934,"hsa-mir-33b-5p","hsa-mir-139-5p",5042,9.14798025235814,10.9993092791795,"11.3667978924382","9.02187262207162","10.3289014681373","9.74341187687086","9.64629418548672","10.4435066025069","10.5178867190461","8.46954003965782","9.76896201195223","11.7425444557125","11.7987097274021","11.4198907053069","9.76004197536295","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5569,"PKIA","hsa-mir-429","hsa-mir-106a-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/30314698'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0782101766132573,0.497102090464525,0.259173579915578,-0.454007969514484,0.927784943659251,-0.0165827397801901,"hsa-mir-106a-5p","hsa-mir-429",5569,14.9495882755724,15.0026490558464,"15.2909180804248","14.5330095330545","14.9251471412662","17.8948801818772","16.7606286932738","12.8098504649634","15.1497887755915","13.293487201869","13.1488345459574","14.0637326943851","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5618,"PRLR","hsa-mir-203a-3p","hsa-mir-205-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19633648'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23362007'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31786131'>PubMedLink</a>","tarbase","mirtarbase",0.0550834098950881,0.440724584031878,0.0825191742024489,1.26832483197256,0.534023255639861,0.128315852694881,"hsa-mir-205-5p","hsa-mir-203a-3p",5618,12.0436163090603,13.6913642467469,"12.5436517887838","13.6488351524196","12.0711780760678","11.8442515617764","10.4762215304851","12.7584396162066","12.5266232287009","13.0561574077161","11.8749930169737","11.9175712581277","11.2879429971203","11.3149442182912","12.2780548487265","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5618,"PRLR","hsa-mir-96-5p","hsa-mir-203a-3p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19633648'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23362007'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31786131'>PubMedLink</a>","tarbase","tarbase",0.773386012982795,0.10647438394075,0.0550834098950881,0.440724584031878,0.534023255639861,0.128315852694881,"hsa-mir-203a-3p","hsa-mir-96-5p",5618,12.4646644448958,12.5436517887838,"13.6488351524196","11.9208531844103","12.0711780760678","11.8442515617764","12.5266232287009","14.61144185522","14.069803580184","12.5975087427393","11.9175712581277","10.7610480998568","11.9729215535347","11.9728594876383","14.0305819110458","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5865,"RAB3B","hsa-mir-33a-5p","hsa-mir-483-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.588365208434337,-0.183189084633481,0.711419425434045,-0.216837208067697,0.376876274243073,0.170530439387416,"hsa-mir-483-3p","hsa-mir-33a-5p",5865,14.5973054915171,14.9547402094768,"14.407542215836","14.4125000853953","14.5259741824317","14.1830417223725","14.0950463082299","12.9279357499898","13.2267046832942","15.4950148026068","13.6498942301945","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6275,"S100A4","hsa-mir-7-5p","hsa-mir-194-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/29408481'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10210535'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10601379'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11029520'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11106237'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11786397'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11786397'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11786397'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12239456'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12239456'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12887505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16367903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16685438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16685438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17032501'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17032501'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17786304'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18350635'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19653048'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19799859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22761930'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23026527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23085231'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24215488'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24732359'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25072505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25677816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29578167'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30570546'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31526392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31611961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7660250'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7845688'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7889533'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9759649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815629'>PubMedLink</a>","tarbase","tarbase",0.0441592006962438,0.907534284364248,0.0232170923423631,0.859199203957088,0.833642999564434,0.0329753731481307,"hsa-mir-194-3p","hsa-mir-7-5p",6275,21.773843865165,18.0332473173007,"16.1680291034225","21.2084318703438","21.196849724483","20.5106854463253","20.9385743072308","19.4033779507049","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6498,"SKIL","hsa-mir-7-5p","hsa-mir-33b-5p",0.0095,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/29408481'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25907906'>PubMedLink</a>","tarbase","mirtarbase",0.0441592006962438,0.907534284364248,0.473137109166589,0.478041679106905,0.991541797231284,-0.00180063003025419,"hsa-mir-33b-5p","hsa-mir-7-5p",6498,18.3131703102924,17.8672249257055,"17.8358794927335","15.8526380585641","17.250023860947","17.0781360250812","16.0003053947865","15.9371433071761","15.9642520557298","16.6037831761358","18.8028243308723","17.5057659546654","16.600242255735","17.4521412521691","18.2942972412815","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-577","hsa-mir-3065-3p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11328670'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12032830'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12700280'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12907644'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15018733'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15534883'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18205184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18582155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20097730'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20966810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21725155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22547077'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24677319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26439801'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29693699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","mirtarbase","tarbase",0.3171377260692,0.419271582401409,0.20573981628032,0.408455747876662,0.667981184352843,-0.0704156597187291,"hsa-mir-3065-3p","hsa-mir-577",6648,19.2303455397363,18.9572674288018,"17.4948300054838","18.4339103282108","17.0192241162232","16.8538941169793","17.3784766071272","17.0218181731845","20.2755360609277","19.6843575154381","19.3009263955823","18.2247374007822","19.9006113735274","18.9531385946446","18.123227238862","19.1307101928823","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7168,"TPM1","hsa-mir-33b-5p","hsa-mir-33a-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.473137109166589,0.478041679106905,0.588365208434337,-0.183189084633481,0.862206747715731,-0.0282215872517836,"hsa-mir-33a-5p","hsa-mir-33b-5p",7168,19.1679256853099,19.5921970629963,"20.1788513683938","18.9023896390281","19.2069083703035","16.8814084127416","18.5323312410791","18.2121110662933","17.1879279088965","18.7163096410289","16.4147678312697","20.2889264746181","19.39566464788","18.7854737546118","18.3819625025702","18.5587916548451","15.7045501329192","19.8376895056756","19.4861367545202","20.2517443723384","20.3725148101322","19.1235919441617","18.8998187752858","18.6209596389193","19.8210759227809","19.4339360623472","19.5809859915756","18.7310472936116","18.4358882580534","""""","""""","""""","""""","""""",""""""
