"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66"
27,"ABL2","hsa-let-7c-5p","hsa-mir-27b-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-27b-3p","hsa-let-7c-5p",27,15.2583586487454,15.2260076083448,"15.8538845986111","15.5848191812283","17.1180767417111","15.8719874320834","16.4038029912907","16.4997584786508","17.7728999071814","15.9395691909949","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27,"ABL2","hsa-mir-27b-3p","hsa-mir-26a-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-26a-5p","hsa-mir-27b-3p",27,15.2583586487454,17.2343447692585,"15.6095395805267","16.8765005810202","15.8538845986111","15.5848191812283","17.8608597170796","15.1854843083731","16.889877722948","15.9395691909949","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27,"ABL2","hsa-mir-29b-2-5p","hsa-mir-139-5p",0.004,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29673587'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-139-5p","hsa-mir-29b-2-5p",27,16.4117540557405,17.1041914345865,"15.3734992862308","16.0602494910387","16.4317089081708","15.7256776447823","16.5223411896928","15.3985785964115","14.9497308373108","15.6095395805267","15.8060022805044","17.3322464199014","15.585767647199","15.4644571333208","15.6910701387621","16.2438105583277","16.6072462221119","15.8488102117159","17.3126835993462","17.0930831123076","15.6752282323328","15.2574840715852","15.3215766442077","16.889877722948","17.5187251228376","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-185-5p","hsa-mir-195-5p",0.0055,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-195-5p","hsa-mir-185-5p",92,16.0734113334833,15.5578739485748,"15.1778388655873","15.2768003366538","16.5652711139231","15.2626545540127","15.438826246124","15.1585685876984","13.5332483463613","15.3030556131835","15.1297784581383","15.8626654076757","15.9815671974671","15.533265740097","15.0037228917964","15.2812479920608","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-195-5p","hsa-mir-590-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-590-3p","hsa-mir-195-5p",92,16.1962101594181,15.2636089965689,"16.2161938267272","15.2768003366538","15.438826246124","15.1585685876984","13.5332483463613","15.3030556131835","15.8626654076757","15.9815671974671","15.6707077392939","15.3425146522552","15.7807321303312","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-19b-1-5p","hsa-mir-195-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-195-5p","hsa-mir-19b-1-5p",92,15.6275854718304,16.1962101594181,"15.5578739485748","15.1778388655873","15.2626545540127","15.438826246124","16.173995767046","14.7817684868517","15.6432066679552","15.1447702753892","15.1585685876984","13.5332483463613","15.3573626756728","15.3030556131835","14.4136767830906","15.6707077392939","15.2812479920608","13.7607111920368","15.3425146522552","15.7807321303312","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-497-5p","hsa-mir-590-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase","tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-590-3p","hsa-mir-497-5p",92,16.1962101594181,15.2636089965689,"16.2161938267272","15.2768003366538","16.050752492272","15.438826246124","16.7053979975319","15.6688031135414","15.1585685876984","13.5332483463613","15.3030556131835","15.237808531897","15.8626654076757","15.9815671974671","15.5450791761665","15.6707077392939","15.3425146522552","15.7807321303312","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-let-7a-3p","hsa-mir-625-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.990346422106494,-0.00333519161091519,"hsa-mir-625-3p","hsa-let-7a-3p",93,13.6901135013296,12.8819920760284,"12.9743136977549","13.9805909358482","12.3922310103203","12.0984950664428","13.8657685823136","13.3867326889892","12.9782629411601","14.4524538224614","12.4895559474007","12.3737353880114","15.1665013485388","12.5566814954121","14.2476981179518","13.6202650662","12.7764493905089","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-129-5p","hsa-mir-625-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.990346422106494,-0.00333519161091519,"hsa-mir-625-3p","hsa-mir-129-5p",93,13.2073779589227,13.2150526498269,"12.3767649321375","13.7480226741554","12.5928802789706","13.3072237889861","12.9743136977549","12.8112181714983","12.3922310103203","12.534593851695","14.2294302075405","14.8302033476089","15.0597214287491","12.4895559474007","13.0482237985644","15.1665013485388","12.8723187606014","12.7764493905089","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-942-5p","hsa-let-7f-1-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.990346422106494,-0.00333519161091519,"hsa-let-7f-1-3p","hsa-mir-942-5p",93,13.5092325919722,13.7957116242885,"15.0278993644802","12.2626401783008","12.0002315407637","13.6939562554591","12.3711173321472","13.2650701204319","12.5928802789706","12.8084226008899","12.9743136977549","12.0705741753996","13.0672521332882","13.9805909358482","13.9238964048406","13.3667743791885","13.3867326889892","12.534593851695","12.9905565847135","12.3737353880114","13.8273884100065","13.5760587655464","12.5566814954121","14.265157044104","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
