"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66"
27,"ABL2","hsa-let-7c-5p","hsa-mir-27b-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-27b-3p","hsa-let-7c-5p",27,17.2095926378938,17.8823161928216,"16.7182475821159","17.4838995245415","17.5602438025737","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27,"ABL2","hsa-mir-27b-3p","hsa-mir-26a-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-26a-5p","hsa-mir-27b-3p",27,15.9092359767497,17.8823161928216,"16.7182475821159","17.770012396755","17.0868059877514","16.427371395025","17.7323406348816","17.5602438025737","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27,"ABL2","hsa-mir-29b-2-5p","hsa-mir-139-5p",0.004,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29673587'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.736427411757629,0.0863245612183809,"hsa-mir-139-5p","hsa-mir-29b-2-5p",27,17.3736993762699,16.2061063558125,"17.3505318497404","17.2343447692585","15.682292846357","16.0245191238255","15.4249858510506","15.2237915732918","16.9249731931843","17.0749069700378","16.2794180355004","17.0621899102282","16.8894398895761","16.4543186436293","17.4308492640292","16.4997584786508","17.0257281832645","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-185-5p","hsa-mir-195-5p",0.0055,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-195-5p","hsa-mir-185-5p",92,16.0379327639765,18.0057798724823,"15.9477742080088","17.0910352071658","16.4671508743422","17.0932342268475","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-195-5p","hsa-mir-590-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-590-3p","hsa-mir-195-5p",92,14.9507098212166,15.9101081978269,"16.7678591154744","15.955314115806","16.7668498283451","16.9443451117586","17.0910352071658","17.4607255833201","17.4511592372055","17.51134428311","17.0932342268475","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-19b-1-5p","hsa-mir-195-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-195-5p","hsa-mir-19b-1-5p",92,16.1476451756378,15.9101081978269,"16.7678591154744","15.955314115806","16.7668498283451","16.0379327639765","15.9477742080088","17.0910352071658","16.4113095842944","14.7530768214112","17.5423569695199","17.0932342268475","17.36352483751","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92,"ACVR2A","hsa-mir-497-5p","hsa-mir-590-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25024164'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>","mirtarbase","tarbase",0.882279537066363,-0.0377122903501757,"hsa-mir-590-3p","hsa-mir-497-5p",92,15.3901370685617,14.9507098212166,"16.7678591154744","16.7668498283451","16.9443451117586","17.0910352071658","15.9915117133484","15.5623354985153","17.4607255833201","17.4511592372055","17.0932342268475","15.9204710342373","15.0509409168763","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-let-7a-3p","hsa-mir-625-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.990346422106494,-0.00333519161091519,"hsa-mir-625-3p","hsa-let-7a-3p",93,14.117029193147,14.1428268783336,"12.9620632015794","12.7379646354868","15.3164306502703","14.3985041961785","14.4044359110514","13.6923783530021","14.5668596653777","14.3713163445689","14.1921634883733","13.6961042049783","13.8408596050594","14.8478799140428","12.9776876436403","14.0035374601075","13.394960703771","13.7287121250803","14.1903118942997","10.9129872706628","14.3075363044935","13.976645137757","14.4391641434058","13.7039920831408","14.1616338492855","13.9646623757636","13.6778472351527","13.8747833397089","13.136563965189","14.3169226227256","14.3027794985035","14.8954603812456","14.7295179286872","14.1483599117337","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-129-5p","hsa-mir-625-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.990346422106494,-0.00333519161091519,"hsa-mir-625-3p","hsa-mir-129-5p",93,14.117029193147,14.1428268783336,"12.9620632015794","14.3985041961785","14.4044359110514","14.3713163445689","14.1921634883733","13.8408596050594","13.7287121250803","14.1903118942997","13.25916154231","14.4391641434058","13.8747833397089","14.3169226227256","13.8052931273691","14.3027794985035","14.1483599117337","12.8118322907823","13.9962986226674","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-942-5p","hsa-let-7f-1-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.990346422106494,-0.00333519161091519,"hsa-let-7f-1-3p","hsa-mir-942-5p",93,14.1428268783336,14.4048208089926,"14.4044359110514","13.6923783530021","14.5668596653777","14.1921634883733","13.6961042049783","14.8478799140428","12.9776876436403","14.0035374601075","13.4870552314503","13.394960703771","13.7287121250803","14.1903118942997","13.5277214817131","14.3075363044935","14.4391641434058","15.7738766849177","12.9278660509817","14.9142738803012","12.5614033672074","14.234964973195","13.8961812757422","13.9694600678719","16.8272229751299","14.8954603812456","14.7295179286872","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
