"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69"
518,"ATP5MC3","hsa-mir-409-3p","hsa-mir-424-5p",0.004,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24591819'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/29151939'>PubMedLink</a>",NA,"mirtarbase","mirtarbase tarbase","hsa-mir-424-5p","hsa-mir-409-3p",518,18.950851569052,18.3060035645842,19.2936081139972,"21.6331335596138","19.0267875519596","18.4762107850459","19.8252670705797","20.4327320659989","18.9931488945497","20.4713639382399","19.2488865933403","17.5895803626699","18.7247849522857","18.5947722505842","19.2395189513854","20.0038935808475","19.0288572551571","18.5886945478132","18.7915959648765","18.395704455813","18.6796461739382","19.7804019334293","19.6203627774326","19.3129880600469","19.3586882545104","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
595,"CCND1","hsa-mir-338-3p","hsa-mir-17-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26500892'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/10329035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10584879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11395387'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15297421'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15505422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15505422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15545188'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23907459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24018808'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24858206'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28521400'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28598010'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30205383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30409964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30414739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8607831'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9038263'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9790790'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase","hsa-mir-17-5p","hsa-mir-338-3p",595,20.7612324101415,18.5095338280811,16.7552598403115,"21.5818550963223","19.0796904209367","19.0667457577937","18.8089146084411","18.6351045211772","17.8197041644703","18.5007091168175","17.5074603752173","18.5889433852008","18.3459558151962","20.1459450970676","16.7167611509725","18.6017321036917","19.5346467406695","19.2674280029244","18.5524575676297","19.7985437914163","19.3804043604405","18.3434834333193","19.011171308076","18.4263520895799","22.0051025808235","17.8289013573238","15.5382701204845","20.7392513520384","20.67736210867","19.0310098599097","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
773,"CACNA1A","hsa-mir-605-5p","hsa-mir-221-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-221-5p","hsa-mir-605-5p",773,15.0301331645432,13.2559781766362,14.178251453804,"16.1087884385324","12.9121986795801","15.9587101495597","13.1750515897839","15.0802563074289","15.3126167801606","13.7737573062266","14.0916412799252","12.5453456807877","13.6886983945248","10.724971876276","14.5116621260006","13.6514435571429","14.1587843007355","15.0251925914576","13.9500441089588","14.0879912785969","14.0665244753406","13.7328359289934","16.3778601727908","15.1103447663053","13.6557118366709","14.3882425137617","13.6002155580282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
800,"CALD1","hsa-mir-17-5p","hsa-mir-98-5p",0.004,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26500892'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-98-5p","hsa-mir-17-5p",800,18.5882387709967,18.5993721605914,19.0331798559583,"19.0104409016689","19.2296072384236","19.4523514547374","18.7195033034111","17.613876590571","17.5065004599259","17.8171708453727","18.8031008776925","19.2747260662132","17.895250033918","17.9959834989768","19.501089895318","17.5160322529943","20.8182567261716","17.9953001148467","17.8959292923877","19.2675331701309","19.0842020319622","18.8385095073218","17.4279820166727","19.1269179372387","19.2528713310905","18.0446896369439","19.4717257741948","19.6805552964245","18.5313247032751","17.9562773179316","18.0979582822566","17.6465395302","17.6984615763467","19.5998484713965","18.1080446377715","18.3586436610009","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
857,"CAV1","hsa-mir-194-5p","hsa-mir-20a-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11032026'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11032026'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11696424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11696424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11863219'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11863219'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26503358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30487062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31228941'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase","hsa-mir-20a-5p","hsa-mir-194-5p",857,17.0727196732707,17.333208978907,17.432446191407,"16.5246925078919","18.2269981563581","17.1778539951545","18.2539030679691","17.1212181521431","16.4979474862933","17.7299228162271","17.288037833143","16.9885987924972","17.9429143119403","17.5974396241131","16.5997984534465","18.0489978168102","18.3821517727759","17.5148436657569","16.9365503692644","17.1391589307465","16.9216606170919","15.9359065330615","17.8492529515512","17.4569450038641","17.8509354780697","17.4593863007597","16.2626539642843","16.8445899922051","17.54789812124","17.3122146938038","18.5003174354573","16.6578035294477","14.4299834305652","16.2404458250729","17.0588740048353","16.3462469073171","17.8053729431902","18.4587830307053","19.6830176796505","16.5637781545655","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-10a-5p","hsa-mir-106a-5p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17270028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18281541'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30205383'>PubMedLink</a>","tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-10a-5p",894,14.4817153156221,16.9141506121965,15.149603973013,"15.2193942842679","15.0334537048509","15.5800278107791","14.9949176209411","14.6159356636985","13.1380572895305","14.9126758630802","15.5382147372469","14.4014530191319","16.8878467470252","15.0156574284237","16.3722181973249","17.2295612016516","17.255948280091","15.252591503662","17.8192780778265","14.7789228971","16.0317552960863","14.6848649793281","15.2317467323341","20.3330344685659","14.5713381070409","16.0683900681672","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-200a-3p","hsa-mir-378a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17270028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18281541'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30205383'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-378a-5p","hsa-mir-200a-3p",894,15.6736225891113,14.9949176209411,17.000514180394,"16.525914102098","14.4951134245603","16.6298361579192","14.4014530191319","15.4301328498435","16.3722181973249","16.5324639163712","15.252591503662","15.3309047353009","16.6251645518682","14.6156879155099","18.7509743306068","15.0234186339727","14.9192103614006","14.7482722936665","20.5393477540523","15.0901359768455","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
990,"CDC6","hsa-mir-142-3p","hsa-mir-204-5p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29904404'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27035425'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-204-5p","hsa-mir-142-3p",990,15.1777737460982,15.7006735568204,14.8391377760978,"15.2423284199316","14.831951431711","16.8110561443638","16.0246158911391","15.6086772337729","15.9414304965483","16.0282097492576","16.2852217089557","16.6512378670131","15.5811340873303","15.8833525156962","16.1535631478665","15.3038684122396","15.1211702476839","15.611596335051","14.0419739562578","15.5515526334446","16.5563183806331","14.8363669055235","16.1299260524184","15.5767652931534","16.5065017433166","15.7985414459743","15.4721662403325","14.8575630889875","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-378a-3p","hsa-let-7f-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28778953'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-let-7f-5p","hsa-mir-378a-3p",1021,15.7895181219976,13.1735701974463,16.3895588820684,"16.8414834887464","14.158707787779","12.993909629846","15.3829184332466","14.134763551955","14.8938703270008","13.307543139399","15.6817371631189","13.0220917066495","15.9729687406637","14.9160319596444","13.6527823016963","16.0942713341117","15.2483817657885","15.6382163111193","14.2749140750527","13.0749629315639","15.9183241365714","17.5037909714721","15.6045107818757","14.2654883632079","14.928888945622","14.8280627973972","15.1733619802","15.3701566563231","14.5727874372649","12.5381345581268","16.1221702031716","16.0041040568919","12.9805787364351","14.4570881743803","14.7339375087812","15.182167523831","15.8149565043438","16.6610150925082","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-378a-3p","hsa-mir-200a-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28778953'>PubMedLink</a>","mirtarbase tarbase","mirtarbase","hsa-mir-200a-3p","hsa-mir-378a-3p",1021,14.2363722730551,17.2941607911648,16.19149958615,"13.1735701974463","14.5371340105924","12.5220192791059","14.158707787779","14.134763551955","13.307543139399","15.5946952546318","13.0220917066495","14.9160319596444","13.6527823016963","14.4628773505362","16.0942713341117","17.3496309868453","14.5951652483451","14.5727874372649","12.5381345581268","16.1221702031716","16.0041040568919","14.7339375087812","15.182167523831","15.8149565043438","16.6610150925082","17.121315134472","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
