"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51"
999,"CDH1","hsa-mir-34c-5p","hsa-mir-629-3p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11568972'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18195710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19641369'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20553257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28802251'>PubMedLink</a>","mirtarbase","tarbase",0.329465035976838,0.15863077529598,1.29193975478257e-05,0.601301751680986,0.00084240966890289,-0.136294409383365,"hsa-mir-629-3p","hsa-mir-34c-5p",999,18.4884021332351,10.1112390119186,17.2208359709737,17.774567970687,"17.5347154316837","16.9329667103613","11.852240707906","18.4404953256185","18.3800055924479","19.2370679823649","19.3642001518903","18.1996914559241","18.2710987472793","18.4150985510356","19.1931409944072","16.4457022558227","12.7381968466312","15.1897486536385","17.3043303422668","17.4090142163956","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2591,"GALNT3","hsa-mir-340-5p","hsa-mir-629-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23799843'>PubMedLink</a>","mirtarbase","tarbase",0.00010043065094235,0.397649161187248,1.29193975478257e-05,0.601301751680986,2.79046969342611e-10,-0.282440927665956,"hsa-mir-629-3p","hsa-mir-340-5p",2591,14.259497072813,13.5378150941914,15.4606865931983,14.9729441313871,"15.6900430488521","13.817605119592","14.145105206864","12.6107235392279","14.8605800667845","11.966730673949","11.9489720438989","10.3914223142534","13.3747746299619","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2824,"GPM6B","hsa-mir-146a-5p","hsa-mir-629-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0026377882342123,0.245289169618246,1.29193975478257e-05,0.601301751680986,7.25546318711349e-07,-0.228223210383632,"hsa-mir-629-3p","hsa-mir-146a-5p",2824,13.8823155533439,13.7522946255861,13.8721317977521,12.0663969274477,"12.1766303182618","12.2195213458108","11.4896760533946","14.9043992740297","13.7093602420937","12.9300808817566","14.0549629895486","13.0293989521992","11.1798175989313","13.0283981787845","13.719867727281","15.6449920875214","11.1582020328996","11.307572906751","12.8774718879633","12.9508833701422","12.430062987152","11.4629414040908","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-340-5p","hsa-mir-224-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17952403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19509240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23548153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30701095'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31126198'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.00010043065094235,0.397649161187248,1.03153453433243e-21,1.03375480318174,0.468172386437174,-0.0309684266284873,"hsa-mir-224-5p","hsa-mir-340-5p",3480,16.5208220450565,18.0973338351668,15.0497422874323,16.7893431410948,"16.6433752397479","15.0591729032743","17.1258866690822","16.389287864098","16.0215662296091","16.1240713299669","17.410685676721","17.3183847958012","18.2507955721882","16.9463611290157","16.0005899187519","16.7652849742728","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-452-5p","hsa-mir-340-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30419914'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17952403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19509240'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23548153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30701095'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31126198'>PubMedLink</a>","tarbase","mirtarbase tarbase",1.76601226675337e-10,0.564589603227695,0.00010043065094235,0.397649161187248,0.468172386437174,-0.0309684266284873,"hsa-mir-340-5p","hsa-mir-452-5p",3480,18.5565618468534,15.0497422874323,16.7893431410948,17.3497564113277,"16.6433752397479","15.0591729032743","17.3754288178059","17.1258866690822","18.6290850108441","16.9759253043653","18.3684952811362","16.793218958061","16.389287864098","16.0215662296091","17.410685676721","17.3183847958012","16.8716454496883","18.2507955721882","16.9463611290157","16.0005899187519","16.7652849742728","16.4016993327183","17.3795808042432","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3486,"IGFBP3","hsa-mir-511-5p","hsa-mir-26a-1-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15086466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15661050'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15661050'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15753986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1716700'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21314884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27038904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27976731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28484923'>PubMedLink</a>","tarbase","tarbase",0.669884894195626,-0.047763344265251,2.36252264709917e-09,-0.694703548599148,5.580182563111e-09,0.229057591571759,"hsa-mir-26a-1-3p","hsa-mir-511-5p",3486,23.6019975536837,22.4807982074516,21.6199770269422,22.1883371988528,"20.0254135219833","22.0065288735877","23.6302574230202","22.6843153067129","22.4501227144999","21.3103884089041","19.6252278054862","21.9425954350967","22.4012598418561","23.7742629831007","22.816466115427","25.6141877139883","22.788050277526","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3491,"CCN1","hsa-mir-155-5p","hsa-mir-616-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18212329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18212329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23744557'>PubMedLink</a>","mirtarbase tarbase","tarbase",5.40542274160442e-18,0.638657700761372,0.00327882754865852,0.553881989041478,0.298194301065796,-0.0406047140880759,"hsa-mir-616-3p","hsa-mir-155-5p",3491,20.6674004952318,18.1156588216026,20.3320844357897,21.8789145470723,"19.1896104387662","20.036052375321","21.6175528246708","20.6930621740261","20.3090948555537","19.4321247240078","19.0910238150845","18.8703115510564","22.8030228420275","19.4199976034148","20.696219613704","22.0286592496475","23.0343632126601","19.7269938484638","22.1482011493903","23.3368487580149","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3708,"ITPR1","hsa-mir-340-5p","hsa-mir-589-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25297632'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.00010043065094235,0.397649161187248,0.995964694941145,0.00073571877458258,0.0680559428978242,-0.0787927037673592,"hsa-mir-589-3p","hsa-mir-340-5p",3708,16.5401078574497,16.8633069746764,17.3024564917721,13.8063736659971,"16.2695325153318","16.4478358821696","17.3469446204493","16.7602245020563","17.0041304364347","17.1736904741741","15.6741015606609","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3949,"LDLR","hsa-mir-204-5p","hsa-mir-150-5p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>","tarbase","tarbase",9.29127013204704e-06,-0.286940414076031,0.0170689907095438,0.162113081263818,0.00161370344193733,-0.140726335182564,"hsa-mir-150-5p","hsa-mir-204-5p",3949,16.1467832675567,14.2287284933279,14.8038492452208,13.6111171807371,"15.0316767406772","13.7829297928899","14.1410490150635","16.8670875804516","15.6750629322016","14.867062100511","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3949,"LDLR","hsa-mir-223-5p","hsa-mir-452-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>","mirtarbase","tarbase",0.00010213061535366,0.535203826816748,4.19401333484046e-11,0.966225486657634,0.00161370344193733,-0.140726335182564,"hsa-mir-452-3p","hsa-mir-223-5p",3949,14.3539739428971,14.6459025759698,16.8832578893215,13.2005472367103,"13.2287229273298","15.4662353465572","15.2875208968869","12.7233462133196","14.6017184087667","15.2598441635302","14.7608412922079","15.3286893434822","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4286,"MITF","hsa-mir-340-5p","hsa-mir-155-5p",0.008,TRUE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/12837690'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19496784'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22012259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23038766'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23167872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24290354'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24735727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24899691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24899691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26650189'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26999813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28787086'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28840857'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28840857'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29148086'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29148086'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30116909'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30622287'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30707172'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30908700'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31034483'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31034483'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31326218'>PubMedLink</a>","mirtarbase","mirtarbase",0.00010043065094235,0.397649161187248,5.40542274160442e-18,0.638657700761372,0.216940631607309,-0.0529094251215756,"hsa-mir-155-5p","hsa-mir-340-5p",4286,16.6605535747906,17.0729430466023,17.101431845561,18.2129357171248,"17.574882232627","17.2031877383753","16.0625314787819","15.8049949333662","15.9608233637549","16.0959436529741","15.8852402684536","17.1352962257169","17.0990034570941","16.9131745514523","16.6832904468373","16.6739034675832","17.8611299732657","17.0902835326089","16.7030789995473","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5069,"PAPPA","hsa-mir-100-5p","hsa-mir-452-5p",0.009,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30419914'>PubMedLink</a>",NA,"tarbase","tarbase",0.960172410794639,-0.00281405365908129,1.76601226675337e-10,0.564589603227695,7.04450485880734e-16,-0.374029563786147,"hsa-mir-452-5p","hsa-mir-100-5p",5069,10.8865251592095,13.0546937878041,11.989684138478,11.8204088014935,"11.7518005187806","12.7926554066891","13.3102720560084","12.3376924695719","13.5037133707648","13.812484204805","11.1714982359308","12.5271596571539","13.7203240193413","13.332344932387","12.8160158360075","13.6620677146985","17.5936926802882","11.6802805952235","10.8375525723746","10.4178943472786","13.6102734733473","10.1629122210203","12.534103725134","10.0058379635232","10.9799738040693","11.1803368801355","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7552,"ZNF711","hsa-mir-141-5p","hsa-mir-450b-5p",0.008,TRUE,NA,NA,NA,"tarbase","tarbase",2.87329165110764e-68,-2.10865169424516,0.230247467163856,0.106757821081092,0.268005406772526,-0.0502572980454478,"hsa-mir-450b-5p","hsa-mir-141-5p",7552,16.0459043614139,13.8612275786185,12.2197853290585,14.8856622258849,"14.8343110681986","15.3821047312498","13.1965905744421","12.7722524132171","15.5531632038788","15.3226649447634","10.6145991542261","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
