"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74"
290,"ANPEP","hsa-mir-141-5p","hsa-mir-145-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18216146'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26509904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>","tarbase","tarbase",3.82266077489322e-30,-1.7549023698368,7.97890569972628e-08,-0.43765675268901,0.932138614510161,-0.00500769914110022,"hsa-mir-145-5p","hsa-mir-141-5p",290,22.2514351802259,22.7851464932933,20.8244586067907,"20.9823467559515","22.7944205434773","22.0857896388192","20.7011919485383","22.4779940795843","19.0032948216647","20.3906007294782","16.3299728401178","14.8273933433259","18.7820965827581","20.8457400076604","19.9149926944633","24.1310904888687","19.6711102084746","21.2768837620495","19.7355389951607","22.4851565657198","20.0141906597335","22.7611990905531","24.4685522735713","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
330,"BIRC3","hsa-mir-196b-5p","hsa-mir-589-3p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17154176'>PubMedLink</a>","tarbase","tarbase",0.035991784269581,0.182442260329986,0.00361466771125294,0.665126829413091,0.30227743378897,0.0675040022250446,"hsa-mir-589-3p","hsa-mir-196b-5p",330,17.4623186153221,17.6369221756489,15.9190007141473,"16.6669638599754","18.6152511249527","16.8544226024611","15.9660215731345","18.9686882900612","17.1725692693327","19.0182540617918","19.4843227973897","19.2819503252223","16.3730802647951","22.035117057903","20.5607172575057","14.8845045934214","18.7250042216047","18.5267457360364","18.4846211580911","18.4919985887642","19.0755606114645","14.7660261831676","19.1938127985061","15.1490585565509","19.2271245402142","17.5868186619221","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
351,"APP","hsa-mir-570-3p","hsa-mir-135a-5p",0.004,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>",NA,"tarbase","tarbase",0.789739638370259,-0.07563018101041,1.35132327097797e-09,-0.831878230559742,0.642117859404563,-0.0260624989811698,"hsa-mir-135a-5p","hsa-mir-570-3p",351,22.2761668644691,23.3698929206345,23.1788900117175,"23.2426128581187","23.2028646081214","23.6067652403731","23.15091871505","23.2701682160702","22.8489691146437","23.3988086833823","23.0955028655443","22.9818312519826","24.0071739419173","20.7437861145029","22.8051535549421","21.381993653019","22.5275860275992","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
710,"SERPING1","hsa-mir-23b-5p","hsa-mir-23a-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00913578672128816,-0.615577684733964,0.770254711938149,-0.0635156715733736,0.93127123666305,0.00501102559644953,"hsa-mir-23a-5p","hsa-mir-23b-5p",710,22.4003818467627,22.570059776752,21.1720043544835,"22.3471134693777","22.4813022699599","17.2884947524087","18.6229391923344","23.9007451469051","22.7503030776144","22.7030427555058","23.051745245751","22.9712348872229","22.5174956897518","22.6316220269366","22.5548849761822","22.0483873746214","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
875,"CBS","hsa-mir-214-5p","hsa-mir-940",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>","mirtarbase tarbase","tarbase",2.74824756336189e-15,-1.18240940474083,0.984638316391683,-0.00391844380424038,0.53656931649029,0.0522067955937023,"hsa-mir-940","hsa-mir-214-5p",875,12.7044616902004,11.2688231765419,12.8175408238759,"12.5499936373938","6.68894325630854","11.6400982574008","12.2416986940906","11.510919251603","6.79234497747786","10.6166958396369","11.7402871581398","12.9084782510273","10.9555174746854","13.5337916357612","12.5590074485847","12.1481066664926","7.88436172296642","10.151206007733","11.7158437337817","10.6105532381191","11.3362566276989","9.56647481059579","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
875,"CBS","hsa-mir-940","hsa-mir-16-2-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>","tarbase","mirtarbase",0.984638316391683,-0.00391844380424038,0.485781791682188,0.121018700385268,0.53656931649029,0.0522067955937023,"hsa-mir-16-2-3p","hsa-mir-940",875,11.3450863781177,11.2688231765419,13.0416287177105,"13.1438869142755","12.5499936373938","10.1395795713018","6.68894325630854","11.4404276800247","11.1247745479946","11.2415756503318","11.510919251603","10.6391521648632","11.66728085391","12.0173945316656","11.7402871581398","13.0135401066511","13.5337916357612","12.5590074485847","9.95472771185431","10.5762114702201","10.7157638985554","7.88436172296642","10.5940349655252","9.38834967312988","11.5472284203367","8.87400713687808","13.9723726783468","9.59758470021544","10.6105532381191","11.3362566276989","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-3065-5p","hsa-mir-382-5p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase",2.67860038565641e-10,-1.20209516216774,4.72056402017537e-05,-0.708075271296676,0.0053441127331017,0.179787223031248,"hsa-mir-382-5p","hsa-mir-3065-5p",894,19.127225278249,18.6422998424742,18.9450275514868,"20.3881866836986","20.2168517345417","19.8592391946407","19.348108743574","19.5363570299079","19.2987025570142","18.3302297479656","19.3916022799224","18.6848870607013","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-382-5p","hsa-mir-937-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","mirtarbase","tarbase",4.72056402017537e-05,-0.708075271296676,0.0183467109571414,0.662479768266561,0.0053441127331017,0.179787223031248,"hsa-mir-937-3p","hsa-mir-382-5p",894,19.9456289135761,19.0614404150025,14.409566174627,"18.7481831519673","18.8739407108951","19.2946108984226","13.7601337057175","17.0966541937356","20.2944907329281","18.9252658955106","16.7566138152907","19.4307660254035","19.348108743574","19.2694347275393","19.1641457455285","20.010566339593","19.2987025570142","19.3496993334503","19.3916022799224","19.5967060677861","19.4315999147135","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-450b-5p","hsa-mir-195-5p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28969047'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0221033111695627,-0.293247955485073,1.02200829748098e-08,-0.6627503859451,0.0053441127331017,0.179787223031248,"hsa-mir-195-5p","hsa-mir-450b-5p",894,20.3984063792323,19.127225278249,18.5880703064681,"19.568076276178","19.2899455707638","15.115353625619","18.9450275514868","19.4011414200947","19.5612286153473","20.2944907329281","18.0591035726339","20.0997537704983","18.7964331325598","18.5643407332885","19.4307660254035","19.9064497902256","20.290123374574","19.0025813002718","19.5907119719683","14.799051975727","19.5363570299079","19.5861709840086","19.1740885042214","19.2166871884191","19.0311174435309","19.3496993334503","19.1633886378279","17.9377562810221","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-450b-5p","hsa-mir-497-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0221033111695627,-0.293247955485073,1.25737395343195e-05,-0.554797074996022,0.0053441127331017,0.179787223031248,"hsa-mir-497-5p","hsa-mir-450b-5p",894,20.3984063792323,19.568076276178,18.9450275514868,"19.3686468483854","19.4011414200947","19.5612286153473","20.2944907329281","16.8163778504519","20.0997537704983","18.7964331325598","19.4307660254035","19.9064497902256","20.290123374574","19.5907119719683","19.5363570299079","19.1740885042214","19.4410199454117","19.0311174435309","19.3496993334503","19.1633886378279","19.7796526298652","17.9377562810221","19.1572046509893","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
