"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93","_c94","_c95","_c96","_c97","_c98","_c99","_c100","_c101","_c102"
104,"ADARB1","hsa-mir-181b-5p","hsa-mir-20a-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.500206300016458,0.0917881302785325,0.100053495917755,0.224887614264827,0.0518655489263771,-0.160105654354453,"hsa-mir-20a-5p","hsa-mir-181b-5p",104,14.6411496422525,15.7318902389732,13.8688487412268,"15.5497153856612","14.7455514794232","15.3517796070119","14.1482955125486","15.4968867657899","15.8078829197432","16.3981884448749","14.934737966328","13.148099876174","14.1450959830636","16.6549178219196","16.7954224789691","17.2927372774825","15.9799818971561","17.2588602424718","17.6071173678789","17.7287922434537","16.6197090818474","15.1269043811794","17.0509534811788","16.7896398637107","16.9266820130596","15.6106733519189","17.4451472998541","15.7581107241268","14.4147320114564","15.3027112698137","13.4038844244974","17.1902462128789","17.0945036158526","18.2194953987617","18.3437737103255","16.6107377988093","18.2813394159605","16.4120095531384","18.5718419492098","18.4167494530552","18.9634907101954","15.9796192532042","18.7707758046426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-188-3p","hsa-mir-301a-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.00326058841305416,1.42375728081802,0.00023494771297848,0.857590000535596,0.0518655489263771,-0.160105654354453,"hsa-mir-301a-3p","hsa-mir-188-3p",104,16.9929508782294,15.7318902389732,14.8766765025853,"14.934737966328","15.6012482026232","16.2339954711371","14.1450959830636","16.6549178219196","16.7954224789691","17.2927372774825","15.9799818971561","17.82523771528","17.2588602424718","15.8488612532081","16.1447089234234","14.8541722775252","17.6071173678789","16.8117638272806","16.1981485308799","17.8211922767671","15.8749844174394","17.0509534811788","16.3431379757427","12.9338920682661","15.6106733519189","17.4451472998541","15.7581107241268","16.0278293966776","15.7502886931997","18.2194953987617","18.3437737103255","14.9340742146081","17.2147273861886","14.6822206378165","18.2813394159605","15.8358352007825","18.9634907101954","16.457339025891","16.7537248019574","16.3241812756888","16.5042718251607","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-19a-3p","hsa-mir-27a-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.00013408733527926,0.752372781500315,0.0188266727449798,-0.410684490558836,0.0518655489263771,-0.160105654354453,"hsa-mir-27a-5p","hsa-mir-19a-3p",104,14.6582001613288,15.3995076075016,15.6150469288681,"15.6012482026232","15.979819707433","15.6634274645875","16.7954224789691","17.2927372774825","15.9799818971561","17.7287922434537","16.6197090818474","16.9266820130596","14.6325734459967","15.6106733519189","17.4451472998541","16.5397721751589","15.7502886931997","17.1902462128789","14.5206223106938","18.2194953987617","18.3437737103255","15.1236804687114","18.5718419492098","18.4167494530552","16.3241812756888","16.5042718251607","18.7707758046426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-20a-5p","hsa-mir-21-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.100053495917755,0.224887614264827,0.395602980752267,-0.0955857110219041,0.0518655489263771,-0.160105654354453,"hsa-mir-21-3p","hsa-mir-20a-5p",104,14.6582001613288,13.8688487412268,13.8978274785371,"14.2459621094642","14.934737966328","14.4982230637429","15.7311507943819","15.6012482026232","15.979819707433","16.7954224789691","17.2927372774825","15.9799818971561","17.82523771528","14.8541722775252","17.7287922434537","16.6197090818474","15.8749844174394","16.9266820130596","15.6106733519189","16.0278293966776","15.7502886931997","17.1902462128789","18.2194953987617","18.3437737103255","16.6107377988093","18.2813394159605","16.4120095531384","18.5718419492098","18.4167494530552","18.9634907101954","16.7537248019574","16.5042718251607","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-3065-3p","hsa-mir-19a-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase",0.0808000604353229,0.326357241476501,0.00013408733527926,0.752372781500315,0.0518655489263771,-0.160105654354453,"hsa-mir-19a-3p","hsa-mir-3065-3p",104,16.3127575511598,13.6693385075386,15.4968867657899,"14.3666678166489","14.2459621094642","14.4982230637429","15.6012482026232","14.0806275698724","15.9428103176392","17.2927372774825","17.82523771528","17.6071173678789","17.7287922434537","16.6197090818474","15.8749844174394","17.0509534811788","15.7711584846289","17.4451472998541","14.0659176940903","17.1902462128789","18.2194953987617","18.3437737103255","18.4167494530552","18.9634907101954","18.7707758046426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-625-5p","hsa-mir-19a-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.099815236669057,0.526686399962469,0.00013408733527926,0.752372781500315,0.0518655489263771,-0.160105654354453,"hsa-mir-19a-3p","hsa-mir-625-5p",104,15.4362116066323,16.3487071617816,14.7078558286401,"15.3517796070119","15.4968867657899","14.934737966328","14.4982230637429","15.7311507943819","14.0806275698724","16.6549178219196","15.6634274645875","16.7954224789691","17.2927372774825","15.9799818971561","14.815827441699","15.9267001192705","16.8117638272806","17.7287922434537","16.6197090818474","15.8749844174394","17.0066390035588","16.9266820130596","15.5482444918783","17.4451472998541","14.4147320114564","17.1902462128789","18.2194953987617","18.3437737103255","18.5718419492098","18.4167494530552","18.9634907101954","16.7537248019574","14.6951155588448","16.3241812756888","16.5042718251607","15.6594358999583","18.7707758046426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
104,"ADARB1","hsa-mir-625-5p","hsa-mir-20a-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.099815236669057,0.526686399962469,0.100053495917755,0.224887614264827,0.0518655489263771,-0.160105654354453,"hsa-mir-20a-5p","hsa-mir-625-5p",104,13.3777047997963,15.4362116066323,14.7078558286401,"15.3517796070119","15.4968867657899","16.3981884448749","14.934737966328","14.4982230637429","15.7311507943819","16.6549178219196","15.6634274645875","16.7954224789691","17.2927372774825","15.9799818971561","16.8117638272806","15.50388973562","17.7287922434537","16.4226292237453","16.6197090818474","15.1269043811794","15.8749844174394","16.9266820130596","15.5482444918783","17.4451472998541","14.4147320114564","17.1902462128789","18.2194953987617","16.2228038016149","18.3437737103255","16.6107377988093","18.5718419492098","18.4167494530552","18.9634907101954","16.7537248019574","15.9796192532042","14.6951155588448","16.5042718251607","18.7707758046426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
182,"JAG1","hsa-mir-20a-3p","hsa-mir-138-5p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27978829'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25955824'>PubMedLink</a>","tarbase","tarbase",0.0001497424163535,0.98537089305058,0.00099420615479019,1.23217042233043,0.975845162599691,0.00237847571919038,"hsa-mir-138-5p","hsa-mir-20a-3p",182,16.7965411618105,19.0728310468659,19.1736862637725,"19.5277221739695","18.5819188893883","16.0031628199332","19.0484509096936","19.8154250947302","19.9751994277746","18.1629035023992","18.4944341839462","18.726694279619","17.9908024139878","19.1765196131398","18.5965517592284","17.4602539584432","19.8329294258332","20.5989859710521","19.7339072470993","19.3337715007753","17.2500758968507","19.8178724961401","17.7053539673421","18.8880908108237","18.1785858583195","18.7335990695571","19.0620918544723","17.731646723791","19.5763147339179","18.4703735262463","18.2276269305735","18.139700747014","18.1065004759741","18.8999514105819","18.11829521238","18.6467601478758","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
444,"ASPH","hsa-mir-145-5p","hsa-mir-362-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",3.92581846090503e-09,-0.601602054241759,0.0439348278274185,0.6157259952513,0.956516161132722,-0.00432762020216956,"hsa-mir-362-3p","hsa-mir-145-5p",444,18.8926438257837,19.1943279148086,16.3219741460788,"17.911648308417","18.9257042541522","17.8498459622259","19.9572018310144","17.4270609095412","19.005661651303","18.6940742939074","19.1937594152595","19.2255206637981","16.6115528649989","18.4853381104765","18.5438197977662","18.638199139182","21.3165464356717","18.9468637323055","18.0357492145007","17.9045360726933","18.7049311475346","17.8108218563174","20.0954626670941","18.6066389387843","19.0470932977102","17.3122522413674","19.5973665104729","19.1427040134397","18.1584772292463","18.8121193255629","18.9904407850508","19.2120790308272","18.8456250220503","17.7008894307972","17.8107649590327","18.1552048761833","18.4319662221624","18.9758574836895","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
467,"ATF3","hsa-mir-2355-5p","hsa-mir-205-5p",0.002,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30909190'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23536558'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27196751'>PubMedLink</a>","tarbase","tarbase",0.850842527018588,-0.0304003734126943,0.172488819220341,0.154692208251211,0.00170642843372733,-0.235482562699006,"hsa-mir-205-5p","hsa-mir-2355-5p",467,18.9347110633491,19.6534273523331,16.7500087437256,"16.5102183932955","16.0606872600284","17.9573648780564","20.1233508240815","19.7787376789771","18.5697072020542","16.1606280372591","19.173795928952","18.084640535929","18.365828555333","19.7348290128817","20.9390404502107","19.3537705508863","19.8617010371833","19.9506649876229","19.0345961509454","16.159935048941","15.4044992149176","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
467,"ATF3","hsa-mir-331-3p","hsa-mir-744-3p",0.003,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23536558'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27196751'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.0269082354597712,0.438675414480917,0.00081905703231803,0.780336494128379,0.00170642843372733,-0.235482562699006,"hsa-mir-744-3p","hsa-mir-331-3p",467,20.4037312788468,18.2444716523175,17.6549770271923,"17.8095583445134","18.418860523947","18.1967040600772","20.0013913646302","19.1970580536545","16.0606872600284","17.7289084665589","16.4579490037124","18.0368050202356","17.7482320505529","15.5227656605393","17.1597766138211","18.7522582770109","18.9407425286182","18.5331103259632","19.7787376789771","16.9636574431606","20.4146804659549","18.3121098566371","19.3162635432999","20.18304787191","19.6393028136681","18.5697072020542","16.1606280372591","18.5725426706223","18.9765481149352","15.2299633475253","18.536866635489","20.0072287875384","19.068724890276","19.73450160639","18.365828555333","15.3030638215215","19.7348290128817","20.9390404502107","21.5523034262465","18.9574281450172","16.1342402988933","19.3537705508863","21.1505466931159","16.9540770194034","17.9378210846932","19.4396322384874","17.8950975356324","19.1609595537258","19.2596319992103","18.5678627445789","18.2255130028587","19.9506649876229","18.4033742556472","19.0345961509454","20.3872402732201","19.9938416206405","19.039566232574","19.3616047951294","16.8280961343937","21.9971537544735","19.9610679193137","16.0056091106407","19.4734380776369","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
493,"ATP2B4","hsa-mir-625-5p","hsa-mir-193b-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.099815236669057,0.526686399962469,0.342523036963038,0.142482233243624,0.0950505203638827,-0.128792319677245,"hsa-mir-193b-3p","hsa-mir-625-5p",493,18.6988488733458,18.0605567780986,19.4605706295174,"18.0859157258061","16.4210533377004","19.1568686978282","19.9077391396068","17.5591274872051","19.4895814136535","18.2668755561236","19.3669404454618","16.6820577111102","17.5023210728574","18.7473290689149","19.5477173932773","18.5389300326905","18.4440972670138","19.5300518921059","19.1209290289423","17.6032571242827","18.4258235000841","19.4401228327728","15.0658613851496","18.2695254996","18.2119960494769","19.8515749064248","16.0944191837132","20.0351280236423","20.0532478197717","18.0233466436902","20.4767799778042","18.4523664496767","14.9565194968561","19.5672935214507","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
