"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26"
25,"ABL1","hsa-mir-149-5p","hsa-mir-576-5p",0.008,FALSE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>","mirtarbase","tarbase",0.613008891115033,0.251481597709084,0.918392652556006,-0.0504607997783398,0.94364819967131,0.0235041519861299,"hsa-mir-576-5p","hsa-mir-149-5p",25,19.7600920855419,19.9931810907127,"20.3154029278547","20.1532223013356","19.6074643143826","20.372360571784","20.9071046651971","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25,"ABL1","hsa-mir-342-3p","hsa-mir-1226-3p",0.0035,FALSE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>","mirtarbase","tarbase",0.579653624961254,-0.199637756138109,0.867234818400962,0.120230234491001,0.94364819967131,0.0235041519861299,"hsa-mir-1226-3p","hsa-mir-342-3p",25,19.7600920855419,19.9931810907127,"19.4794216045306","20.1532223013356","19.6074643143826","18.2969544644048","19.6062913615509","19.964460781207","19.4129501117768","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25,"ABL1","hsa-mir-652-3p","hsa-mir-455-3p",0.0095,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSKCM/29760567'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSKCM/34395634'>PubMedLink</a>","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>","tarbase","mirtarbase",0.676095442628447,0.18111864623682,0.830244483087025,-0.0791880488766979,0.94364819967131,0.0235041519861299,"hsa-mir-455-3p","hsa-mir-652-3p",25,20.3154029278547,20.1532223013356,"18.0742332486437","19.6062913615509","20.372360571784","19.1757468078525","18.466339586032","20.1888715098974","18.8448601213181","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27,"ABL2","hsa-mir-125b-5p","hsa-mir-409-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase",0.271945328535281,-0.341727052853642,0.816767667775654,0.117121174501057,0.815844249045197,0.0809063210864446,"hsa-mir-409-3p","hsa-mir-125b-5p",27,19.1012323971012,17.5623319793884,"18.6162922743953","18.4373744902106","17.9968104538237","17.9823447182543","17.7892634828815","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
60,"ACTB","hsa-mir-324-5p","hsa-let-7g-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.565897348207431,0.263485444101723,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003,"hsa-let-7g-3p","hsa-mir-324-5p",60,26.4778384378247,24.7300159043241,"26.5127288460342","26.2096639188677","25.1987271054746","25.5388235892283","26.3203109790201","26.3117082340399","25.745409851093","25.0310592133049","27.2242562596176","26.5417263277795","24.1625286455371","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
60,"ACTB","hsa-mir-33a-5p","hsa-mir-324-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.502357386969809,-0.392994232699471,0.565897348207431,0.263485444101723,0.910643343614204,-0.031845535609003,"hsa-mir-324-5p","hsa-mir-33a-5p",60,26.4778384378247,26.2096639188677,"25.5388235892283","26.3203109790201","26.3117082340399","25.745409851093","25.0310592133049","27.2242562596176","26.5417263277795","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
60,"ACTB","hsa-mir-34a-5p","hsa-let-7g-3p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","tarbase","tarbase",0.940925191483641,0.0277587488381643,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003,"hsa-let-7g-3p","hsa-mir-34a-5p",60,25.8190234044075,26.4778384378247,"27.2203906935552","26.3203109790201","25.745409851093","26.5417263277795","24.1625286455371","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
60,"ACTB","hsa-mir-507","hsa-let-7g-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase","tarbase",0.010667913080938,2.70827078235118,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003,"hsa-let-7g-3p","hsa-mir-507",60,26.7339955288619,24.7300159043241,"26.2096639188677","26.3203109790201","26.3117082340399","25.0310592133049","27.2242562596176","24.1625286455371","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-181d-5p","hsa-let-7a-3p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.754591315642434,-0.152825545803633,0.892869558579485,-0.0682230606720431,0.920668558517269,0.0377158579162721,"hsa-let-7a-3p","hsa-mir-181d-5p",93,15.0432714293531,14.2186168275999,"14.8768478244296","15.9008565969724","14.2072747149479","15.1238463151904","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-200b-3p","hsa-mir-335-5p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.0248115648980286,-0.912037670816545,0.274558472617775,-0.795578003101037,0.920668558517269,0.0377158579162721,"hsa-mir-335-5p","hsa-mir-200b-3p",93,15.215762180574,16.5504715321605,"16.3654440575819","14.4522112362454","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
