source,target,ModeOfRegulation,edgeType
mir-129-5p,mir-129-5p/mir-204-5p,"",direct
mir-129-5p,mir-129-5p/mir-3065-3p,"",direct
mir-129-5p,mir-129-5p/mir-204-5p,"",direct
mir-129-5p,mir-129-5p/mir-204-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-33b-5p,mir-33b-5p/mir-7-5p,"",direct
mir-642a-5p,mir-642a-5p/mir-7-5p,"",direct
mir-204-5p,mir-204-5p/mir-642a-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-133b,mir-133b/mir-7-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-129-5p,mir-129-5p/mir-153-3p,"",direct
mir-153-3p,mir-153-3p/mir-7-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-204-5p,"",direct
mir-1224-5p,mir-1224-5p/mir-139-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-139-5p,mir-139-5p/mir-7-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-204-5p,"",direct
mir-129-5p,mir-129-5p/mir-7-5p,"",direct
mir-204-5p,mir-129-5p/mir-204-5p,"",direct
mir-3065-3p,mir-129-5p/mir-3065-3p,"",direct
mir-204-5p,mir-129-5p/mir-204-5p,"",direct
mir-204-5p,mir-129-5p/mir-204-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-7-5p,mir-33b-5p/mir-7-5p,"",direct
mir-7-5p,mir-642a-5p/mir-7-5p,"",direct
mir-642a-5p,mir-204-5p/mir-642a-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-7-5p,mir-133b/mir-7-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-153-3p,mir-129-5p/mir-153-3p,"",direct
mir-7-5p,mir-153-3p/mir-7-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-204-5p,mir-135a-5p/mir-204-5p,"",direct
mir-139-5p,mir-1224-5p/mir-139-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-7-5p,mir-139-5p/mir-7-5p,"",direct
mir-204-5p,mir-135a-5p/mir-204-5p,"",direct
mir-7-5p,mir-129-5p/mir-7-5p,"",direct
mir-129-5p/mir-204-5p,SOX11_tf,"",direct
mir-129-5p/mir-3065-3p,SOX11_tf,"",direct
mir-129-5p/mir-204-5p,SOX11_tf,"",direct
mir-129-5p/mir-204-5p,SP1_tf,"",direct
mir-129-5p/mir-7-5p,SP1_tf,"",direct
mir-33b-5p/mir-7-5p,KDM5B_tf,"",direct
mir-642a-5p/mir-7-5p,KDM5B_tf,"",direct
mir-204-5p/mir-642a-5p,KDM5B_tf,"",direct
mir-129-5p/mir-7-5p,SP1_tf,"",direct
mir-133b/mir-7-5p,SP1_tf,"",direct
mir-129-5p/mir-7-5p,SP1_tf,"",direct
mir-129-5p/mir-153-3p,SOX11_tf,"",direct
mir-153-3p/mir-7-5p,SOX11_tf,"",direct
mir-129-5p/mir-7-5p,SP1_tf,"",direct
mir-129-5p/mir-7-5p,SP1_tf,"",direct
mir-135a-5p/mir-204-5p,RUNX2_tf,"",direct
mir-1224-5p/mir-139-5p,ELF3_tf,"",direct
