source,target,ModeOfRegulation,edgeType
mir-19a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-362-5p,mir-362-5p/mir-570-3p,"",direct
let-7g-3p,let-7g-3p/mir-19a-3p,"",direct
let-7g-3p,let-7g-3p/mir-33b-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-940,"",direct
mir-196b-5p,mir-196b-5p/mir-20a-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-19a-3p,"",direct
mir-196b-5p,mir-196b-5p/mir-20a-3p,"",direct
mir-514a-3p,mir-514a-3p/mir-942-5p,"",direct
mir-203a-3p,mir-203a-3p/mir-33a-3p,"",direct
mir-18a-3p,mir-18a-3p/mir-345-5p,"",direct
mir-18b-5p,mir-18b-5p/mir-19a-3p,"",direct
mir-1180-3p,mir-1180-3p/mir-1291,"",direct
mir-18b-5p,mir-18b-5p/mir-19a-3p,"",direct
mir-18b-5p,mir-18b-5p/mir-19a-3p,"",direct
mir-16-1-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-570-3p,mir-570-3p/mir-625-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-19a-3p,"",direct
mir-18b-5p,mir-18b-5p/mir-301a-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-18b-5p,"",direct
let-7g-3p,let-7g-3p/mir-19a-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-335-3p,"",direct
mir-592,mir-592/mir-940,"",direct
mir-18a-5p,mir-18a-5p/mir-429,"",direct
mir-577,mir-577/mir-625-3p,"",direct
mir-339-5p,mir-339-5p/mir-345-5p,"",direct
mir-1275,mir-1275/mir-30b-5p,"",direct
mir-33a-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-16-1-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-16-2-3p,mir-16-2-3p/mir-625-5p,"",direct
mir-30b-5p,mir-30b-5p/mir-339-5p,"",direct
mir-33a-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-33a-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-224-5p,mir-224-5p/mir-96-5p,"",direct
mir-10a-3p,mir-10a-3p/mir-203a-3p,"",direct
mir-135b-5p,mir-135b-5p/mir-589-3p,"",direct
mir-362-5p,mir-362-5p/mir-7-5p,"",direct
mir-570-3p,mir-570-3p/mir-625-3p,"",direct
let-7f-2-3p,let-7f-2-3p/mir-224-5p,"",direct
mir-301b-3p,mir-301b-3p/mir-33a-3p,"",direct
mir-33a-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-210-3p,mir-210-3p/mir-30b-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-19a-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-33b-5p,"",direct
let-7f-2-3p,let-7f-2-3p/mir-224-5p,"",direct
mir-16-1-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-301a-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-18b-5p,"",direct
mir-301a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-570-3p,mir-362-5p/mir-570-3p,"",direct
mir-19a-3p,let-7g-3p/mir-19a-3p,"",direct
mir-33b-5p,let-7g-3p/mir-33b-5p,"",direct
mir-940,mir-18a-5p/mir-940,"",direct
mir-20a-3p,mir-196b-5p/mir-20a-3p,"",direct
mir-19a-3p,mir-18a-5p/mir-19a-3p,"",direct
mir-20a-3p,mir-196b-5p/mir-20a-3p,"",direct
mir-942-5p,mir-514a-3p/mir-942-5p,"",direct
mir-33a-3p,mir-203a-3p/mir-33a-3p,"",direct
mir-345-5p,mir-18a-3p/mir-345-5p,"",direct
mir-19a-3p,mir-18b-5p/mir-19a-3p,"",direct
mir-1291,mir-1180-3p/mir-1291,"",direct
mir-19a-3p,mir-18b-5p/mir-19a-3p,"",direct
mir-19a-3p,mir-18b-5p/mir-19a-3p,"",direct
mir-570-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-625-3p,mir-570-3p/mir-625-3p,"",direct
mir-19a-3p,mir-18a-5p/mir-19a-3p,"",direct
mir-301a-3p,mir-18b-5p/mir-301a-3p,"",direct
mir-18b-5p,mir-18a-5p/mir-18b-5p,"",direct
mir-19a-3p,let-7g-3p/mir-19a-3p,"",direct
mir-335-3p,mir-19a-3p/mir-335-3p,"",direct
mir-940,mir-592/mir-940,"",direct
mir-429,mir-18a-5p/mir-429,"",direct
mir-625-3p,mir-577/mir-625-3p,"",direct
mir-345-5p,mir-339-5p/mir-345-5p,"",direct
mir-30b-5p,mir-1275/mir-30b-5p,"",direct
mir-33b-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-570-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-625-5p,mir-16-2-3p/mir-625-5p,"",direct
mir-339-5p,mir-30b-5p/mir-339-5p,"",direct
mir-33b-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-33b-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-96-5p,mir-224-5p/mir-96-5p,"",direct
mir-203a-3p,mir-10a-3p/mir-203a-3p,"",direct
mir-589-3p,mir-135b-5p/mir-589-3p,"",direct
mir-7-5p,mir-362-5p/mir-7-5p,"",direct
mir-625-3p,mir-570-3p/mir-625-3p,"",direct
mir-224-5p,let-7f-2-3p/mir-224-5p,"",direct
mir-33a-3p,mir-301b-3p/mir-33a-3p,"",direct
mir-33b-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-30b-5p,mir-210-3p/mir-30b-5p,"",direct
mir-19a-3p,mir-135b-5p/mir-19a-3p,"",direct
mir-33b-5p,mir-19a-3p/mir-33b-5p,"",direct
mir-224-5p,let-7f-2-3p/mir-224-5p,"",direct
mir-570-3p,mir-16-1-3p/mir-570-3p,"",direct
mir-301a-3p,mir-18a-5p/mir-301a-3p,"",direct
mir-301a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-18b-5p,mir-18a-5p/mir-18b-5p,"",direct
mir-19a-3p/mir-301a-3p,ESR1_tf,"",direct
mir-362-5p/mir-570-3p,TEAD1_tf,"",direct
let-7g-3p/mir-19a-3p,CREB1_tf,"",direct
let-7g-3p/mir-33b-5p,CREB1_tf,"",direct
mir-18a-5p/mir-940,HIF1A_tf,"",direct
mir-196b-5p/mir-20a-3p,POU2F2_tf,"",direct
mir-18a-5p/mir-19a-3p,HIF1A_tf,"",direct
mir-196b-5p/mir-20a-3p,STAT3_tf,"",direct
mir-514a-3p/mir-942-5p,MEIS2_tf,"",direct
mir-203a-3p/mir-33a-3p,PBX3_tf,"",direct
mir-18a-3p/mir-345-5p,IRF4_tf,"",direct
mir-18b-5p/mir-19a-3p,ESR1_tf,"",direct
mir-1180-3p/mir-1291,ETS1_tf,"",direct
mir-18b-5p/mir-19a-3p,HIF1A_tf,"",direct
mir-18b-5p/mir-19a-3p,ESR1_tf,"",direct
mir-16-1-3p/mir-570-3p,TEAD1_tf,"",direct
mir-570-3p/mir-625-3p,TEAD1_tf,"",direct
mir-18a-5p/mir-19a-3p,HIF1A_tf,"",direct
mir-18b-5p/mir-301a-3p,ESR1_tf,"",direct
mir-18a-5p/mir-18b-5p,ESR1_tf,"",direct
let-7g-3p/mir-19a-3p,CREB1_tf,"",direct
mir-19a-3p/mir-335-3p,ESR1_tf,"",direct
mir-592/mir-940,NFIC_tf,"",direct
mir-18a-5p/mir-429,HIF1A_tf,"",direct
mir-577/mir-625-3p,TEAD1_tf,"",direct
mir-339-5p/mir-345-5p,IRF4_tf,"",direct
mir-1275/mir-30b-5p,IRF4_tf,"",direct
mir-33a-5p/mir-33b-5p,IKZF1_tf,"",direct
mir-16-1-3p/mir-570-3p,TEAD1_tf,"",direct
mir-16-2-3p/mir-625-5p,AR_tf,"",direct
mir-30b-5p/mir-339-5p,IRF4_tf,"",direct
mir-33a-5p/mir-33b-5p,IKZF1_tf,"",direct
mir-33a-5p/mir-33b-5p,IKZF1_tf,"",direct
mir-224-5p/mir-96-5p,MEF2A_tf,"",direct
mir-10a-3p/mir-203a-3p,PBX3_tf,"",direct
