shared_name,name,info
mir-19a-3p,mir-19a-3p,mirna
mir-362-5p,mir-362-5p,mirna
let-7g-3p,let-7g-3p,mirna
let-7g-3p,let-7g-3p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-196b-5p,mir-196b-5p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-196b-5p,mir-196b-5p,mirna
mir-514a-3p,mir-514a-3p,mirna
mir-203a-3p,mir-203a-3p,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-1180-3p,mir-1180-3p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-16-1-3p,mir-16-1-3p,mirna
mir-570-3p,mir-570-3p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-18a-5p,mir-18a-5p,mirna
let-7g-3p,let-7g-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-592,mir-592,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-577,mir-577,mirna
mir-339-5p,mir-339-5p,mirna
mir-1275,mir-1275,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-16-1-3p,mir-16-1-3p,mirna
mir-16-2-3p,mir-16-2-3p,mirna
mir-30b-5p,mir-30b-5p,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-224-5p,mir-224-5p,mirna
mir-10a-3p,mir-10a-3p,mirna
mir-135b-5p,mir-135b-5p,mirna
mir-362-5p,mir-362-5p,mirna
mir-570-3p,mir-570-3p,mirna
let-7f-2-3p,let-7f-2-3p,mirna
mir-301b-3p,mir-301b-3p,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-210-3p,mir-210-3p,mirna
mir-135b-5p,mir-135b-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
let-7f-2-3p,let-7f-2-3p,mirna
mir-16-1-3p,mir-16-1-3p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-301a-3p,mir-301a-3p,mirna
mir-570-3p,mir-570-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-940,mir-940,mirna
mir-20a-3p,mir-20a-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-20a-3p,mir-20a-3p,mirna
mir-942-5p,mir-942-5p,mirna
mir-33a-3p,mir-33a-3p,mirna
mir-345-5p,mir-345-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-1291,mir-1291,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-570-3p,mir-570-3p,mirna
mir-625-3p,mir-625-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-301a-3p,mir-301a-3p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-335-3p,mir-335-3p,mirna
mir-940,mir-940,mirna
mir-429,mir-429,mirna
mir-625-3p,mir-625-3p,mirna
mir-345-5p,mir-345-5p,mirna
mir-30b-5p,mir-30b-5p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-570-3p,mir-570-3p,mirna
mir-625-5p,mir-625-5p,mirna
mir-339-5p,mir-339-5p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-96-5p,mir-96-5p,mirna
mir-203a-3p,mir-203a-3p,mirna
mir-589-3p,mir-589-3p,mirna
mir-7-5p,mir-7-5p,mirna
mir-625-3p,mir-625-3p,mirna
mir-224-5p,mir-224-5p,mirna
mir-33a-3p,mir-33a-3p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-30b-5p,mir-30b-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-224-5p,mir-224-5p,mirna
mir-570-3p,mir-570-3p,mirna
mir-301a-3p,mir-301a-3p,mirna
mir-301a-3p,mir-301a-3p,mirna
mir-18b-5p,mir-18b-5p,mirna
ESR1_tf,ESR1,tf
TEAD1_tf,TEAD1,tf
CREB1_tf,CREB1,tf
CREB1_tf,CREB1,tf
HIF1A_tf,HIF1A,tf
POU2F2_tf,POU2F2,tf
HIF1A_tf,HIF1A,tf
STAT3_tf,STAT3,tf
MEIS2_tf,MEIS2,tf
PBX3_tf,PBX3,tf
IRF4_tf,IRF4,tf
ESR1_tf,ESR1,tf
ETS1_tf,ETS1,tf
HIF1A_tf,HIF1A,tf
ESR1_tf,ESR1,tf
TEAD1_tf,TEAD1,tf
TEAD1_tf,TEAD1,tf
HIF1A_tf,HIF1A,tf
ESR1_tf,ESR1,tf
ESR1_tf,ESR1,tf
CREB1_tf,CREB1,tf
ESR1_tf,ESR1,tf
NFIC_tf,NFIC,tf
HIF1A_tf,HIF1A,tf
TEAD1_tf,TEAD1,tf
IRF4_tf,IRF4,tf
IRF4_tf,IRF4,tf
IKZF1_tf,IKZF1,tf
TEAD1_tf,TEAD1,tf
AR_tf,AR,tf
IRF4_tf,IRF4,tf
IKZF1_tf,IKZF1,tf
IKZF1_tf,IKZF1,tf
MEF2A_tf,MEF2A,tf
PBX3_tf,PBX3,tf
MEF2C_tf,MEF2C,tf
TEAD1_tf,TEAD1,tf
TEAD1_tf,TEAD1,tf
MEF2A_tf,MEF2A,tf
TCF4_tf,TCF4,tf
IKZF1_tf,IKZF1,tf
MAF_tf,MAF,tf
MEF2A_tf,MEF2A,tf
IKZF1_tf,IKZF1,tf
MEF2A_tf,MEF2A,tf
TEAD1_tf,TEAD1,tf
ESR1_tf,ESR1,tf
ESR1_tf,ESR1,tf
ESR1_tf,ESR1,tf
CYP19A1_target,CYP19A1,target
EGFR_target,EGFR,target
FLT1_target,FLT1,target
FLT1_target,FLT1,target
HK1_target,HK1,target
HLA-DOB_target,HLA-DOB,target
HMOX1_target,HMOX1,target
IL6_target,IL6,target
KCNH2_target,KCNH2,target
MAP4_target,MAP4,target
AFF1_target,AFF1,target
MMP13_target,MMP13,target
MMP13_target,MMP13,target
SERPINE1_target,SERPINE1,target
SERPINE1_target,SERPINE1,target
ITSN1_target,ITSN1,target
ITSN1_target,ITSN1,target
SLC11A1_target,SLC11A1,target
SMARCA2_target,SMARCA2,target
SP1_target,SP1,target
STAR_target,STAR,target
STAT5A_target,STAT5A,target
VWF_target,VWF,target
BHLHE40_target,BHLHE40,target
INPP4B_target,INPP4B,target
CFLAR_target,CFLAR,target
CYTH1_target,CYTH1,target
GRAP2_target,GRAP2,target
RASAL2_target,RASAL2,target
PNRC1_target,PNRC1,target
IKZF3_target,IKZF3,target
ERC1_target,ERC1,target
TNFAIP8_target,TNFAIP8,target
IPCEF1_target,IPCEF1,target
TIAM2_target,TIAM2,target
ARHGEF3_target,ARHGEF3,target
ASAP1_target,ASAP1,target
RTN4_target,RTN4,target
PHTF2_target,PHTF2,target
PLEKHG1_target,PLEKHG1,target
PREX1_target,PREX1,target
RIPOR1_target,RIPOR1,target
STARD13_target,STARD13,target
DOCK11_target,DOCK11,target
NEK7_target,NEK7,target
PRUNE2_target,PRUNE2,target
NBPF15_target,NBPF15,target
NBPF15_target,NBPF15,target
NOTCH2NLA_target,NOTCH2NLA,target
mir-19a-3p/mir-301a-3p,"",dummy
mir-362-5p/mir-570-3p,"",dummy
let-7g-3p/mir-19a-3p,"",dummy
let-7g-3p/mir-33b-5p,"",dummy
mir-18a-5p/mir-940,"",dummy
mir-196b-5p/mir-20a-3p,"",dummy
mir-18a-5p/mir-19a-3p,"",dummy
mir-196b-5p/mir-20a-3p,"",dummy
mir-514a-3p/mir-942-5p,"",dummy
mir-203a-3p/mir-33a-3p,"",dummy
mir-18a-3p/mir-345-5p,"",dummy
mir-18b-5p/mir-19a-3p,"",dummy
mir-1180-3p/mir-1291,"",dummy
mir-18b-5p/mir-19a-3p,"",dummy
mir-18b-5p/mir-19a-3p,"",dummy
mir-16-1-3p/mir-570-3p,"",dummy
mir-570-3p/mir-625-3p,"",dummy
mir-18a-5p/mir-19a-3p,"",dummy
mir-18b-5p/mir-301a-3p,"",dummy
mir-18a-5p/mir-18b-5p,"",dummy
let-7g-3p/mir-19a-3p,"",dummy
mir-19a-3p/mir-335-3p,"",dummy
mir-592/mir-940,"",dummy
mir-18a-5p/mir-429,"",dummy
mir-577/mir-625-3p,"",dummy
mir-339-5p/mir-345-5p,"",dummy
mir-1275/mir-30b-5p,"",dummy
mir-33a-5p/mir-33b-5p,"",dummy
mir-16-1-3p/mir-570-3p,"",dummy
mir-16-2-3p/mir-625-5p,"",dummy
mir-30b-5p/mir-339-5p,"",dummy
mir-33a-5p/mir-33b-5p,"",dummy
mir-33a-5p/mir-33b-5p,"",dummy
mir-224-5p/mir-96-5p,"",dummy
mir-10a-3p/mir-203a-3p,"",dummy
mir-135b-5p/mir-589-3p,"",dummy
mir-362-5p/mir-7-5p,"",dummy
mir-570-3p/mir-625-3p,"",dummy
let-7f-2-3p/mir-224-5p,"",dummy
mir-301b-3p/mir-33a-3p,"",dummy
mir-33a-5p/mir-33b-5p,"",dummy
mir-210-3p/mir-30b-5p,"",dummy
mir-135b-5p/mir-19a-3p,"",dummy
mir-19a-3p/mir-33b-5p,"",dummy
let-7f-2-3p/mir-224-5p,"",dummy
mir-16-1-3p/mir-570-3p,"",dummy
mir-18a-5p/mir-301a-3p,"",dummy
mir-19a-3p/mir-301a-3p,"",dummy
mir-18a-5p/mir-18b-5p,"",dummy
