shared_name,name,info
mir-10b-5p,mir-10b-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-2110,mir-2110,mirna
mir-24-3p,mir-24-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-329-3p,mir-329-3p,mirna
mir-299-5p,mir-299-5p,mirna
mir-299-5p,mir-299-5p,mirna
mir-299-5p,mir-299-5p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-31-5p,mir-31-5p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-139-3p,mir-139-3p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-31-5p,mir-31-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-139-3p,mir-139-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-299-5p,mir-299-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-105-5p,mir-105-5p,mirna
mir-133a-3p,mir-133a-3p,mirna
mir-410-3p,mir-410-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-128-3p,mir-128-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-105-5p,mir-105-5p,mirna
mir-127-5p,mir-127-5p,mirna
mir-139-3p,mir-139-3p,mirna
mir-139-3p,mir-139-3p,mirna
mir-128-3p,mir-128-3p,mirna
mir-105-5p,mir-105-5p,mirna
mir-1-3p,mir-1-3p,mirna
mir-127-5p,mir-127-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-127-5p,mir-127-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-139-3p,mir-139-3p,mirna
mir-127-5p,mir-127-5p,mirna
mir-218-5p,mir-218-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-145-5p,mir-145-5p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-105-5p,mir-105-5p,mirna
mir-149-5p,mir-149-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-105-5p,mir-105-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-107,mir-107,mirna
mir-1296-5p,mir-1296-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-105-5p,mir-105-5p,mirna
mir-149-5p,mir-149-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-149-5p,mir-149-5p,mirna
mir-149-5p,mir-149-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-145-5p,mir-145-5p,mirna
mir-107,mir-107,mirna
mir-101-3p,mir-101-3p,mirna
mir-105-5p,mir-105-5p,mirna
mir-105-5p,mir-105-5p,mirna
mir-24-3p,mir-24-3p,mirna
let-7e-5p,let-7e-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-218-5p,mir-218-5p,mirna
mir-149-5p,mir-149-5p,mirna
mir-145-5p,mir-145-5p,mirna
mir-107,mir-107,mirna
mir-107,mir-107,mirna
mir-107,mir-107,mirna
mir-105-5p,mir-105-5p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-145-5p,mir-145-5p,mirna
mir-145-5p,mir-145-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-105-5p,mir-105-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-107,mir-107,mirna
mir-124-3p,mir-124-3p,mirna
mir-24-3p,mir-24-3p,mirna
mir-383-5p,mir-383-5p,mirna
mir-127-5p,mir-127-5p,mirna
mir-101-3p,mir-101-3p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-105-5p,mir-105-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-145-5p,mir-145-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-126-5p,mir-126-5p,mirna
mir-377-3p,mir-377-3p,mirna
mir-218-5p,mir-218-5p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-369-3p,mir-369-3p,mirna
mir-107,mir-107,mirna
mir-145-5p,mir-145-5p,mirna
let-7e-5p,let-7e-5p,mirna
mir-331-3p,mir-331-3p,mirna
mir-218-5p,mir-218-5p,mirna
mir-126-5p,mir-126-5p,mirna
mir-126-5p,mir-126-5p,mirna
mir-126-5p,mir-126-5p,mirna
mir-29c-3p,mir-29c-3p,mirna
mir-145-5p,mir-145-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-132-3p,mir-132-3p,mirna
mir-329-3p,mir-329-3p,mirna
mir-221-3p,mir-221-3p,mirna
mir-221-3p,mir-221-3p,mirna
mir-184,mir-184,mirna
mir-148a-5p,mir-148a-5p,mirna
mir-135b-5p,mir-135b-5p,mirna
mir-221-3p,mir-221-3p,mirna
mir-24-3p,mir-24-3p,mirna
mir-1229-3p,mir-1229-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-200c-3p,mir-200c-3p,mirna
mir-221-3p,mir-221-3p,mirna
mir-24-3p,mir-24-3p,mirna
mir-1228-3p,mir-1228-3p,mirna
mir-24-3p,mir-24-3p,mirna
mir-185-5p,mir-185-5p,mirna
mir-24-3p,mir-24-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-23b-3p,mir-23b-3p,mirna
mir-200b-3p,mir-200b-3p,mirna
mir-185-5p,mir-185-5p,mirna
mir-132-3p,mir-132-3p,mirna
mir-1224-5p,mir-1224-5p,mirna
mir-221-3p,mir-221-3p,mirna
mir-203a-3p,mir-203a-3p,mirna
mir-23b-3p,mir-23b-3p,mirna
mir-221-3p,mir-221-3p,mirna
mir-1224-5p,mir-1224-5p,mirna
mir-23b-3p,mir-23b-3p,mirna
mir-377-3p,mir-377-3p,mirna
mir-23b-3p,mir-23b-3p,mirna
mir-323a-3p,mir-323a-3p,mirna
mir-543,mir-543,mirna
mir-377-3p,mir-377-3p,mirna
mir-329-3p,mir-329-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-185-5p,mir-185-5p,mirna
mir-1-3p,mir-1-3p,mirna
mir-223-5p,mir-223-5p,mirna
mir-203a-3p,mir-203a-3p,mirna
mir-1-3p,mir-1-3p,mirna
mir-221-3p,mir-221-3p,mirna
mir-222-3p,mir-222-3p,mirna
mir-1224-5p,mir-1224-5p,mirna
mir-124-3p,mir-124-3p,mirna
mir-376a-3p,mir-376a-3p,mirna
mir-433-3p,mir-433-3p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-138-5p,mir-138-5p,mirna
mir-31-5p,mir-31-5p,mirna
mir-376b-3p,mir-376b-3p,mirna
mir-146b-5p,mir-146b-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-299-3p,mir-299-3p,mirna
mir-29c-3p,mir-29c-3p,mirna
mir-29b-3p,mir-29b-3p,mirna
mir-23b-3p,mir-23b-3p,mirna
