source,target,ModeOfRegulation,edgeType
mir-135a-5p,mir-135a-5p/mir-7-5p,"",direct
mir-301b-3p,mir-301b-3p/mir-7-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-182-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-7-5p,"",direct
mir-188-3p,mir-188-3p/mir-20b-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-301b-3p,"",direct
mir-138-5p,mir-138-5p/mir-301b-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-20b-5p,"",direct
mir-204-5p,mir-204-5p/mir-20b-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-7-2-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-182-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-96-5p,"",direct
mir-138-1-3p,mir-138-1-3p/mir-148a-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-7-5p,"",direct
mir-616-5p,mir-616-5p/mir-935,"",direct
mir-363-3p,mir-363-3p/mir-96-5p,"",direct
mir-138-1-3p,mir-138-1-3p/mir-616-5p,"",direct
mir-138-5p,mir-138-5p/mir-616-5p,"",direct
mir-138-5p,mir-138-5p/mir-577,"",direct
mir-148a-3p,mir-148a-3p/mir-3065-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-338-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-7-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-138-5p,mir-138-5p/mir-577,"",direct
mir-20b-5p,mir-20b-5p/mir-7-5p,"",direct
mir-138-5p,mir-138-5p/mir-33b-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-7-5p,"",direct
mir-301b-3p,mir-301b-3p/mir-577,"",direct
mir-204-5p,mir-204-5p/mir-96-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-301b-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-20b-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-193b-3p,mir-193b-3p/mir-20b-5p,"",direct
mir-363-3p,mir-363-3p/mir-424-5p,"",direct
mir-363-3p,mir-363-3p/mir-424-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-20b-5p,"",direct
mir-338-5p,mir-338-5p/mir-96-5p,"",direct
mir-127-5p,mir-127-5p/mir-96-5p,"",direct
mir-138-5p,mir-138-5p/mir-148a-3p,"",direct
mir-301b-3p,mir-301b-3p/mir-7-5p,"",direct
mir-138-5p,mir-138-5p/mir-301b-3p,"",direct
mir-20b-5p,mir-20b-5p/mir-301b-3p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-20b-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-221-5p,"",direct
mir-193b-3p,mir-193b-3p/mir-301b-3p,"",direct
mir-424-5p,mir-424-5p/mir-616-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-889-3p,mir-889-3p/mir-9-5p,"",direct
mir-410-3p,mir-410-3p/mir-889-3p,"",direct
mir-7-5p,mir-7-5p/mir-96-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-138-5p,"",direct
mir-7-5p,mir-135a-5p/mir-7-5p,"",direct
mir-7-5p,mir-301b-3p/mir-7-5p,"",direct
mir-182-5p,mir-148a-3p/mir-182-5p,"",direct
mir-138-5p,mir-135a-5p/mir-138-5p,"",direct
mir-7-5p,mir-20b-5p/mir-7-5p,"",direct
mir-20b-5p,mir-188-3p/mir-20b-5p,"",direct
mir-301b-3p,mir-148a-3p/mir-301b-3p,"",direct
mir-301b-3p,mir-138-5p/mir-301b-3p,"",direct
mir-20b-5p,mir-148a-3p/mir-20b-5p,"",direct
mir-20b-5p,mir-204-5p/mir-20b-5p,"",direct
