shared_name,name,info
mir-124-3p,mir-124-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-29a-3p,mir-29a-3p,mirna
mir-373-3p,mir-373-3p,mirna
mir-182-5p,mir-182-5p,mirna
mir-182-5p,mir-182-5p,mirna
mir-9-5p,mir-9-5p,mirna
mir-155-5p,mir-155-5p,mirna
mir-515-5p,mir-515-5p,mirna
mir-9-3p,mir-9-3p,mirna
mir-1323,mir-1323,mirna
mir-1323,mir-1323,mirna
mir-616-5p,mir-616-5p,mirna
mir-192-5p,mir-192-5p,mirna
mir-424-5p,mir-424-5p,mirna
mir-29c-3p,mir-29c-3p,mirna
mir-302a-3p,mir-302a-3p,mirna
mir-519c-3p,mir-519c-3p,mirna
mir-519c-3p,mir-519c-3p,mirna
mir-520c-3p,mir-520c-3p,mirna
mir-520a-3p,mir-520a-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-520a-3p,mir-520a-3p,mirna
mir-519b-3p,mir-519b-3p,mirna
mir-373-3p,mir-373-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-373-3p,mir-373-3p,mirna
mir-519c-3p,mir-519c-3p,mirna
mir-130b-3p,mir-130b-3p,mirna
mir-3199,mir-3199,mirna
mir-106a-5p,mir-106a-5p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-302c-3p,mir-302c-3p,mirna
mir-302b-3p,mir-302b-3p,mirna
mir-302c-3p,mir-302c-3p,mirna
mir-302a-3p,mir-302a-3p,mirna
mir-302a-3p,mir-302a-3p,mirna
mir-302d-3p,mir-302d-3p,mirna
mir-193b-5p,mir-193b-5p,mirna
mir-302a-3p,mir-302a-3p,mirna
mir-33b-3p,mir-33b-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-519a-3p,mir-519a-3p,mirna
mir-367-3p,mir-367-3p,mirna
mir-377-5p,mir-377-5p,mirna
mir-135b-5p,mir-135b-5p,mirna
mir-125b-5p,mir-125b-5p,mirna
mir-378a-5p,mir-378a-5p,mirna
mir-200c-3p,mir-200c-3p,mirna
mir-192-3p,mir-192-3p,mirna
mir-92b-5p,mir-92b-5p,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-182-5p,mir-182-5p,mirna
mir-184,mir-184,mirna
mir-184,mir-184,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-184,mir-184,mirna
mir-20b-5p,mir-20b-5p,mirna
mir-92b-3p,mir-92b-3p,mirna
mir-124-3p,mir-124-3p,mirna
mir-629-5p,mir-629-5p,mirna
