source,target,ModeOfRegulation,edgeType
mir-200b-3p,mir-200b-3p/mir-570-3p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-129-5p,mir-129-5p/mir-130b-3p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-651-5p,mir-651-5p/mir-9-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-301a-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-19a-3p,"",direct
mir-182-5p,mir-182-5p/mir-301b-3p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-17-5p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-20b-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-20a-3p,mir-20a-3p/mir-616-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-301b-3p,mir-301b-3p/mir-9-5p,"",direct
mir-17-5p,mir-17-5p/mir-1910-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-18b-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-20a-5p,"",direct
mir-183-5p,mir-183-5p/mir-7-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-20a-5p,mir-20a-5p/mir-20b-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-9-5p,"",direct
mir-589-3p,mir-589-3p/mir-96-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-19a-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-19a-3p,"",direct
mir-570-3p,mir-200b-3p/mir-570-3p,"",direct
mir-9-5p,mir-9-3p/mir-9-5p,"",direct
mir-130b-3p,mir-129-5p/mir-130b-3p,"",direct
mir-9-5p,mir-9-3p/mir-9-5p,"",direct
mir-9-5p,mir-9-3p/mir-9-5p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-19b-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-9-5p,mir-651-5p/mir-9-5p,"",direct
mir-19b-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-301a-3p,mir-130b-3p/mir-301a-3p,"",direct
mir-19a-3p,mir-106a-5p/mir-19a-3p,"",direct
mir-301b-3p,mir-182-5p/mir-301b-3p,"",direct
mir-9-5p,mir-9-3p/mir-9-5p,"",direct
mir-17-5p,mir-106a-5p/mir-17-5p,"",direct
mir-9-5p,mir-9-3p/mir-9-5p,"",direct
mir-20b-5p,mir-20a-5p/mir-20b-5p,"",direct
mir-200b-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-616-3p,mir-20a-3p/mir-616-3p,"",direct
mir-19b-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-9-5p,mir-301b-3p/mir-9-5p,"",direct
mir-1910-5p,mir-17-5p/mir-1910-5p,"",direct
mir-18b-5p,mir-18a-5p/mir-18b-5p,"",direct
mir-20a-5p,mir-18a-5p/mir-20a-5p,"",direct
mir-7-5p,mir-183-5p/mir-7-5p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-20b-5p,mir-20a-5p/mir-20b-5p,"",direct
mir-200b-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-9-5p,mir-130b-3p/mir-9-5p,"",direct
mir-96-5p,mir-589-3p/mir-96-5p,"",direct
mir-19a-3p,mir-106a-5p/mir-19a-3p,"",direct
mir-200b-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-19a-3p,mir-106a-5p/mir-19a-3p,"",direct
mir-200b-3p/mir-570-3p,ETS1_tf,"",direct
mir-9-3p/mir-9-5p,NFKB1_tf,"",direct
mir-129-5p/mir-130b-3p,ESR1_tf,"",direct
mir-9-3p/mir-9-5p,NFKB1_tf,"",direct
mir-9-3p/mir-9-5p,NFKB1_tf,"",direct
mir-200b-3p/mir-429,ETS1_tf,"",direct
mir-200b-3p/mir-429,ETS1_tf,"",direct
mir-19a-3p/mir-19b-3p,ESR1_tf,"",direct
mir-200b-3p/mir-429,ETS1_tf,"",direct
mir-651-5p/mir-9-5p,PRDM1_tf,"",direct
mir-19a-3p/mir-19b-3p,HIF1A_tf,"",direct
mir-130b-3p/mir-301a-3p,NFKB1_tf,"",direct
mir-106a-5p/mir-19a-3p,HIF1A_tf,"",direct
mir-182-5p/mir-301b-3p,NFKB1_tf,"",direct
mir-9-3p/mir-9-5p,NFKB1_tf,"",direct
mir-106a-5p/mir-17-5p,STAT3_tf,"",direct
mir-9-3p/mir-9-5p,NFKB1_tf,"",direct
mir-20a-5p/mir-20b-5p,STAT3_tf,"",direct
mir-200a-3p/mir-200b-3p,KLF6_tf,"",direct
mir-20a-3p/mir-616-3p,ELF1_tf,"",direct
mir-19a-3p/mir-19b-3p,ELF1_tf,"",direct
mir-301b-3p/mir-9-5p,KLF6_tf,"",direct
mir-17-5p/mir-1910-5p,ESR1_tf,"",direct
mir-18a-5p/mir-18b-5p,ESR1_tf,"",direct
mir-18a-5p/mir-20a-5p,STAT3_tf,"",direct
mir-183-5p/mir-7-5p,TCF7L2_tf,"",direct
mir-200b-3p/mir-429,ETS1_tf,"",direct
mir-20a-5p/mir-20b-5p,STAT3_tf,"",direct
mir-200a-3p/mir-200b-3p,KLF6_tf,"",direct
mir-130b-3p/mir-9-5p,NFKB1_tf,"",direct
mir-589-3p/mir-96-5p,AR_tf,"",direct
mir-106a-5p/mir-19a-3p,MEF2A_tf,"",direct
mir-200a-3p/mir-200b-3p,GATA6_tf,"",direct
mir-106a-5p/mir-19a-3p,MEF2A_tf,"",direct
ETS1_tf,ANGPT2_target,1,direct
NFKB1_tf,XIAP_target,1,direct
ESR1_tf,CCND1_target,1,direct
NFKB1_tf,BCL3_target,1,direct
NFKB1_tf,CD40_target,1,direct
ETS1_tf,CDKN1A_target,1,direct
ETS1_tf,CSF3R_target,1,direct
ESR1_tf,TSC22D3_target,1,direct
ETS1_tf,ERG_target,1,direct
PRDM1_tf,NR3C1_target,1,direct
HIF1A_tf,NR3C1_target,1,direct
NFKB1_tf,HIF1A_target,1,direct
HIF1A_tf,IL1B_target,1,direct
NFKB1_tf,IL6_target,1,direct
NFKB1_tf,JUNB_target,1,direct
STAT3_tf,JUNB_target,1,direct
NFKB1_tf,MMP9_target,1,direct
STAT3_tf,MYD88_target,1,direct
KLF6_tf,MYH9_target,1,direct
ELF1_tf,MYO9B_target,1,direct
ELF1_tf,MYO9B_target,1,direct
KLF6_tf,NEDD9_target,1,direct
ESR1_tf,NOS3_target,1,direct
ESR1_tf,NOS3_target,1,direct
STAT3_tf,SAA1_target,1,direct
TCF7L2_tf,SNAI2_target,1,direct
ETS1_tf,TNF_target,1,direct
STAT3_tf,TWIST1_target,1,direct
KLF6_tf,LRRFIP1_target,1,direct
NFKB1_tf,CD83_target,1,direct
AR_tf,PNRC1_target,1,direct
MEF2A_tf,FBXW11_target,1,direct
GATA6_tf,CLIC5_target,1,direct
MEF2A_tf,PLB1_target,1,direct
mir-200b-3p/mir-570-3p,ANGPT2_target,"",indirect
mir-9-3p/mir-9-5p,XIAP_target,"",indirect
mir-129-5p/mir-130b-3p,CCND1_target,"",indirect
mir-9-3p/mir-9-5p,BCL3_target,"",indirect
mir-9-3p/mir-9-5p,CD40_target,"",indirect
mir-200b-3p/mir-429,CDKN1A_target,"",indirect
mir-200b-3p/mir-429,CSF3R_target,"",indirect
mir-19a-3p/mir-19b-3p,TSC22D3_target,"",indirect
mir-200b-3p/mir-429,ERG_target,"",indirect
mir-651-5p/mir-9-5p,NR3C1_target,"",indirect
mir-19a-3p/mir-19b-3p,NR3C1_target,"",indirect
mir-130b-3p/mir-301a-3p,HIF1A_target,"",indirect
mir-106a-5p/mir-19a-3p,IL1B_target,"",indirect
mir-182-5p/mir-301b-3p,IL6_target,"",indirect
mir-9-3p/mir-9-5p,JUNB_target,"",indirect
mir-106a-5p/mir-17-5p,JUNB_target,"",indirect
mir-9-3p/mir-9-5p,MMP9_target,"",indirect
mir-20a-5p/mir-20b-5p,MYD88_target,"",indirect
mir-200a-3p/mir-200b-3p,MYH9_target,"",indirect
mir-20a-3p/mir-616-3p,MYO9B_target,"",indirect
mir-19a-3p/mir-19b-3p,MYO9B_target,"",indirect
mir-301b-3p/mir-9-5p,NEDD9_target,"",indirect
mir-17-5p/mir-1910-5p,NOS3_target,"",indirect
mir-18a-5p/mir-18b-5p,NOS3_target,"",indirect
mir-18a-5p/mir-20a-5p,SAA1_target,"",indirect
mir-183-5p/mir-7-5p,SNAI2_target,"",indirect
mir-200b-3p/mir-429,TNF_target,"",indirect
mir-20a-5p/mir-20b-5p,TWIST1_target,"",indirect
mir-200a-3p/mir-200b-3p,LRRFIP1_target,"",indirect
mir-130b-3p/mir-9-5p,CD83_target,"",indirect
mir-589-3p/mir-96-5p,PNRC1_target,"",indirect
mir-106a-5p/mir-19a-3p,FBXW11_target,"",indirect
mir-200a-3p/mir-200b-3p,CLIC5_target,"",indirect
mir-106a-5p/mir-19a-3p,PLB1_target,"",indirect
