source,target,ModeOfRegulation,edgeType
mir-101-5p,mir-101-5p/mir-7-5p,"",direct
mir-378a-5p,mir-378a-5p/mir-548b-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-484,"",direct
mir-181c-5p,mir-181c-5p/mir-501-5p,"",direct
mir-17-5p,mir-17-5p/mir-19a-3p,"",direct
mir-17-5p,mir-17-5p/mir-19b-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-30a-5p,mir-30a-5p/mir-342-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-324-5p,"",direct
mir-324-5p,mir-324-5p/mir-96-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-503-5p,"",direct
mir-766-3p,mir-766-3p/mir-92a-1-5p,"",direct
mir-326,mir-326/mir-511-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-501-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-17-5p,mir-17-5p/mir-429,"",direct
mir-106a-5p,mir-106a-5p/mir-342-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-590-3p,"",direct
mir-183-5p,mir-183-5p/mir-7-5p,"",direct
mir-410-3p,mir-410-3p/mir-7-5p,"",direct
mir-20a-3p,mir-20a-3p/mir-93-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-454-3p,"",direct
mir-223-5p,mir-223-5p/mir-27a-5p,"",direct
mir-410-3p,mir-410-3p/mir-7-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-429,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-191-5p,mir-191-5p/mir-192-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-2355-3p,mir-2355-3p/mir-590-3p,"",direct
mir-338-3p,mir-338-3p/mir-96-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-93-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-30b-3p,"",direct
mir-342-5p,mir-342-5p/mir-766-3p,"",direct
mir-20a-5p,mir-20a-5p/mir-494-3p,"",direct
mir-150-3p,mir-150-3p/mir-155-5p,"",direct
mir-155-5p,mir-155-5p/mir-215-5p,"",direct
mir-196a-5p,mir-196a-5p/mir-550a-3p,"",direct
mir-221-5p,mir-221-5p/mir-223-5p,"",direct
mir-183-5p,mir-183-5p/mir-935,"",direct
mir-148b-5p,mir-148b-5p/mir-193b-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-20a-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-19a-3p,"",direct
mir-142-3p,mir-142-3p/mir-192-5p,"",direct
mir-184,mir-184/mir-185-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-17-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-19b-3p,"",direct
mir-203a-3p,mir-203a-3p/mir-9-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-96-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-505-5p,"",direct
mir-17-5p,mir-17-5p/mir-19b-3p,"",direct
mir-550a-5p,mir-550a-5p/mir-590-3p,"",direct
mir-17-5p,mir-17-5p/mir-19a-3p,"",direct
mir-184,mir-184/mir-199a-5p,"",direct
mir-191-5p,mir-191-5p/mir-484,"",direct
mir-183-5p,mir-183-5p/mir-760,"",direct
mir-191-5p,mir-191-5p/mir-484,"",direct
let-7c-5p,let-7c-5p/mir-214-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-23a-5p,"",direct
mir-204-5p,mir-204-5p/mir-411-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-20a-5p,"",direct
mir-331-3p,mir-331-3p/mir-532-3p,"",direct
mir-532-3p,mir-532-3p/mir-766-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-155-5p,mir-155-5p/mir-7-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-505-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-19a-3p,"",direct
mir-326,mir-326/mir-766-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-9-3p,"",direct
mir-142-3p,mir-142-3p/mir-192-5p,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-16-2-3p,mir-16-2-3p/mir-184,"",direct
mir-145-5p,mir-145-5p/mir-181c-5p,"",direct
mir-130b-5p,mir-130b-5p/mir-582-3p,"",direct
mir-205-5p,mir-205-5p/mir-342-3p,"",direct
mir-17-5p,mir-17-5p/mir-491-5p,"",direct
mir-651-5p,mir-651-5p/mir-7-5p,"",direct
mir-149-5p,mir-149-5p/mir-324-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-301a-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-301a-3p,"",direct
mir-338-3p,mir-338-3p/mir-92b-3p,"",direct
mir-10a-3p,mir-10a-3p/mir-362-5p,"",direct
mir-136-5p,mir-136-5p/mir-26b-3p,"",direct
mir-136-5p,mir-136-5p/mir-939-5p,"",direct
mir-331-3p,mir-331-3p/mir-766-3p,"",direct
mir-153-3p,mir-153-3p/mir-425-5p,"",direct
mir-1180-3p,mir-1180-3p/mir-148b-5p,"",direct
mir-149-5p,mir-149-5p/mir-629-3p,"",direct
mir-331-3p,mir-331-3p/mir-642a-5p,"",direct
mir-1271-5p,mir-1271-5p/mir-210-3p,"",direct
mir-505-5p,mir-505-5p/mir-766-3p,"",direct
mir-1226-3p,mir-1226-3p/mir-148a-3p,"",direct
mir-17-5p,mir-17-5p/mir-20a-5p,"",direct
mir-1271-5p,mir-1271-5p/mir-324-5p,"",direct
mir-153-3p,mir-153-3p/mir-324-5p,"",direct
mir-17-5p,mir-17-5p/mir-19a-3p,"",direct
mir-1271-5p,mir-1271-5p/mir-324-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-324-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-150-5p,mir-150-5p/mir-410-3p,"",direct
mir-129-5p,mir-129-5p/mir-130a-3p,"",direct
mir-149-5p,mir-149-5p/mir-590-3p,"",direct
mir-181c-5p,mir-181c-5p/mir-181d-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-17-5p,mir-17-5p/mir-9-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-429,"",direct
mir-17-5p,mir-17-5p/mir-769-3p,"",direct
mir-19b-3p,mir-19b-3p/mir-769-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-769-3p,"",direct
mir-155-5p,mir-155-5p/mir-7-5p,"",direct
mir-328-3p,mir-328-3p/mir-331-3p,"",direct
mir-328-3p,mir-328-3p/mir-484,"",direct
mir-331-3p,mir-331-3p/mir-484,"",direct
mir-331-3p,mir-331-3p/mir-532-3p,"",direct
mir-484,mir-484/mir-532-3p,"",direct
mir-331-3p,mir-331-3p/mir-3928-3p,"",direct
mir-135b-5p,mir-135b-5p/mir-19b-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-590-3p,"",direct
mir-129-5p,mir-129-5p/mir-1306-3p,"",direct
mir-184,mir-184/mir-199a-5p,"",direct
mir-505-3p,mir-505-3p/mir-93-3p,"",direct
mir-181c-5p,mir-181c-5p/mir-181d-5p,"",direct
mir-181c-5p,mir-181c-5p/mir-181d-5p,"",direct
mir-29b-2-5p,mir-29b-2-5p/mir-484,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-1306-3p,mir-1306-3p/mir-421,"",direct
mir-505-5p,mir-505-5p/mir-532-3p,"",direct
mir-205-5p,mir-205-5p/mir-27a-5p,"",direct
mir-221-5p,mir-221-5p/mir-328-3p,"",direct
let-7g-3p,let-7g-3p/mir-335-3p,"",direct
mir-1301-3p,mir-1301-3p/mir-454-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-142-3p,"",direct
mir-17-5p,mir-17-5p/mir-19a-3p,"",direct
mir-17-5p,mir-17-5p/mir-19b-3p,"",direct
mir-19b-3p,mir-19b-3p/mir-222-3p,"",direct
mir-224-5p,mir-224-5p/mir-769-3p,"",direct
mir-155-5p,mir-155-5p/mir-96-5p,"",direct
mir-505-5p,mir-505-5p/mir-548b-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-378a-5p,"",direct
mir-181c-5p,mir-181c-5p/mir-181d-5p,"",direct
mir-191-5p,mir-191-5p/mir-625-5p,"",direct
mir-224-3p,mir-224-3p/mir-532-3p,"",direct
mir-17-5p,mir-17-5p/mir-452-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-454-3p,"",direct
mir-363-3p,mir-363-3p/mir-421,"",direct
mir-185-3p,mir-185-3p/mir-7-5p,"",direct
mir-181c-5p,mir-181c-5p/mir-181d-5p,"",direct
mir-590-3p,mir-590-3p/mir-942-5p,"",direct
mir-17-5p,mir-17-5p/mir-18a-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-221-5p,"",direct
mir-223-5p,mir-223-5p/mir-511-5p,"",direct
mir-221-5p,mir-221-5p/mir-223-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-769-3p,"",direct
mir-19b-3p,mir-19b-3p/mir-20a-5p,"",direct
mir-205-5p,mir-205-5p/mir-27a-5p,"",direct
mir-505-5p,mir-505-5p/mir-532-3p,"",direct
mir-188-3p,mir-188-3p/mir-532-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-29b-1-5p,"",direct
mir-142-3p,mir-142-3p/mir-26b-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-19b-3p,"",direct
mir-142-3p,mir-142-3p/mir-301a-3p,"",direct
mir-17-5p,mir-17-5p/mir-18a-5p,"",direct
mir-142-3p,mir-142-3p/mir-19b-3p,"",direct
mir-17-5p,mir-17-5p/mir-19b-3p,"",direct
mir-142-3p,mir-142-3p/mir-301a-3p,"",direct
mir-425-5p,mir-425-5p/mir-96-5p,"",direct
mir-142-3p,mir-142-3p/mir-378a-3p,"",direct
mir-7-5p,mir-101-5p/mir-7-5p,"",direct
mir-548b-3p,mir-378a-5p/mir-548b-3p,"",direct
mir-484,mir-301a-3p/mir-484,"",direct
mir-501-5p,mir-181c-5p/mir-501-5p,"",direct
mir-19a-3p,mir-17-5p/mir-19a-3p,"",direct
mir-19b-3p,mir-17-5p/mir-19b-3p,"",direct
mir-20a-5p,mir-19a-3p/mir-20a-5p,"",direct
mir-342-5p,mir-30a-5p/mir-342-5p,"",direct
mir-324-5p,mir-135b-5p/mir-324-5p,"",direct
mir-96-5p,mir-324-5p/mir-96-5p,"",direct
mir-503-5p,mir-20a-5p/mir-503-5p,"",direct
mir-92a-1-5p,mir-766-3p/mir-92a-1-5p,"",direct
mir-511-5p,mir-326/mir-511-5p,"",direct
mir-501-3p,mir-18a-5p/mir-501-3p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-429,mir-17-5p/mir-429,"",direct
mir-342-3p,mir-106a-5p/mir-342-3p,"",direct
mir-590-3p,mir-301a-3p/mir-590-3p,"",direct
mir-7-5p,mir-183-5p/mir-7-5p,"",direct
mir-7-5p,mir-410-3p/mir-7-5p,"",direct
mir-93-3p,mir-20a-3p/mir-93-3p,"",direct
mir-454-3p,mir-301a-3p/mir-454-3p,"",direct
mir-27a-5p,mir-223-5p/mir-27a-5p,"",direct
mir-7-5p,mir-410-3p/mir-7-5p,"",direct
mir-429,mir-301a-3p/mir-429,"",direct
mir-19b-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-192-5p,mir-191-5p/mir-192-5p,"",direct
mir-19b-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-590-3p,mir-2355-3p/mir-590-3p,"",direct
mir-96-5p,mir-338-3p/mir-96-5p,"",direct
mir-93-3p,mir-130a-3p/mir-93-3p,"",direct
mir-30b-3p,mir-130a-3p/mir-30b-3p,"",direct
mir-766-3p,mir-342-5p/mir-766-3p,"",direct
mir-494-3p,mir-20a-5p/mir-494-3p,"",direct
mir-155-5p,mir-150-3p/mir-155-5p,"",direct
mir-215-5p,mir-155-5p/mir-215-5p,"",direct
mir-550a-3p,mir-196a-5p/mir-550a-3p,"",direct
mir-223-5p,mir-221-5p/mir-223-5p,"",direct
mir-935,mir-183-5p/mir-935,"",direct
mir-193b-5p,mir-148b-5p/mir-193b-5p,"",direct
mir-20a-5p,mir-19b-3p/mir-20a-5p,"",direct
mir-19a-3p,mir-130a-3p/mir-19a-3p,"",direct
mir-192-5p,mir-142-3p/mir-192-5p,"",direct
mir-185-3p,mir-184/mir-185-3p,"",direct
mir-17-5p,mir-130b-3p/mir-17-5p,"",direct
mir-19b-3p,mir-130b-3p/mir-19b-3p,"",direct
mir-9-5p,mir-203a-3p/mir-9-5p,"",direct
mir-96-5p,mir-130b-3p/mir-96-5p,"",direct
mir-505-5p,mir-19b-3p/mir-505-5p,"",direct
mir-19b-3p,mir-17-5p/mir-19b-3p,"",direct
