source,target,ModeOfRegulation,edgeType
mir-135b-5p,mir-135b-5p/mir-429,"",direct
mir-301a-3p,mir-301a-3p/mir-33a-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-133a-3p,mir-133a-3p/mir-30c-2-3p,"",direct
mir-193b-3p,mir-193b-3p/mir-20a-5p,"",direct
mir-193b-3p,mir-193b-3p/mir-29a-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-589-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-203a-3p,mir-203a-3p/mir-429,"",direct
mir-130a-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-29a-5p,mir-29a-5p/mir-29b-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-135b-5p,mir-135b-5p/mir-429,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-96-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-301a-3p,"",direct
mir-29a-5p,mir-29a-5p/mir-301a-3p,"",direct
let-7c-5p,let-7c-5p/mir-30a-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-20a-5p,"",direct
mir-301b-3p,mir-301b-3p/mir-93-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-204-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-29b-3p,mir-29b-3p/mir-429,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-29b-3p,"",direct
mir-204-5p,mir-204-5p/mir-503-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-301b-3p,"",direct
mir-301b-3p,mir-301b-3p/mir-93-3p,"",direct
mir-183-5p,mir-183-5p/mir-96-5p,"",direct
mir-192-5p,mir-192-5p/mir-19a-3p,"",direct
mir-26b-3p,mir-26b-3p/mir-362-5p,"",direct
mir-145-5p,mir-145-5p/mir-193b-3p,"",direct
mir-20b-5p,mir-20b-5p/mir-421,"",direct
mir-203a-3p,mir-203a-3p/mir-20a-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-363-3p,"",direct
mir-370-3p,mir-370-3p/mir-93-3p,"",direct
mir-409-3p,mir-409-3p/mir-93-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-324-5p,"",direct
mir-29a-5p,mir-29a-5p/mir-324-5p,"",direct
mir-183-5p,mir-183-5p/mir-301b-3p,"",direct
mir-429,mir-135b-5p/mir-429,"",direct
mir-33a-5p,mir-301a-3p/mir-33a-5p,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-30c-2-3p,mir-133a-3p/mir-30c-2-3p,"",direct
mir-20a-5p,mir-193b-3p/mir-20a-5p,"",direct
mir-29a-5p,mir-193b-3p/mir-29a-5p,"",direct
mir-589-3p,mir-106a-5p/mir-589-3p,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-429,mir-203a-3p/mir-429,"",direct
mir-301b-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-29b-3p,mir-29a-5p/mir-29b-3p,"",direct
mir-301b-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-429,mir-135b-5p/mir-429,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-96-5p,mir-301a-3p/mir-96-5p,"",direct
mir-301a-3p,mir-130a-3p/mir-301a-3p,"",direct
mir-301a-3p,mir-29a-5p/mir-301a-3p,"",direct
mir-30a-5p,let-7c-5p/mir-30a-5p,"",direct
mir-20a-5p,mir-18a-5p/mir-20a-5p,"",direct
mir-93-3p,mir-301b-3p/mir-93-3p,"",direct
mir-204-5p,mir-130a-3p/mir-204-5p,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-429,mir-29b-3p/mir-429,"",direct
mir-301b-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-29b-3p,mir-130a-3p/mir-29b-3p,"",direct
mir-503-5p,mir-204-5p/mir-503-5p,"",direct
mir-301b-3p,mir-106a-5p/mir-301b-3p,"",direct
mir-93-3p,mir-301b-3p/mir-93-3p,"",direct
mir-96-5p,mir-183-5p/mir-96-5p,"",direct
mir-19a-3p,mir-192-5p/mir-19a-3p,"",direct
mir-362-5p,mir-26b-3p/mir-362-5p,"",direct
mir-193b-3p,mir-145-5p/mir-193b-3p,"",direct
mir-421,mir-20b-5p/mir-421,"",direct
mir-20a-5p,mir-203a-3p/mir-20a-5p,"",direct
mir-363-3p,mir-20b-5p/mir-363-3p,"",direct
mir-93-3p,mir-370-3p/mir-93-3p,"",direct
mir-93-3p,mir-409-3p/mir-93-3p,"",direct
mir-324-5p,mir-130a-3p/mir-324-5p,"",direct
mir-324-5p,mir-29a-5p/mir-324-5p,"",direct
mir-301b-3p,mir-183-5p/mir-301b-3p,"",direct
mir-135b-5p/mir-429,MYC_tf,"",direct
mir-301a-3p/mir-33a-5p,SP1_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-133a-3p/mir-30c-2-3p,E2F3_tf,"",direct
mir-193b-3p/mir-20a-5p,TCF4_tf,"",direct
mir-193b-3p/mir-29a-5p,TCF4_tf,"",direct
mir-106a-5p/mir-589-3p,NFIC_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-203a-3p/mir-429,ZEB1_tf,"",direct
mir-130a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-29a-5p/mir-29b-3p,HIF1A_tf,"",direct
mir-130a-3p/mir-301b-3p,SP1_tf,"",direct
mir-135b-5p/mir-429,MYC_tf,"",direct
mir-301a-3p/mir-301b-3p,STAT3_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-301a-3p/mir-96-5p,NFKB1_tf,"",direct
mir-130a-3p/mir-301a-3p,SP1_tf,"",direct
mir-29a-5p/mir-301a-3p,TCF4_tf,"",direct
let-7c-5p/mir-30a-5p,ARID3A_tf,"",direct
mir-18a-5p/mir-20a-5p,STAT3_tf,"",direct
mir-301b-3p/mir-93-3p,STAT3_tf,"",direct
mir-130a-3p/mir-204-5p,SP1_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-29b-3p/mir-429,SP1_tf,"",direct
mir-301a-3p/mir-301b-3p,NFKB1_tf,"",direct
mir-130a-3p/mir-29b-3p,SP1_tf,"",direct
mir-204-5p/mir-503-5p,SP1_tf,"",direct
mir-106a-5p/mir-301b-3p,STAT3_tf,"",direct
mir-301b-3p/mir-93-3p,STAT3_tf,"",direct
mir-183-5p/mir-96-5p,AR_tf,"",direct
mir-192-5p/mir-19a-3p,ESR1_tf,"",direct
mir-26b-3p/mir-362-5p,TEAD1_tf,"",direct
mir-145-5p/mir-193b-3p,NCOA2_tf,"",direct
mir-20b-5p/mir-421,CUX1_tf,"",direct
mir-203a-3p/mir-20a-5p,TCF4_tf,"",direct
mir-20b-5p/mir-363-3p,CUX1_tf,"",direct
mir-370-3p/mir-93-3p,FOXP1_tf,"",direct
mir-409-3p/mir-93-3p,FOXP1_tf,"",direct
mir-130a-3p/mir-324-5p,HIF1A_tf,"",direct
mir-29a-5p/mir-324-5p,HIF1A_tf,"",direct
mir-183-5p/mir-301b-3p,KLF6_tf,"",direct
MYC_tf,ACTG1_target,1,direct
SP1_tf,ATM_target,1,direct
NFKB1_tf,CD58_target,1,direct
E2F3_tf,CDKN2A_target,1,direct
TCF4_tf,CHN2_target,1,direct
TCF4_tf,CHN2_target,1,direct
NFIC_tf,COL1A1_target,1,direct
NFKB1_tf,CSF1_target,1,direct
NFKB1_tf,CSF2_target,1,direct
ZEB1_tf,SLC25A10_target,-1,direct
NFKB1_tf,CTSB_target,1,direct
HIF1A_tf,E2F3_target,1,direct
SP1_tf,ETS2_target,1,direct
MYC_tf,HSPA4_target,1,direct
STAT3_tf,IGF1_target,1,direct
NFKB1_tf,IL1B_target,1,direct
NFKB1_tf,IL1B_target,1,direct
SP1_tf,ITGA2_target,1,direct
TCF4_tf,MEF2C_target,1,direct
ARID3A_tf,MNT_target,1,direct
STAT3_tf,MUC1_target,1,direct
STAT3_tf,NNMT_target,1,direct
SP1_tf,PRKCE_target,-1,direct
NFKB1_tf,CCL2_target,1,direct
SP1_tf,TGFBR2_target,1,direct
NFKB1_tf,TNF_target,1,direct
SP1_tf,UTRN_target,1,direct
SP1_tf,YY1_target,1,direct
STAT3_tf,SOCS3_target,1,direct
STAT3_tf,SOCS3_target,1,direct
AR_tf,RBPMS_target,1,direct
ESR1_tf,NID2_target,1,direct
TEAD1_tf,DAAM1_target,1,direct
NCOA2_tf,DAAM1_target,1,direct
CUX1_tf,CLEC16A_target,1,direct
TCF4_tf,TMEM131_target,1,direct
CUX1_tf,TEX2_target,1,direct
FOXP1_tf,PHTF2_target,-1,direct
FOXP1_tf,PHTF2_target,-1,direct
HIF1A_tf,BHLHE41_target,1,direct
HIF1A_tf,BHLHE41_target,1,direct
KLF6_tf,ARID5B_target,1,direct
mir-135b-5p/mir-429,ACTG1_target,"",indirect
mir-301a-3p/mir-33a-5p,ATM_target,"",indirect
mir-301a-3p/mir-301b-3p,CD58_target,"",indirect
mir-133a-3p/mir-30c-2-3p,CDKN2A_target,"",indirect
mir-193b-3p/mir-20a-5p,CHN2_target,"",indirect
mir-193b-3p/mir-29a-5p,CHN2_target,"",indirect
mir-106a-5p/mir-589-3p,COL1A1_target,"",indirect
mir-301a-3p/mir-301b-3p,CSF1_target,"",indirect
mir-301a-3p/mir-301b-3p,CSF2_target,"",indirect
mir-203a-3p/mir-429,SLC25A10_target,"",indirect
mir-130a-3p/mir-301b-3p,CTSB_target,"",indirect
mir-29a-5p/mir-29b-3p,E2F3_target,"",indirect
mir-130a-3p/mir-301b-3p,ETS2_target,"",indirect
mir-135b-5p/mir-429,HSPA4_target,"",indirect
mir-301a-3p/mir-301b-3p,IGF1_target,"",indirect
mir-301a-3p/mir-301b-3p,IL1B_target,"",indirect
mir-301a-3p/mir-96-5p,IL1B_target,"",indirect
mir-130a-3p/mir-301a-3p,ITGA2_target,"",indirect
mir-29a-5p/mir-301a-3p,MEF2C_target,"",indirect
let-7c-5p/mir-30a-5p,MNT_target,"",indirect
mir-18a-5p/mir-20a-5p,MUC1_target,"",indirect
mir-301b-3p/mir-93-3p,NNMT_target,"",indirect
mir-130a-3p/mir-204-5p,PRKCE_target,"",indirect
mir-301a-3p/mir-301b-3p,CCL2_target,"",indirect
mir-29b-3p/mir-429,TGFBR2_target,"",indirect
mir-301a-3p/mir-301b-3p,TNF_target,"",indirect
mir-130a-3p/mir-29b-3p,UTRN_target,"",indirect
mir-204-5p/mir-503-5p,YY1_target,"",indirect
mir-106a-5p/mir-301b-3p,SOCS3_target,"",indirect
mir-301b-3p/mir-93-3p,SOCS3_target,"",indirect
mir-183-5p/mir-96-5p,RBPMS_target,"",indirect
mir-192-5p/mir-19a-3p,NID2_target,"",indirect
mir-26b-3p/mir-362-5p,DAAM1_target,"",indirect
mir-145-5p/mir-193b-3p,DAAM1_target,"",indirect
mir-20b-5p/mir-421,CLEC16A_target,"",indirect
mir-203a-3p/mir-20a-5p,TMEM131_target,"",indirect
mir-20b-5p/mir-363-3p,TEX2_target,"",indirect
mir-370-3p/mir-93-3p,PHTF2_target,"",indirect
mir-409-3p/mir-93-3p,PHTF2_target,"",indirect
mir-130a-3p/mir-324-5p,BHLHE41_target,"",indirect
mir-29a-5p/mir-324-5p,BHLHE41_target,"",indirect
mir-183-5p/mir-301b-3p,ARID5B_target,"",indirect
