source,target,ModeOfRegulation,edgeType
mir-193b-5p,mir-193b-5p/mir-221-5p,"",direct
mir-409-3p,mir-409-3p/mir-484,"",direct
mir-17-5p,mir-17-5p/mir-19b-3p,"",direct
mir-17-5p,mir-17-5p/mir-19a-3p,"",direct
mir-23b-3p,mir-23b-3p/mir-769-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-223-3p,"",direct
mir-185-5p,mir-185-5p/mir-27b-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-29b-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-29a-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-223-3p,"",direct
mir-155-5p,mir-155-5p/mir-29b-3p,"",direct
mir-126-5p,mir-126-5p/mir-223-3p,"",direct
mir-126-5p,mir-126-5p/mir-29a-3p,"",direct
mir-17-5p,mir-17-5p/mir-340-5p,"",direct
mir-21-3p,mir-21-3p/mir-940,"",direct
mir-15b-5p,mir-15b-5p/mir-340-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-940,"",direct
mir-34a-5p,mir-34a-5p/mir-362-3p,"",direct
mir-106b-5p,mir-106b-5p/mir-34a-5p,"",direct
mir-17-5p,mir-17-5p/mir-362-3p,"",direct
mir-15b-5p,mir-15b-5p/mir-34a-5p,"",direct
mir-106b-5p,mir-106b-5p/mir-18a-5p,"",direct
mir-182-5p,mir-182-5p/mir-340-5p,"",direct
mir-17-5p,mir-17-5p/mir-34a-5p,"",direct
mir-17-5p,mir-17-5p/mir-18a-5p,"",direct
mir-1-3p,mir-1-3p/mir-145-5p,"",direct
mir-2110,mir-2110/mir-532-3p,"",direct
mir-2110,mir-2110/mir-629-3p,"",direct
mir-182-5p,mir-182-5p/mir-21-3p,"",direct
mir-106b-5p,mir-106b-5p/mir-17-5p,"",direct
mir-17-5p,mir-17-5p/mir-19b-1-5p,"",direct
mir-491-5p,mir-491-5p/mir-589-3p,"",direct
mir-214-3p,mir-214-3p/mir-362-5p,"",direct
let-7a-3p,let-7a-3p/mir-362-5p,"",direct
mir-214-3p,mir-214-3p/mir-503-5p,"",direct
mir-214-3p,mir-214-3p/mir-362-3p,"",direct
