source,target,ModeOfRegulation,edgeType
mir-155-5p,mir-155-5p/mir-29b-3p,"",direct
mir-33b-5p,mir-33b-5p/mir-369-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-429,"",direct
mir-10a-5p,mir-10a-5p/mir-2355-5p,"",direct
mir-31-5p,mir-31-5p/mir-337-3p,"",direct
mir-223-3p,mir-223-3p/mir-31-3p,"",direct
let-7c-5p,let-7c-5p/mir-30a-5p,"",direct
mir-183-5p,mir-183-5p/mir-20a-3p,"",direct
mir-429,mir-429/mir-9-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-129-5p,mir-129-5p/mir-20a-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-96-5p,"",direct
mir-9-3p,mir-9-3p/mir-96-5p,"",direct
mir-1-3p,mir-1-3p/mir-301a-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-133b,"",direct
mir-133b,mir-133b/mir-301a-3p,"",direct
mir-133b,mir-133b/mir-454-3p,"",direct
mir-133a-3p,mir-133a-3p/mir-301a-3p,"",direct
mir-2355-5p,mir-2355-5p/mir-33b-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-224-5p,mir-224-5p/mir-27b-5p,"",direct
mir-2355-5p,mir-2355-5p/mir-424-5p,"",direct
mir-9-3p,mir-9-3p/mir-9-5p,"",direct
mir-1180-3p,mir-1180-3p/mir-20a-3p,"",direct
mir-1180-3p,mir-1180-3p/mir-339-5p,"",direct
mir-424-5p,mir-424-5p/mir-503-5p,"",direct
mir-133b,mir-133b/mir-2355-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-20b-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-182-5p,mir-182-5p/mir-9-5p,"",direct
mir-223-3p,mir-223-3p/mir-377-3p,"",direct
mir-369-3p,mir-369-3p/mir-410-3p,"",direct
mir-301a-3p,mir-301a-3p/mir-301b-3p,"",direct
mir-142-5p,mir-142-5p/mir-20b-5p,"",direct
mir-29c-3p,mir-29c-3p/mir-9-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-9-5p,"",direct
mir-182-5p,mir-182-5p/mir-20a-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-20a-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-30a-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-2355-5p,"",direct
mir-337-3p,mir-337-3p/mir-494-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-20a-5p,"",direct
mir-30a-3p,mir-30a-3p/mir-30a-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-19a-3p,"",direct
mir-135b-5p,mir-135b-5p/mir-96-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-96-5p,"",direct
mir-133b,mir-133b/mir-503-5p,"",direct
mir-133a-3p,mir-133a-3p/mir-503-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-155-5p,mir-155-5p/mir-29b-3p,"",direct
mir-20b-5p,mir-20b-5p/mir-363-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-19b-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-338-3p,"",direct
mir-193b-3p,mir-193b-3p/mir-20a-5p,"",direct
mir-148a-5p,mir-148a-5p/mir-193b-3p,"",direct
mir-410-3p,mir-410-3p/mir-654-5p,"",direct
mir-1180-3p,mir-1180-3p/mir-20a-3p,"",direct
mir-133a-3p,mir-133a-3p/mir-410-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-454-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-301a-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-96-5p,"",direct
