source,target,ModeOfRegulation,edgeType
mir-130a-3p,mir-130a-3p/mir-96-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-130b-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-18a-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-301b-3p,"",direct
mir-130a-3p,mir-130a-3p/mir-18a-5p,"",direct
mir-10a-5p,mir-10a-5p/mir-9-5p,"",direct
mir-10a-5p,mir-10a-5p/mir-9-5p,"",direct
mir-181c-5p,mir-181c-5p/mir-877-5p,"",direct
mir-10a-5p,mir-10a-5p/mir-9-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-96-5p,"",direct
mir-129-5p,mir-129-5p/mir-221-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-940,"",direct
let-7a-3p,let-7a-3p/mir-22-5p,"",direct
mir-10a-5p,mir-10a-5p/mir-9-5p,"",direct
mir-181d-5p,mir-181d-5p/mir-940,"",direct
mir-10a-5p,mir-10a-5p/mir-9-5p,"",direct
mir-183-5p,mir-183-5p/mir-96-5p,"",direct
mir-18a-3p,mir-18a-3p/mir-19a-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-301a-3p,"",direct
mir-182-5p,mir-182-5p/mir-183-5p,"",direct
mir-96-5p,mir-130a-3p/mir-96-5p,"",direct
mir-130b-3p,mir-130a-3p/mir-130b-3p,"",direct
mir-18a-5p,mir-130b-3p/mir-18a-5p,"",direct
mir-301b-3p,mir-18a-5p/mir-301b-3p,"",direct
mir-18a-5p,mir-130a-3p/mir-18a-5p,"",direct
mir-9-5p,mir-10a-5p/mir-9-5p,"",direct
mir-9-5p,mir-10a-5p/mir-9-5p,"",direct
mir-877-5p,mir-181c-5p/mir-877-5p,"",direct
mir-9-5p,mir-10a-5p/mir-9-5p,"",direct
mir-96-5p,mir-200a-3p/mir-96-5p,"",direct
mir-221-3p,mir-129-5p/mir-221-3p,"",direct
mir-940,mir-130b-3p/mir-940,"",direct
mir-22-5p,let-7a-3p/mir-22-5p,"",direct
mir-9-5p,mir-10a-5p/mir-9-5p,"",direct
mir-940,mir-181d-5p/mir-940,"",direct
mir-9-5p,mir-10a-5p/mir-9-5p,"",direct
mir-96-5p,mir-183-5p/mir-96-5p,"",direct
mir-19a-3p,mir-18a-3p/mir-19a-3p,"",direct
mir-301a-3p,mir-18a-5p/mir-301a-3p,"",direct
mir-183-5p,mir-182-5p/mir-183-5p,"",direct
mir-130a-3p/mir-96-5p,NFKB1_tf,"",direct
mir-130a-3p/mir-130b-3p,NFKB1_tf,"",direct
mir-130b-3p/mir-18a-5p,STAT3_tf,"",direct
mir-18a-5p/mir-301b-3p,STAT3_tf,"",direct
mir-130a-3p/mir-18a-5p,ESR1_tf,"",direct
mir-10a-5p/mir-9-5p,ETS1_tf,"",direct
mir-10a-5p/mir-9-5p,ETS1_tf,"",direct
mir-181c-5p/mir-877-5p,PRDM1_tf,"",direct
mir-10a-5p/mir-9-5p,ETS1_tf,"",direct
mir-200a-3p/mir-96-5p,ZEB1_tf,"",direct
mir-129-5p/mir-221-3p,ESR1_tf,"",direct
mir-130b-3p/mir-940,STAT3_tf,"",direct
let-7a-3p/mir-22-5p,CREB1_tf,"",direct
mir-10a-5p/mir-9-5p,ETS1_tf,"",direct
mir-181d-5p/mir-940,STAT3_tf,"",direct
mir-10a-5p/mir-9-5p,ETS1_tf,"",direct
mir-183-5p/mir-96-5p,FOXO1_tf,"",direct
mir-18a-3p/mir-19a-3p,NFIC_tf,"",direct
mir-18a-5p/mir-301a-3p,ESR1_tf,"",direct
mir-182-5p/mir-183-5p,FOXO1_tf,"",direct
NFKB1_tf,A2M_target,1,direct
NFKB1_tf,BCL3_target,1,direct
STAT3_tf,BCL6_target,1,direct
STAT3_tf,BCL6_target,1,direct
ESR1_tf,C3_target,1,direct
ETS1_tf,CD3D_target,1,direct
ETS1_tf,CD4_target,1,direct
PRDM1_tf,TNFSF8_target,1,direct
ETS1_tf,CD53_target,1,direct
ZEB1_tf,SLC25A10_target,-1,direct
ESR1_tf,EGFR_target,1,direct
STAT3_tf,FOS_target,1,direct
CREB1_tf,HMOX1_target,-1,direct
ETS1_tf,IL2RB_target,1,direct
STAT3_tf,IL6_target,1,direct
ETS1_tf,LCK_target,1,direct
FOXO1_tf,SELENOP_target,1,direct
NFIC_tf,TFPI2_target,1,direct
ESR1_tf,FOXP1_target,1,direct
FOXO1_tf,TMEM47_target,1,direct
mir-130a-3p/mir-96-5p,A2M_target,"",indirect
mir-130a-3p/mir-130b-3p,BCL3_target,"",indirect
mir-130b-3p/mir-18a-5p,BCL6_target,"",indirect
mir-18a-5p/mir-301b-3p,BCL6_target,"",indirect
mir-130a-3p/mir-18a-5p,C3_target,"",indirect
mir-10a-5p/mir-9-5p,CD3D_target,"",indirect
mir-10a-5p/mir-9-5p,CD4_target,"",indirect
mir-181c-5p/mir-877-5p,TNFSF8_target,"",indirect
mir-10a-5p/mir-9-5p,CD53_target,"",indirect
mir-200a-3p/mir-96-5p,SLC25A10_target,"",indirect
mir-129-5p/mir-221-3p,EGFR_target,"",indirect
mir-130b-3p/mir-940,FOS_target,"",indirect
let-7a-3p/mir-22-5p,HMOX1_target,"",indirect
mir-10a-5p/mir-9-5p,IL2RB_target,"",indirect
mir-181d-5p/mir-940,IL6_target,"",indirect
mir-10a-5p/mir-9-5p,LCK_target,"",indirect
mir-183-5p/mir-96-5p,SELENOP_target,"",indirect
mir-18a-3p/mir-19a-3p,TFPI2_target,"",indirect
mir-18a-5p/mir-301a-3p,FOXP1_target,"",indirect
mir-182-5p/mir-183-5p,TMEM47_target,"",indirect
