source,target,ModeOfRegulation,edgeType
mir-149-5p,mir-149-5p/mir-3065-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-141-3p,"",direct
mir-149-5p,mir-149-5p/mir-20b-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-338-3p,"",direct
mir-338-3p,mir-338-3p/mir-9-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-503-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-129-5p,mir-129-5p/mir-362-3p,"",direct
let-7g-3p,let-7g-3p/mir-106a-5p,"",direct
mir-135a-5p,mir-135a-5p/mir-141-3p,"",direct
mir-33a-3p,mir-33a-3p/mir-33a-5p,"",direct
mir-205-5p,mir-205-5p/mir-31-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-149-5p,mir-149-5p/mir-3065-5p,"",direct
mir-20b-3p,mir-20b-3p/mir-33a-3p,"",direct
mir-149-5p,mir-149-5p/mir-3065-5p,"",direct
mir-33a-3p,mir-33a-3p/mir-33a-5p,"",direct
mir-20b-5p,mir-20b-5p/mir-33a-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-20b-3p,mir-20b-3p/mir-20b-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-182-5p,mir-182-5p/mir-96-5p,"",direct
mir-33a-3p,mir-33a-3p/mir-33a-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-135a-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-3065-5p,mir-149-5p/mir-3065-5p,"",direct
mir-141-3p,mir-135a-5p/mir-141-3p,"",direct
mir-20b-5p,mir-149-5p/mir-20b-5p,"",direct
mir-338-3p,mir-20b-5p/mir-338-3p,"",direct
mir-9-5p,mir-338-3p/mir-9-5p,"",direct
mir-503-5p,mir-20b-5p/mir-503-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-362-3p,mir-129-5p/mir-362-3p,"",direct
mir-106a-5p,let-7g-3p/mir-106a-5p,"",direct
mir-141-3p,mir-135a-5p/mir-141-3p,"",direct
mir-33a-5p,mir-33a-3p/mir-33a-5p,"",direct
mir-31-5p,mir-205-5p/mir-31-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-3065-5p,mir-149-5p/mir-3065-5p,"",direct
mir-33a-3p,mir-20b-3p/mir-33a-3p,"",direct
mir-3065-5p,mir-149-5p/mir-3065-5p,"",direct
mir-33a-5p,mir-33a-3p/mir-33a-5p,"",direct
mir-33a-3p,mir-20b-5p/mir-33a-3p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-20b-5p,mir-20b-3p/mir-20b-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-96-5p,mir-182-5p/mir-96-5p,"",direct
mir-33a-5p,mir-33a-3p/mir-33a-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-135a-5p,mir-106a-5p/mir-135a-5p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-149-5p/mir-3065-5p,SP1_tf,"",direct
mir-135a-5p/mir-141-3p,MEF2A_tf,"",direct
mir-149-5p/mir-20b-5p,SP1_tf,"",direct
mir-20b-5p/mir-338-3p,HIF1A_tf,"",direct
mir-338-3p/mir-9-5p,HIF1A_tf,"",direct
mir-20b-5p/mir-503-5p,SP1_tf,"",direct
mir-106a-5p/mir-20b-5p,STAT3_tf,"",direct
mir-106a-5p/mir-20b-5p,KLF6_tf,"",direct
mir-106a-5p/mir-20b-5p,HIF1A_tf,"",direct
mir-129-5p/mir-362-3p,TEAD1_tf,"",direct
let-7g-3p/mir-106a-5p,CREB1_tf,"",direct
mir-135a-5p/mir-141-3p,MEF2A_tf,"",direct
mir-33a-3p/mir-33a-5p,NCOA1_tf,"",direct
mir-205-5p/mir-31-5p,AR_tf,"",direct
mir-106a-5p/mir-20b-5p,RUNX3_tf,"",direct
mir-149-5p/mir-3065-5p,SP1_tf,"",direct
mir-20b-3p/mir-33a-3p,IRF4_tf,"",direct
mir-149-5p/mir-3065-5p,SP1_tf,"",direct
mir-33a-3p/mir-33a-5p,NCOA1_tf,"",direct
mir-20b-5p/mir-33a-3p,TCF4_tf,"",direct
mir-106a-5p/mir-20b-5p,KLF6_tf,"",direct
mir-20b-3p/mir-20b-5p,NCOA3_tf,"",direct
mir-106a-5p/mir-20b-5p,ZBTB33_tf,"",direct
mir-182-5p/mir-96-5p,SNAI2_tf,"",direct
mir-33a-3p/mir-33a-5p,NCOA1_tf,"",direct
mir-106a-5p/mir-20b-5p,TCF4_tf,"",direct
mir-106a-5p/mir-20b-5p,FOXJ2_tf,"",direct
mir-106a-5p/mir-135a-5p,MEF2A_tf,"",direct
mir-106a-5p/mir-20b-5p,TCF4_tf,"",direct
SP1_tf,ADRA1A_target,1,direct
MEF2A_tf,BLK_target,1,direct
SP1_tf,CDKN1B_target,1,direct
HIF1A_tf,CEACAM5_target,1,direct
HIF1A_tf,FOXM1_target,1,direct
SP1_tf,IFNGR1_target,1,direct
STAT3_tf,IL6_target,1,direct
KLF6_tf,NOS2_target,1,direct
HIF1A_tf,NOS2_target,1,direct
TEAD1_tf,PCYT1A_target,1,direct
CREB1_tf,PSEN1_target,1,direct
MEF2A_tf,ST6GAL1_target,1,direct
NCOA1_tf,STK3_target,1,direct
AR_tf,CDKL5_target,1,direct
RUNX3_tf,TCF7_target,1,direct
SP1_tf,ABCC3_target,1,direct
IRF4_tf,CFLAR_target,1,direct
SP1_tf,SPRY2_target,1,direct
NCOA1_tf,MAN1A2_target,1,direct
TCF4_tf,PLCB1_target,1,direct
KLF6_tf,DAPK2_target,1,direct
NCOA3_tf,ZMYND8_target,1,direct
ZBTB33_tf,ZZZ3_target,1,direct
SNAI2_tf,AGPAT3_target,-1,direct
NCOA1_tf,ESYT2_target,1,direct
TCF4_tf,ZNF608_target,1,direct
FOXJ2_tf,CC2D2A_target,1,direct
MEF2A_tf,GTDC1_target,1,direct
TCF4_tf,LNX1_target,1,direct
mir-149-5p/mir-3065-5p,ADRA1A_target,"",indirect
mir-135a-5p/mir-141-3p,BLK_target,"",indirect
mir-149-5p/mir-20b-5p,CDKN1B_target,"",indirect
mir-20b-5p/mir-338-3p,CEACAM5_target,"",indirect
mir-338-3p/mir-9-5p,FOXM1_target,"",indirect
mir-20b-5p/mir-503-5p,IFNGR1_target,"",indirect
mir-106a-5p/mir-20b-5p,IL6_target,"",indirect
mir-106a-5p/mir-20b-5p,NOS2_target,"",indirect
mir-106a-5p/mir-20b-5p,NOS2_target,"",indirect
mir-129-5p/mir-362-3p,PCYT1A_target,"",indirect
let-7g-3p/mir-106a-5p,PSEN1_target,"",indirect
mir-135a-5p/mir-141-3p,ST6GAL1_target,"",indirect
mir-33a-3p/mir-33a-5p,STK3_target,"",indirect
mir-205-5p/mir-31-5p,CDKL5_target,"",indirect
mir-106a-5p/mir-20b-5p,TCF7_target,"",indirect
mir-149-5p/mir-3065-5p,ABCC3_target,"",indirect
mir-20b-3p/mir-33a-3p,CFLAR_target,"",indirect
mir-149-5p/mir-3065-5p,SPRY2_target,"",indirect
mir-33a-3p/mir-33a-5p,MAN1A2_target,"",indirect
mir-20b-5p/mir-33a-3p,PLCB1_target,"",indirect
mir-106a-5p/mir-20b-5p,DAPK2_target,"",indirect
mir-20b-3p/mir-20b-5p,ZMYND8_target,"",indirect
mir-106a-5p/mir-20b-5p,ZZZ3_target,"",indirect
mir-182-5p/mir-96-5p,AGPAT3_target,"",indirect
mir-33a-3p/mir-33a-5p,ESYT2_target,"",indirect
mir-106a-5p/mir-20b-5p,ZNF608_target,"",indirect
mir-106a-5p/mir-20b-5p,CC2D2A_target,"",indirect
mir-106a-5p/mir-135a-5p,GTDC1_target,"",indirect
mir-106a-5p/mir-20b-5p,LNX1_target,"",indirect
