source,target,ModeOfRegulation,edgeType
let-7c-5p,let-7c-5p/mir-139-3p,"",direct
mir-3065-3p,mir-3065-3p/mir-33b-5p,"",direct
let-7c-5p,let-7c-5p/mir-150-5p,"",direct
mir-145-5p,mir-145-5p/mir-330-3p,"",direct
mir-218-5p,mir-218-5p/mir-625-5p,"",direct
mir-199a-3p,mir-199a-3p/mir-199a-5p,"",direct
mir-199a-5p,mir-199a-5p/mir-199b-3p,"",direct
mir-199b-3p,mir-199b-3p/mir-99a-5p,"",direct
mir-143-3p,mir-143-3p/mir-296-5p,"",direct
mir-195-5p,mir-195-5p/mir-381-3p,"",direct
mir-381-3p,mir-381-3p/mir-497-5p,"",direct
mir-132-3p,mir-132-3p/mir-195-5p,"",direct
mir-142-3p,mir-142-3p/mir-142-5p,"",direct
mir-142-3p,mir-142-3p/mir-142-5p,"",direct
let-7c-5p,let-7c-5p/mir-199a-3p,"",direct
mir-139-3p,let-7c-5p/mir-139-3p,"",direct
mir-33b-5p,mir-3065-3p/mir-33b-5p,"",direct
mir-150-5p,let-7c-5p/mir-150-5p,"",direct
mir-330-3p,mir-145-5p/mir-330-3p,"",direct
mir-625-5p,mir-218-5p/mir-625-5p,"",direct
mir-199a-5p,mir-199a-3p/mir-199a-5p,"",direct
mir-199b-3p,mir-199a-5p/mir-199b-3p,"",direct
mir-99a-5p,mir-199b-3p/mir-99a-5p,"",direct
mir-296-5p,mir-143-3p/mir-296-5p,"",direct
mir-381-3p,mir-195-5p/mir-381-3p,"",direct
mir-497-5p,mir-381-3p/mir-497-5p,"",direct
mir-195-5p,mir-132-3p/mir-195-5p,"",direct
mir-142-5p,mir-142-3p/mir-142-5p,"",direct
mir-142-5p,mir-142-3p/mir-142-5p,"",direct
mir-199a-3p,let-7c-5p/mir-199a-3p,"",direct
let-7c-5p,SP1_tf,"",direct
mir-3065-3p,SP1_tf,"",direct
let-7c-5p,SP1_tf,"",direct
mir-145-5p,STAT1_tf,"",direct
mir-218-5p,SP1_tf,"",direct
mir-199a-3p,ZKSCAN1_tf,"",direct
mir-199a-5p,ZKSCAN1_tf,"",direct
mir-199b-3p,ZKSCAN1_tf,"",direct
mir-143-3p,NR2C2_tf,"",direct
mir-195-5p,SP1_tf,"",direct
mir-381-3p,SP1_tf,"",direct
mir-132-3p,ZEB2_tf,"",direct
mir-142-3p,ELF1_tf,"",direct
mir-142-3p,ZKSCAN1_tf,"",direct
let-7c-5p,BCL11A_tf,"",direct
SP1_tf,IGF2_target,1,direct
SP1_tf,ITGA5_target,1,direct
SP1_tf,SKP2_target,1,direct
STAT1_tf,TAP1_target,1,direct
SP1_tf,TNFRSF10B_target,1,direct
ZKSCAN1_tf,BAZ2A_target,1,direct
ZKSCAN1_tf,BAZ2A_target,1,direct
ZKSCAN1_tf,BAZ2A_target,1,direct
NR2C2_tf,GPATCH8_target,1,direct
SP1_tf,BRD7_target,1,direct
SP1_tf,BRD7_target,1,direct
ZEB2_tf,TBL1XR1_target,-1,direct
ELF1_tf,CHD9_target,1,direct
ZKSCAN1_tf,CHD9_target,1,direct
BCL11A_tf,KDM2B_target,1,direct
let-7c-5p/mir-139-3p,IGF2_target,"",indirect
mir-3065-3p/mir-33b-5p,ITGA5_target,"",indirect
let-7c-5p/mir-150-5p,SKP2_target,"",indirect
mir-145-5p/mir-330-3p,TAP1_target,"",indirect
mir-218-5p/mir-625-5p,TNFRSF10B_target,"",indirect
mir-199a-3p/mir-199a-5p,BAZ2A_target,"",indirect
mir-199a-5p/mir-199b-3p,BAZ2A_target,"",indirect
mir-199b-3p/mir-99a-5p,BAZ2A_target,"",indirect
mir-143-3p/mir-296-5p,GPATCH8_target,"",indirect
mir-195-5p/mir-381-3p,BRD7_target,"",indirect
mir-381-3p/mir-497-5p,BRD7_target,"",indirect
mir-132-3p/mir-195-5p,TBL1XR1_target,"",indirect
mir-142-3p/mir-142-5p,CHD9_target,"",indirect
mir-142-3p/mir-142-5p,CHD9_target,"",indirect
let-7c-5p/mir-199a-3p,KDM2B_target,"",indirect
