shared_name,name,info
mir-127-5p,mir-127-5p,mirna
mir-149-5p,mir-149-5p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-193b-3p,mir-193b-3p,mirna
mir-31-5p,mir-31-5p,mirna
mir-222-5p,mir-222-5p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-125b-5p,mir-125b-5p,mirna
mir-1296-5p,mir-1296-5p,mirna
mir-218-5p,mir-218-5p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-143-5p,mir-143-5p,mirna
mir-152-3p,mir-152-3p,mirna
mir-130b-3p,mir-130b-3p,mirna
mir-181a-2-3p,mir-181a-2-3p,mirna
mir-145-5p,mir-145-5p,mirna
mir-9-3p,mir-9-3p,mirna
mir-642a-5p,mir-642a-5p,mirna
mir-221-5p,mir-221-5p,mirna
mir-96-5p,mir-96-5p,mirna
mir-326,mir-326,mirna
mir-33b-5p,mir-33b-5p,mirna
mir-145-5p,mir-145-5p,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-592,mir-592,mirna
mir-203a-3p,mir-203a-3p,mirna
mir-577,mir-577,mirna
mir-326,mir-326,mirna
mir-193b-3p,mir-193b-3p,mirna
mir-23b-5p,mir-23b-5p,mirna
STAT1_tf,STAT1,tf
NFKB1_tf,NFKB1,tf
ESR1_tf,ESR1,tf
TCF7L2_tf,TCF7L2,tf
SP1_tf,SP1,tf
E2F2_tf,E2F2,tf
MYC_tf,MYC,tf
MYC_tf,MYC,tf
SP1_tf,SP1,tf
MYC_tf,MYC,tf
ESR1_tf,ESR1,tf
TFDP1_tf,TFDP1,tf
MAZ_tf,MAZ,tf
TCF4_tf,TCF4,tf
ELF1_tf,ELF1,tf
ADAR_target,ADAR,target
FASLG_target,FASLG,target
ATP2B4_target,ATP2B4,target
CTNNB1_target,CTNNB1,target
CYP1B1_target,CYP1B1,target
E2F1_target,E2F1,target
MBD1_target,MBD1,target
PPAT_target,PPAT,target
RORA_target,RORA,target
RPL32_target,RPL32,target
SPARC_target,SPARC,target
CCNE2_target,CCNE2,target
CRTC1_target,CRTC1,target
ZNF608_target,ZNF608,target
RNF213_target,RNF213,target
mir-127-5p/mir-145-5p,"",dummy
mir-149-5p/mir-9-3p,"",dummy
mir-18a-5p/mir-642a-5p,"",dummy
mir-193b-3p/mir-221-5p,"",dummy
mir-31-5p/mir-96-5p,"",dummy
mir-222-5p/mir-326,"",dummy
mir-18b-5p/mir-33b-5p,"",dummy
mir-125b-5p/mir-145-5p,"",dummy
mir-1296-5p/mir-33a-5p,"",dummy
mir-218-5p/mir-592,"",dummy
mir-18a-5p/mir-203a-3p,"",dummy
mir-143-5p/mir-577,"",dummy
mir-152-3p/mir-326,"",dummy
mir-130b-3p/mir-193b-3p,"",dummy
mir-181a-2-3p/mir-23b-5p,"",dummy
