source,target,ModeOfRegulation,edgeType
mir-16-1-3p,mir-16-1-3p/mir-17-5p,"",direct
let-7b-5p,let-7b-5p/mir-30a-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-369-3p,"",direct
mir-125b-5p,mir-125b-5p/mir-199b-5p,"",direct
mir-181a-5p,mir-181a-5p/mir-25-3p,"",direct
mir-181a-5p,mir-181a-5p/mir-548j-5p,"",direct
mir-181a-5p,mir-181a-5p/mir-9-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-381-3p,"",direct
mir-25-3p,mir-25-3p/mir-376c-3p,"",direct
mir-15a-5p,mir-15a-5p/mir-450b-5p,"",direct
mir-429,mir-429/mir-495-3p,"",direct
mir-181c-5p,mir-181c-5p/mir-195-5p,"",direct
mir-429,mir-429/mir-516b-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-497-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-195-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-195-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-497-5p,"",direct
let-7b-5p,let-7b-5p/mir-525-5p,"",direct
let-7b-5p,let-7b-5p/mir-520a-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-182-5p,"",direct
mir-138-5p,mir-138-5p/mir-195-5p,"",direct
mir-30a-5p,mir-30a-5p/mir-3662,"",direct
mir-130a-3p,mir-130a-3p/mir-33a-3p,"",direct
mir-125b-5p,mir-125b-5p/mir-30a-5p,"",direct
mir-125b-5p,mir-125b-5p/mir-30a-3p,"",direct
mir-125b-5p,mir-125b-5p/mir-221-3p,"",direct
let-7b-3p,let-7b-3p/mir-125b-5p,"",direct
let-7b-5p,let-7b-5p/mir-125a-5p,"",direct
mir-15b-5p,mir-15b-5p/mir-548t-5p,"",direct
mir-301b-3p,mir-301b-3p/mir-4326,"",direct
let-7b-5p,let-7b-5p/mir-182-5p,"",direct
let-7b-5p,let-7b-5p/mir-519d-3p,"",direct
let-7b-5p,let-7b-5p/mir-30a-5p,"",direct
let-7b-5p,let-7b-5p/mir-182-5p,"",direct
mir-181a-2-3p,mir-181a-2-3p/mir-758-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-377-5p,"",direct
mir-135b-5p,mir-135b-5p/mir-31-5p,"",direct
let-7b-5p,let-7b-5p/mir-125b-5p,"",direct
mir-1291,mir-1291/mir-1304-5p,"",direct
mir-195-5p,mir-195-5p/mir-376b-3p,"",direct
mir-410-3p,mir-410-3p/mir-548v,"",direct
let-7b-5p,let-7b-5p/mir-519d-3p,"",direct
mir-15a-5p,mir-15a-5p/mir-654-5p,"",direct
mir-30a-3p,mir-30a-3p/mir-337-3p,"",direct
mir-181a-2-3p,mir-181a-2-3p/mir-20a-5p,"",direct
mir-17-5p,mir-17-5p/mir-181a-2-3p,"",direct
mir-15b-5p,mir-15b-5p/mir-766-3p,"",direct
mir-181a-2-3p,mir-181a-2-3p/mir-766-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-411-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-377-3p,"",direct
mir-485-3p,mir-485-3p/mir-493-5p,"",direct
mir-15b-5p,mir-15b-5p/mir-9-5p,"",direct
mir-2355-5p,mir-2355-5p/mir-497-5p,"",direct
mir-181a-5p,mir-181a-5p/mir-2355-5p,"",direct
