source,target,ModeOfRegulation,edgeType
mir-193b-5p,mir-193b-5p/mir-502-5p,"",direct
mir-26b-5p,mir-26b-5p/mir-502-5p,"",direct
let-7c-5p,let-7c-5p/mir-218-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-326,"",direct
mir-27a-5p,mir-27a-5p/mir-339-5p,"",direct
mir-195-5p,mir-195-5p/mir-7-5p,"",direct
let-7i-3p,let-7i-3p/mir-3928-3p,"",direct
mir-324-5p,mir-324-5p/mir-708-5p,"",direct
mir-142-5p,mir-142-5p/mir-940,"",direct
mir-26b-5p,mir-26b-5p/mir-320c,"",direct
mir-192-5p,mir-192-5p/mir-940,"",direct
mir-153-3p,mir-153-3p/mir-192-3p,"",direct
mir-200a-5p,mir-200a-5p/mir-505-3p,"",direct
mir-19b-1-5p,mir-19b-1-5p/mir-505-5p,"",direct
mir-1-3p,mir-1-3p/mir-148a-3p,"",direct
mir-1-3p,mir-1-3p/mir-143-3p,"",direct
mir-20a-3p,mir-20a-3p/mir-9-5p,"",direct
mir-424-5p,mir-424-5p/mir-503-5p,"",direct
mir-671-5p,mir-671-5p/mir-874-3p,"",direct
mir-299-5p,mir-299-5p/mir-616-3p,"",direct
mir-133b,mir-133b/mir-19b-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-429,"",direct
mir-149-5p,mir-149-5p/mir-196a-5p,"",direct
mir-149-5p,mir-149-5p/mir-548b-3p,"",direct
mir-193b-3p,mir-193b-3p/mir-326,"",direct
mir-125a-3p,mir-125a-3p/mir-93-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-345-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-345-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-130b-5p,"",direct
mir-130b-3p,mir-130b-3p/mir-942-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-942-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-455-5p,"",direct
mir-376c-3p,mir-376c-3p/mir-93-5p,"",direct
mir-142-3p,mir-142-3p/mir-223-5p,"",direct
mir-26b-3p,mir-26b-3p/mir-429,"",direct
mir-142-3p,mir-142-3p/mir-26b-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-335-3p,"",direct
mir-142-3p,mir-142-3p/mir-3065-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-26b-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-30a-5p,"",direct
mir-222-5p,mir-222-5p/mir-874-3p,"",direct
mir-144-3p,mir-144-3p/mir-377-3p,"",direct
mir-2355-3p,mir-2355-3p/mir-424-5p,"",direct
mir-182-5p,mir-182-5p/mir-335-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-20b-5p,"",direct
mir-20a-3p,mir-20a-3p/mir-30a-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-19b-1-5p,"",direct
mir-103a-2-5p,mir-103a-2-5p/mir-362-3p,"",direct
mir-143-5p,mir-143-5p/mir-331-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-532-3p,"",direct
let-7c-5p,let-7c-5p/mir-1-3p,"",direct
mir-30a-5p,mir-30a-5p/mir-532-3p,"",direct
mir-153-3p,mir-153-3p/mir-193b-5p,"",direct
mir-153-3p,mir-153-3p/mir-16-2-3p,"",direct
mir-150-5p,mir-150-5p/mir-26a-2-3p,"",direct
mir-143-3p,mir-143-3p/mir-145-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-342-3p,"",direct
mir-150-5p,mir-150-5p/mir-342-5p,"",direct
mir-155-5p,mir-155-5p/mir-30a-3p,"",direct
mir-20b-5p,mir-20b-5p/mir-629-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-363-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-342-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-363-3p,"",direct
mir-148a-3p,mir-148a-3p/mir-376a-5p,"",direct
mir-126-3p,mir-126-3p/mir-320d,"",direct
mir-1304-5p,mir-1304-5p/mir-136-5p,"",direct
mir-126-3p,mir-126-3p/mir-26b-3p,"",direct
mir-26b-3p,mir-26b-3p/mir-486-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-26b-3p,"",direct
mir-1271-5p,mir-1271-5p/mir-26b-3p,"",direct
mir-26b-3p,mir-26b-3p/mir-486-5p,"",direct
mir-148a-3p,mir-148a-3p/mir-92a-1-5p,"",direct
mir-146a-5p,mir-146a-5p/mir-148a-3p,"",direct
mir-129-5p,mir-129-5p/mir-143-5p,"",direct
mir-1301-3p,mir-1301-3p/mir-320b,"",direct
mir-103a-2-5p,mir-103a-2-5p/mir-940,"",direct
mir-142-5p,mir-142-5p/mir-940,"",direct
mir-31-5p,mir-31-5p/mir-940,"",direct
mir-320b,mir-320b/mir-940,"",direct
mir-335-3p,mir-335-3p/mir-342-5p,"",direct
mir-1301-3p,mir-1301-3p/mir-142-5p,"",direct
mir-1301-3p,mir-1301-3p/mir-221-5p,"",direct
mir-155-5p,mir-155-5p/mir-92b-5p,"",direct
mir-335-3p,mir-335-3p/mir-33a-3p,"",direct
mir-221-5p,mir-221-5p/mir-550a-5p,"",direct
mir-335-3p,mir-335-3p/mir-550a-5p,"",direct
mir-103a-2-5p,mir-103a-2-5p/mir-1301-3p,"",direct
mir-320b,mir-320b/mir-627-5p,"",direct
mir-31-5p,mir-31-5p/mir-550a-5p,"",direct
mir-183-5p,mir-183-5p/mir-335-3p,"",direct
mir-18a-3p,mir-18a-3p/mir-320d,"",direct
mir-301b-3p,mir-301b-3p/mir-335-3p,"",direct
mir-940,mir-940/mir-96-5p,"",direct
mir-142-5p,mir-142-5p/mir-33a-3p,"",direct
mir-1301-3p,mir-1301-3p/mir-320c,"",direct
mir-320b,mir-320b/mir-550a-5p,"",direct
mir-20a-3p,mir-20a-3p/mir-335-3p,"",direct
mir-130b-3p,mir-130b-3p/mir-142-3p,"",direct
mir-221-5p,mir-221-5p/mir-224-5p,"",direct
mir-182-5p,mir-182-5p/mir-9-5p,"",direct
mir-218-5p,mir-218-5p/mir-9-5p,"",direct
mir-30a-5p,mir-30a-5p/mir-500a-5p,"",direct
mir-26b-5p,mir-26b-5p/mir-93-5p,"",direct
mir-590-5p,mir-590-5p/mir-627-5p,"",direct
mir-424-5p,mir-424-5p/mir-874-3p,"",direct
mir-424-5p,mir-424-5p/mir-505-5p,"",direct
mir-30a-5p,mir-30a-5p/mir-320d,"",direct
mir-30a-5p,mir-30a-5p/mir-940,"",direct
mir-26b-5p,mir-26b-5p/mir-505-5p,"",direct
mir-26b-5p,mir-26b-5p/mir-323a-3p,"",direct
mir-320c,mir-320c/mir-874-3p,"",direct
mir-505-3p,mir-505-3p/mir-874-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-324-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-421,"",direct
mir-20a-3p,mir-20a-3p/mir-421,"",direct
mir-130b-3p,mir-130b-3p/mir-18a-3p,"",direct
mir-27a-5p,mir-27a-5p/mir-425-5p,"",direct
mir-155-5p,mir-155-5p/mir-503-5p,"",direct
mir-19b-1-5p,mir-19b-1-5p/mir-335-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-7-5p,"",direct
mir-222-5p,mir-222-5p/mir-33b-5p,"",direct
mir-222-5p,mir-222-5p/mir-31-5p,"",direct
mir-19b-1-5p,mir-19b-1-5p/mir-500b-5p,"",direct
mir-142-3p,mir-142-3p/mir-145-5p,"",direct
mir-144-3p,mir-144-3p/mir-145-5p,"",direct
mir-145-5p,mir-145-5p/mir-744-3p,"",direct
mir-144-3p,mir-144-3p/mir-30a-5p,"",direct
mir-142-3p,mir-142-3p/mir-145-5p,"",direct
mir-144-3p,mir-144-3p/mir-421,"",direct
mir-145-5p,mir-145-5p/mir-503-5p,"",direct
mir-345-5p,mir-345-5p/mir-9-5p,"",direct
mir-144-3p,mir-144-3p/mir-30a-5p,"",direct
mir-144-3p,mir-144-3p/mir-421,"",direct
mir-129-5p,mir-129-5p/mir-145-5p,"",direct
mir-144-3p,mir-144-3p/mir-145-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-671-5p,"",direct
mir-320b,mir-320b/mir-584-5p,"",direct
mir-155-5p,mir-155-5p/mir-484,"",direct
mir-17-5p,mir-17-5p/mir-18a-5p,"",direct
mir-20a-3p,mir-20a-3p/mir-548e-3p,"",direct
mir-17-5p,mir-17-5p/mir-324-5p,"",direct
