source,target,ModeOfRegulation,edgeType
mir-301a-3p,mir-301a-3p/mir-338-3p,"",direct
mir-205-3p,mir-205-3p/mir-331-3p,"",direct
mir-18b-5p,mir-18b-5p/mir-205-3p,"",direct
mir-205-3p,mir-205-3p/mir-940,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-205-3p,mir-205-3p/mir-940,"",direct
mir-205-3p,mir-205-3p/mir-940,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-32-3p,mir-32-3p/mir-363-3p,"",direct
mir-17-5p,mir-17-5p/mir-577,"",direct
mir-20b-5p,mir-20b-5p/mir-3934-5p,"",direct
mir-1-3p,mir-1-3p/mir-18a-5p,"",direct
mir-33a-3p,mir-33a-3p/mir-944,"",direct
mir-106a-5p,mir-106a-5p/mir-19a-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-19b-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-1226-3p,mir-1226-3p/mir-570-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-301a-3p,"",direct
let-7c-5p,let-7c-5p/mir-204-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-944,"",direct
mir-129-5p,mir-129-5p/mir-940,"",direct
mir-141-3p,mir-141-3p/mir-429,"",direct
mir-141-3p,mir-141-3p/mir-429,"",direct
mir-141-3p,mir-141-3p/mir-200b-3p,"",direct
mir-17-5p,mir-17-5p/mir-18a-3p,"",direct
mir-17-5p,mir-17-5p/mir-18a-3p,"",direct
mir-17-5p,mir-17-5p/mir-18a-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-20a-5p,"",direct
mir-29c-3p,mir-29c-3p/mir-320b,"",direct
mir-33a-5p,mir-33a-5p/mir-655-3p,"",direct
mir-30c-2-3p,mir-30c-2-3p/mir-338-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-628-3p,"",direct
