source,target,ModeOfRegulation,edgeType
mir-582-5p,mir-582-5p/mir-99a-5p,"",direct
mir-363-3p,mir-363-3p/mir-625-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-9-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-9-5p,"",direct
mir-30a-5p,mir-30a-5p/mir-369-3p,"",direct
mir-155-5p,mir-155-5p/mir-320d,"",direct
mir-182-5p,mir-182-5p/mir-224-3p,"",direct
mir-20b-5p,mir-20b-5p/mir-3065-3p,"",direct
mir-203a-3p,mir-203a-3p/mir-454-3p,"",direct
mir-193b-3p,mir-193b-3p/mir-381-3p,"",direct
mir-200a-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-141-3p,mir-141-3p/mir-378a-3p,"",direct
mir-135b-5p,mir-135b-5p/mir-378a-3p,"",direct
mir-141-5p,mir-141-5p/mir-200b-3p,"",direct
mir-141-5p,mir-141-5p/mir-200b-3p,"",direct
mir-138-5p,mir-138-5p/mir-30c-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-744-3p,"",direct
mir-20a-3p,mir-20a-3p/mir-877-5p,"",direct
mir-10a-5p,mir-10a-5p/mir-142-3p,"",direct
mir-141-3p,mir-141-3p/mir-218-5p,"",direct
mir-9-5p,mir-9-5p/mir-96-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-214-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-106a-5p,mir-106a-5p/mir-29c-3p,"",direct
mir-106a-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-142-3p,mir-142-3p/mir-29b-3p,"",direct
mir-214-3p,mir-214-3p/mir-758-3p,"",direct
mir-18a-3p,mir-18a-3p/mir-410-3p,"",direct
mir-19b-3p,mir-19b-3p/mir-23a-5p,"",direct
mir-1226-3p,mir-1226-3p/mir-411-3p,"",direct
mir-129-5p,mir-129-5p/mir-96-5p,"",direct
mir-338-3p,mir-338-3p/mir-7-5p,"",direct
mir-130a-5p,mir-130a-5p/mir-335-5p,"",direct
mir-338-3p,mir-338-3p/mir-7-5p,"",direct
mir-212-3p,mir-212-3p/mir-424-5p,"",direct
mir-141-3p,mir-141-3p/mir-223-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-625-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-24-2-5p,"",direct
mir-142-5p,mir-142-5p/mir-155-5p,"",direct
mir-142-5p,mir-142-5p/mir-155-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-432-5p,"",direct
mir-18a-5p,mir-18a-5p/mir-377-5p,"",direct
mir-378c,mir-378c/mir-486-3p,"",direct
let-7c-5p,let-7c-5p/mir-432-5p,"",direct
mir-182-5p,mir-182-5p/mir-224-3p,"",direct
mir-30c-5p,mir-30c-5p/mir-589-3p,"",direct
mir-19a-3p,mir-19a-3p/mir-502-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-502-5p,"",direct
mir-30a-3p,mir-30a-3p/mir-877-5p,"",direct
mir-18a-3p,mir-18a-3p/mir-193b-3p,"",direct
mir-377-5p,mir-377-5p/mir-424-5p,"",direct
mir-133a-3p,mir-133a-3p/mir-133b,"",direct
mir-424-5p,mir-424-5p/mir-500a-5p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-135b-5p,mir-135b-5p/mir-19b-3p,"",direct
mir-141-3p,mir-141-3p/mir-301b-3p,"",direct
mir-142-3p,mir-142-3p/mir-29b-3p,"",direct
mir-424-5p,mir-424-5p/mir-425-5p,"",direct
mir-182-5p,mir-182-5p/mir-204-5p,"",direct
mir-338-3p,mir-338-3p/mir-582-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-30c-5p,mir-30c-5p/mir-410-3p,"",direct
mir-142-5p,mir-142-5p/mir-30c-5p,"",direct
mir-335-5p,mir-335-5p/mir-429,"",direct
mir-18a-3p,mir-18a-3p/mir-363-3p,"",direct
mir-196b-5p,mir-196b-5p/mir-370-3p,"",direct
mir-30a-3p,mir-30a-3p/mir-30a-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-500b-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-500a-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-500a-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-500b-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-500a-5p,"",direct
mir-106a-5p,mir-106a-5p/mir-18a-5p,"",direct
mir-19b-3p,mir-19b-3p/mir-411-5p,"",direct
mir-19a-3p,mir-19a-3p/mir-411-5p,"",direct
mir-193b-3p,mir-193b-3p/mir-31-5p,"",direct
mir-200a-3p,mir-200a-3p/mir-33a-5p,"",direct
mir-338-3p,mir-338-3p/mir-7-5p,"",direct
mir-130a-3p,mir-130a-3p/mir-345-5p,"",direct
mir-30c-5p,mir-30c-5p/mir-505-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-7-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-7-5p,"",direct
mir-20a-5p,mir-20a-5p/mir-7-5p,"",direct
mir-301a-3p,mir-301a-3p/mir-432-5p,"",direct
mir-129-5p,mir-129-5p/mir-193b-3p,"",direct
mir-18a-5p,mir-18a-5p/mir-200b-3p,"",direct
mir-200b-3p,mir-200b-3p/mir-429,"",direct
mir-376b-3p,mir-20b-5p/mir-376b-3p,"",direct
mir-218-5p,mir-200b-3p/mir-218-5p,"",direct
mir-9-5p,mir-363-3p/mir-9-5p,"",direct
mir-29b-1-5p,mir-196b-5p/mir-29b-1-5p,"",direct
mir-30a-3p,mir-10a-5p/mir-30a-3p,"",direct
mir-31-5p,mir-20b-5p/mir-31-5p,"",direct
mir-503-5p,mir-33b-5p/mir-503-5p,"",direct
mir-503-5p,mir-10a-5p/mir-503-5p,"",direct
mir-320d,mir-224-3p/mir-320d,"",direct
mir-377-5p,let-7c-5p/mir-377-5p,"",direct
mir-20a-3p,mir-182-5p/mir-20a-3p,"",direct
mir-301b-3p,mir-206/mir-301b-3p,"",direct
mir-301b-3p,mir-206/mir-301b-3p,"",direct
mir-3065-5p,mir-29b-3p/mir-3065-5p,"",direct
mir-454-3p,mir-106a-5p/mir-454-3p,"",direct
mir-92a-1-5p,mir-203a-3p/mir-92a-1-5p,"",direct
mir-425-5p,mir-33b-5p/mir-425-5p,"",direct
mir-200a-3p,mir-19a-3p/mir-200a-3p,"",direct
mir-135b-5p,mir-130a-3p/mir-135b-5p,"",direct
mir-580-3p,mir-142-3p/mir-580-3p,"",direct
mir-454-3p,mir-19a-3p/mir-454-3p,"",direct
mir-7-5p,mir-505-5p/mir-7-5p,"",direct
mir-7-5p,mir-424-5p/mir-7-5p,"",direct
mir-9-5p,mir-218-5p/mir-9-5p,"",direct
mir-155-5p,mir-142-5p/mir-155-5p,"",direct
mir-7-5p,mir-155-5p/mir-7-5p,"",direct
mir-410-3p,mir-31-3p/mir-410-3p,"",direct
mir-218-5p,mir-206/mir-218-5p,"",direct
mir-218-5p,mir-1-3p/mir-218-5p,"",direct
mir-493-3p,mir-200b-3p/mir-493-3p,"",direct
mir-493-3p,mir-200b-3p/mir-493-3p,"",direct
mir-9-5p,mir-363-3p/mir-9-5p,"",direct
mir-582-5p,mir-183-5p/mir-582-5p,"",direct
mir-138-5p,let-7c-5p/mir-138-5p,"",direct
mir-589-3p,mir-155-5p/mir-589-3p,"",direct
mir-589-3p,mir-155-5p/mir-589-3p,"",direct
mir-101-5p,mir-1-3p/mir-101-5p,"",direct
mir-148a-5p,mir-135b-5p/mir-148a-5p,"",direct
mir-296-3p,mir-2355-3p/mir-296-3p,"",direct
mir-19b-3p,mir-196a-5p/mir-19b-3p,"",direct
mir-96-5p,mir-106a-5p/mir-96-5p,"",direct
mir-424-5p,mir-193b-3p/mir-424-5p,"",direct
mir-582-5p,mir-338-3p/mir-582-5p,"",direct
mir-183-5p,mir-141-3p/mir-183-5p,"",direct
mir-29c-3p,mir-130a-3p/mir-29c-3p,"",direct
mir-654-3p,mir-378a-3p/mir-654-3p,"",direct
mir-654-3p,mir-429/mir-654-3p,"",direct
mir-424-5p,mir-183-5p/mir-424-5p,"",direct
mir-411-5p,mir-199a-5p/mir-411-5p,"",direct
mir-338-3p,mir-106a-5p/mir-338-3p,"",direct
mir-7-5p,mir-30a-3p/mir-7-5p,"",direct
mir-223-5p,mir-20a-3p/mir-223-5p,"",direct
mir-580-3p,mir-301b-3p/mir-580-3p,"",direct
mir-580-3p,mir-301b-3p/mir-580-3p,"",direct
mir-9-5p,mir-148a-3p/mir-9-5p,"",direct
mir-410-3p,mir-29b-3p/mir-410-3p,"",direct
mir-9-5p,mir-142-5p/mir-9-5p,"",direct
mir-7-5p,mir-454-3p/mir-7-5p,"",direct
mir-30a-5p,mir-10a-5p/mir-30a-5p,"",direct
mir-452-3p,mir-425-5p/mir-452-3p,"",direct
mir-511-5p,mir-223-3p/mir-511-5p,"",direct
mir-30a-5p,mir-30a-3p/mir-30a-5p,"",direct
mir-183-5p,mir-135b-5p/mir-183-5p,"",direct
mir-616-5p,mir-425-5p/mir-616-5p,"",direct
mir-20a-5p,mir-19a-3p/mir-20a-5p,"",direct
mir-363-3p,mir-106a-5p/mir-363-3p,"",direct
mir-425-5p,mir-424-5p/mir-425-5p,"",direct
mir-9-5p,mir-30c-5p/mir-9-5p,"",direct
mir-454-3p,mir-133b/mir-454-3p,"",direct
mir-20a-5p,mir-133b/mir-20a-5p,"",direct
mir-454-3p,mir-133a-3p/mir-454-3p,"",direct
mir-221-5p,mir-106a-5p/mir-221-5p,"",direct
mir-130a-3p,mir-103a-2-5p/mir-130a-3p,"",direct
mir-193b-3p,mir-103a-2-5p/mir-193b-3p,"",direct
mir-301a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-615-3p,mir-184/mir-615-3p,"",direct
mir-424-5p,mir-149-5p/mir-424-5p,"",direct
mir-378a-3p,mir-3065-5p/mir-378a-3p,"",direct
mir-9-5p,mir-203a-3p/mir-9-5p,"",direct
mir-138-5p,let-7c-5p/mir-138-5p,"",direct
mir-138-5p,let-7c-5p/mir-138-5p,"",direct
mir-301a-3p,mir-19a-3p/mir-301a-3p,"",direct
mir-320b,mir-10a-5p/mir-320b,"",direct
mir-204-5p,mir-1-3p/mir-204-5p,"",direct
mir-33b-5p,mir-33a-5p/mir-33b-5p,"",direct
mir-424-5p,mir-31-5p/mir-424-5p,"",direct
mir-182-5p,let-7c-5p/mir-182-5p,"",direct
mir-155-5p,mir-1-3p/mir-155-5p,"",direct
mir-221-5p,mir-106a-5p/mir-221-5p,"",direct
mir-185-3p,mir-106a-5p/mir-185-3p,"",direct
mir-539-5p,let-7c-5p/mir-539-5p,"",direct
mir-96-5p,mir-33a-5p/mir-96-5p,"",direct
mir-204-5p,mir-149-5p/mir-204-5p,"",direct
mir-377-3p,mir-223-3p/mir-377-3p,"",direct
mir-335-5p,mir-335-3p/mir-335-5p,"",direct
mir-9-5p,mir-20b-5p/mir-9-5p,"",direct
mir-34c-5p,mir-20b-5p/mir-34c-5p,"",direct
mir-7-5p,mir-424-5p/mir-7-5p,"",direct
mir-30a-3p,mir-187-3p/mir-30a-3p,"",direct
mir-196b-5p,mir-106a-5p/mir-196b-5p,"",direct
mir-7-5p,mir-589-3p/mir-7-5p,"",direct
mir-338-3p,mir-19b-3p/mir-338-3p,"",direct
mir-30c-5p,mir-29b-3p/mir-30c-5p,"",direct
mir-424-5p,mir-338-3p/mir-424-5p,"",direct
mir-30c-5p,mir-29b-3p/mir-30c-5p,"",direct
mir-99a-5p,mir-582-5p/mir-99a-5p,"",direct
mir-625-5p,mir-363-3p/mir-625-5p,"",direct
mir-9-5p,mir-200b-3p/mir-9-5p,"",direct
mir-9-5p,mir-200b-3p/mir-9-5p,"",direct
mir-369-3p,mir-30a-5p/mir-369-3p,"",direct
mir-320d,mir-155-5p/mir-320d,"",direct
mir-224-3p,mir-182-5p/mir-224-3p,"",direct
mir-3065-3p,mir-20b-5p/mir-3065-3p,"",direct
mir-454-3p,mir-203a-3p/mir-454-3p,"",direct
mir-381-3p,mir-193b-3p/mir-381-3p,"",direct
mir-200b-3p,mir-200a-3p/mir-200b-3p,"",direct
mir-378a-3p,mir-141-3p/mir-378a-3p,"",direct
mir-378a-3p,mir-135b-5p/mir-378a-3p,"",direct
mir-200b-3p,mir-141-5p/mir-200b-3p,"",direct
mir-200b-3p,mir-141-5p/mir-200b-3p,"",direct
mir-30c-5p,mir-138-5p/mir-30c-5p,"",direct
mir-744-3p,mir-18a-5p/mir-744-3p,"",direct
mir-877-5p,mir-20a-3p/mir-877-5p,"",direct
mir-142-3p,mir-10a-5p/mir-142-3p,"",direct
mir-218-5p,mir-141-3p/mir-218-5p,"",direct
mir-96-5p,mir-9-5p/mir-96-5p,"",direct
mir-214-3p,mir-200a-3p/mir-214-3p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-29c-3p,mir-106a-5p/mir-29c-3p,"",direct
mir-20b-5p,mir-106a-5p/mir-20b-5p,"",direct
mir-29b-3p,mir-142-3p/mir-29b-3p,"",direct
mir-758-3p,mir-214-3p/mir-758-3p,"",direct
mir-410-3p,mir-18a-3p/mir-410-3p,"",direct
mir-23a-5p,mir-19b-3p/mir-23a-5p,"",direct
mir-411-3p,mir-1226-3p/mir-411-3p,"",direct
mir-96-5p,mir-129-5p/mir-96-5p,"",direct
mir-7-5p,mir-338-3p/mir-7-5p,"",direct
mir-335-5p,mir-130a-5p/mir-335-5p,"",direct
mir-7-5p,mir-338-3p/mir-7-5p,"",direct
mir-424-5p,mir-212-3p/mir-424-5p,"",direct
mir-223-5p,mir-141-3p/mir-223-5p,"",direct
mir-625-5p,mir-130a-3p/mir-625-5p,"",direct
mir-24-2-5p,mir-130a-3p/mir-24-2-5p,"",direct
mir-155-5p,mir-142-5p/mir-155-5p,"",direct
mir-155-5p,mir-142-5p/mir-155-5p,"",direct
mir-432-5p,mir-18a-5p/mir-432-5p,"",direct
mir-377-5p,mir-18a-5p/mir-377-5p,"",direct
mir-486-3p,mir-378c/mir-486-3p,"",direct
mir-432-5p,let-7c-5p/mir-432-5p,"",direct
mir-224-3p,mir-182-5p/mir-224-3p,"",direct
mir-589-3p,mir-30c-5p/mir-589-3p,"",direct
mir-502-5p,mir-19a-3p/mir-502-5p,"",direct
mir-502-5p,mir-20a-5p/mir-502-5p,"",direct
mir-877-5p,mir-30a-3p/mir-877-5p,"",direct
mir-193b-3p,mir-18a-3p/mir-193b-3p,"",direct
mir-424-5p,mir-377-5p/mir-424-5p,"",direct
mir-133b,mir-133a-3p/mir-133b,"",direct
mir-500a-5p,mir-424-5p/mir-500a-5p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-19b-3p,mir-135b-5p/mir-19b-3p,"",direct
mir-301b-3p,mir-141-3p/mir-301b-3p,"",direct
mir-29b-3p,mir-142-3p/mir-29b-3p,"",direct
mir-425-5p,mir-424-5p/mir-425-5p,"",direct
mir-204-5p,mir-182-5p/mir-204-5p,"",direct
mir-582-5p,mir-338-3p/mir-582-5p,"",direct
mir-301b-3p,mir-130a-3p/mir-301b-3p,"",direct
mir-410-3p,mir-30c-5p/mir-410-3p,"",direct
mir-30c-5p,mir-142-5p/mir-30c-5p,"",direct
mir-429,mir-335-5p/mir-429,"",direct
mir-363-3p,mir-18a-3p/mir-363-3p,"",direct
mir-370-3p,mir-196b-5p/mir-370-3p,"",direct
mir-30a-5p,mir-30a-3p/mir-30a-5p,"",direct
mir-500b-5p,mir-19a-3p/mir-500b-5p,"",direct
mir-500a-5p,mir-19a-3p/mir-500a-5p,"",direct
mir-500a-5p,mir-19b-3p/mir-500a-5p,"",direct
mir-500b-5p,mir-19b-3p/mir-500b-5p,"",direct
mir-500a-5p,mir-20a-5p/mir-500a-5p,"",direct
mir-18a-5p,mir-106a-5p/mir-18a-5p,"",direct
mir-411-5p,mir-19b-3p/mir-411-5p,"",direct
mir-411-5p,mir-19a-3p/mir-411-5p,"",direct
mir-31-5p,mir-193b-3p/mir-31-5p,"",direct
mir-33a-5p,mir-200a-3p/mir-33a-5p,"",direct
mir-7-5p,mir-338-3p/mir-7-5p,"",direct
mir-345-5p,mir-130a-3p/mir-345-5p,"",direct
mir-505-5p,mir-30c-5p/mir-505-5p,"",direct
mir-7-5p,mir-20a-5p/mir-7-5p,"",direct
mir-7-5p,mir-20a-5p/mir-7-5p,"",direct
mir-7-5p,mir-20a-5p/mir-7-5p,"",direct
mir-432-5p,mir-301a-3p/mir-432-5p,"",direct
mir-193b-3p,mir-129-5p/mir-193b-3p,"",direct
mir-200b-3p,mir-18a-5p/mir-200b-3p,"",direct
mir-429,mir-200b-3p/mir-429,"",direct
mir-20b-5p,HIF1A_tf,"",direct
mir-200b-3p,NFE2L1_tf,"",direct
mir-363-3p,HIF1A_tf,"",direct
mir-196b-5p,SMAD3_tf,"",direct
mir-10a-5p,SP1_tf,"",direct
mir-20b-5p,SP1_tf,"",direct
mir-33b-5p,SP1_tf,"",direct
mir-10a-5p,SP1_tf,"",direct
mir-224-3p,RUNX2_tf,"",direct
let-7c-5p,MYC_tf,"",direct
mir-182-5p,KLF6_tf,"",direct
mir-206,ESR1_tf,"",direct
mir-206,SP1_tf,"",direct
mir-29b-3p,SP1_tf,"",direct
mir-106a-5p,E2F7_tf,"",direct
mir-203a-3p,TP53_tf,"",direct
mir-33b-5p,SP1_tf,"",direct
mir-19a-3p,E2F4_tf,"",direct
mir-130a-3p,TEAD1_tf,"",direct
mir-142-3p,TEAD1_tf,"",direct
mir-19a-3p,KLF3_tf,"",direct
mir-505-5p,HBP1_tf,"",direct
mir-424-5p,ETS1_tf,"",direct
mir-218-5p,BCL6_tf,"",direct
mir-142-5p,HIF1A_tf,"",direct
mir-155-5p,PPARA_tf,"",direct
mir-31-3p,SP1_tf,"",direct
mir-206,TP53_tf,"",direct
mir-1-3p,TP53_tf,"",direct
mir-200b-3p,ZEB1_tf,"",direct
mir-200b-3p,ZEB2_tf,"",direct
mir-363-3p,KLF4_tf,"",direct
mir-183-5p,AR_tf,"",direct
let-7c-5p,MYC_tf,"",direct
mir-155-5p,HIF1A_tf,"",direct
mir-155-5p,STAT1_tf,"",direct
mir-1-3p,ARID2_tf,"",direct
mir-135b-5p,MEF2A_tf,"",direct
mir-2355-3p,KDM5B_tf,"",direct
mir-196a-5p,YY1_tf,"",direct
mir-106a-5p,RBPJ_tf,"",direct
mir-193b-3p,ESR1_tf,"",direct
mir-338-3p,ZNF384_tf,"",direct
mir-141-3p,CUX1_tf,"",direct
mir-130a-3p,MEF2C_tf,"",direct
mir-378a-3p,SP3_tf,"",direct
mir-429,JUN_tf,"",direct
mir-183-5p,STAT3_tf,"",direct
mir-199a-5p,MYC_tf,"",direct
mir-106a-5p,HIF1A_tf,"",direct
mir-30a-3p,RUNX2_tf,"",direct
mir-20a-3p,AR_tf,"",direct
mir-301b-3p,STAT3_tf,"",direct
mir-301b-3p,NFKB1_tf,"",direct
mir-148a-3p,HIF1A_tf,"",direct
mir-29b-3p,HIF1A_tf,"",direct
mir-142-5p,HIF1A_tf,"",direct
mir-454-3p,AR_tf,"",direct
mir-10a-5p,SP1_tf,"",direct
mir-425-5p,SMAD1_tf,"",direct
mir-223-3p,SP3_tf,"",direct
mir-30a-3p,MYC_tf,"",direct
mir-135b-5p,MEF2A_tf,"",direct
mir-425-5p,MITF_tf,"",direct
mir-19a-3p,KDM5B_tf,"",direct
mir-106a-5p,KDM5B_tf,"",direct
mir-424-5p,KLF3_tf,"",direct
mir-30c-5p,ETS1_tf,"",direct
mir-133b,SP1_tf,"",direct
mir-133b,SP1_tf,"",direct
mir-133a-3p,SP1_tf,"",direct
mir-106a-5p,KLF6_tf,"",direct
mir-103a-2-5p,ESR1_tf,"",direct
mir-103a-2-5p,ESR1_tf,"",direct
mir-19a-3p,RUNX2_tf,"",direct
mir-184,STAT1_tf,"",direct
mir-149-5p,ETS2_tf,"",direct
mir-3065-5p,TP53_tf,"",direct
mir-203a-3p,GATA6_tf,"",direct
let-7c-5p,MYC_tf,"",direct
let-7c-5p,E2F4_tf,"",direct
mir-19a-3p,HIF1A_tf,"",direct
mir-10a-5p,CREB1_tf,"",direct
mir-1-3p,SP1_tf,"",direct
mir-33a-5p,IKZF1_tf,"",direct
mir-31-5p,STAT3_tf,"",direct
let-7c-5p,E2F4_tf,"",direct
mir-1-3p,SP1_tf,"",direct
mir-106a-5p,MYC_tf,"",direct
mir-106a-5p,MYC_tf,"",direct
let-7c-5p,ZBED1_tf,"",direct
mir-33a-5p,AHR_tf,"",direct
mir-149-5p,MEIS2_tf,"",direct
mir-223-3p,SP1_tf,"",direct
mir-335-3p,E2F5_tf,"",direct
mir-20b-5p,ARNT_tf,"",direct
mir-20b-5p,RUNX2_tf,"",direct
mir-424-5p,ARNT_tf,"",direct
mir-187-3p,BCL6_tf,"",direct
mir-106a-5p,AHR_tf,"",direct
mir-589-3p,AR_tf,"",direct
mir-19b-3p,POU2F1_tf,"",direct
mir-29b-3p,NFYB_tf,"",direct
mir-338-3p,POU2F1_tf,"",direct
mir-29b-3p,POU2F1_tf,"",direct
mir-582-5p,NFE2L1_tf,"",direct
mir-363-3p,SP1_tf,"",direct
mir-200b-3p,TCF4_tf,"",direct
mir-200b-3p,SP1_tf,"",direct
mir-30a-5p,MYC_tf,"",direct
mir-155-5p,SMAD3_tf,"",direct
mir-182-5p,NFKB1_tf,"",direct
mir-20b-5p,MEF2A_tf,"",direct
