shared_name,name,info
mir-301a-3p,mir-301a-3p,mirna
mir-205-3p,mir-205-3p,mirna
mir-18b-5p,mir-18b-5p,mirna
mir-205-3p,mir-205-3p,mirna
mir-200a-3p,mir-200a-3p,mirna
mir-205-3p,mir-205-3p,mirna
mir-205-3p,mir-205-3p,mirna
mir-200a-3p,mir-200a-3p,mirna
mir-32-3p,mir-32-3p,mirna
mir-17-5p,mir-17-5p,mirna
mir-20b-5p,mir-20b-5p,mirna
mir-1-3p,mir-1-3p,mirna
mir-33a-3p,mir-33a-3p,mirna
mir-106a-5p,mir-106a-5p,mirna
mir-106a-5p,mir-106a-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-1226-3p,mir-1226-3p,mirna
mir-106a-5p,mir-106a-5p,mirna
let-7c-5p,let-7c-5p,mirna
mir-200a-3p,mir-200a-3p,mirna
mir-129-5p,mir-129-5p,mirna
mir-141-3p,mir-141-3p,mirna
mir-141-3p,mir-141-3p,mirna
mir-141-3p,mir-141-3p,mirna
mir-17-5p,mir-17-5p,mirna
mir-17-5p,mir-17-5p,mirna
mir-17-5p,mir-17-5p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-29c-3p,mir-29c-3p,mirna
mir-33a-5p,mir-33a-5p,mirna
mir-30c-2-3p,mir-30c-2-3p,mirna
mir-200a-3p,mir-200a-3p,mirna
mir-141-3p,mir-141-3p,mirna
mir-141-3p,mir-141-3p,mirna
mir-141-3p,mir-141-3p,mirna
mir-196b-5p,mir-196b-5p,mirna
mir-141-3p,mir-141-3p,mirna
mir-30a-5p,mir-30a-5p,mirna
mir-106a-5p,mir-106a-5p,mirna
mir-17-5p,mir-17-5p,mirna
mir-338-3p,mir-338-3p,mirna
mir-331-3p,mir-331-3p,mirna
mir-205-3p,mir-205-3p,mirna
mir-940,mir-940,mirna
mir-200b-3p,mir-200b-3p,mirna
mir-940,mir-940,mirna
mir-940,mir-940,mirna
mir-200b-3p,mir-200b-3p,mirna
mir-363-3p,mir-363-3p,mirna
mir-577,mir-577,mirna
mir-3934-5p,mir-3934-5p,mirna
mir-18a-5p,mir-18a-5p,mirna
mir-944,mir-944,mirna
mir-19a-3p,mir-19a-3p,mirna
mir-19b-3p,mir-19b-3p,mirna
mir-20a-5p,mir-20a-5p,mirna
mir-570-3p,mir-570-3p,mirna
mir-301a-3p,mir-301a-3p,mirna
mir-204-5p,mir-204-5p,mirna
mir-944,mir-944,mirna
mir-940,mir-940,mirna
mir-429,mir-429,mirna
mir-429,mir-429,mirna
mir-200b-3p,mir-200b-3p,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-18a-3p,mir-18a-3p,mirna
mir-20a-5p,mir-20a-5p,mirna
mir-20a-5p,mir-20a-5p,mirna
mir-320b,mir-320b,mirna
mir-655-3p,mir-655-3p,mirna
mir-338-3p,mir-338-3p,mirna
mir-628-3p,mir-628-3p,mirna
mir-182-5p,mir-182-5p,mirna
mir-182-5p,mir-182-5p,mirna
mir-183-5p,mir-183-5p,mirna
mir-96-5p,mir-96-5p,mirna
mir-183-5p,mir-183-5p,mirna
mir-338-5p,mir-338-5p,mirna
mir-296-5p,mir-296-5p,mirna
mir-338-3p,mir-338-3p,mirna
FOXP1_tf,FOXP1,tf
ETS1_tf,ETS1,tf
ESR1_tf,ESR1,tf
CEBPB_tf,CEBPB,tf
KLF4_tf,KLF4,tf
RARA_tf,RARA,tf
VDR_tf,VDR,tf
ETS1_tf,ETS1,tf
PRDM1_tf,PRDM1,tf
MYC_tf,MYC,tf
STAT3_tf,STAT3,tf
ETS1_tf,ETS1,tf
PRDM1_tf,PRDM1,tf
HIF1A_tf,HIF1A,tf
HIF1A_tf,HIF1A,tf
MYC_tf,MYC,tf
ETS1_tf,ETS1,tf
MYC_tf,MYC,tf
EGR1_tf,EGR1,tf
GATA6_tf,GATA6,tf
KLF6_tf,KLF6,tf
ETS1_tf,ETS1,tf
HIF1A_tf,HIF1A,tf
ETS1_tf,ETS1,tf
ETV1_tf,ETV1,tf
IRF4_tf,IRF4,tf
RBPJ_tf,RBPJ,tf
FOSL2_tf,FOSL2,tf
MYC_tf,MYC,tf
NCOA2_tf,NCOA2,tf
MYC_tf,MYC,tf
MAZ_tf,MAZ,tf
TCF4_tf,TCF4,tf
RBPJ_tf,RBPJ,tf
GATA3_tf,GATA3,tf
GATA3_tf,GATA3,tf
RBPJ_tf,RBPJ,tf
