"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
360,"AQP3","hsa-mir-20a-3p","hsa-mir-196a-5p",0.247,0.2605,0.0025,"false","NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/25450461'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26794461'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30110699'>PubMedLink</a>"," tarbase "," tarbase ",22.851047310548,20.7511613384812,0.0976570481674786,-0.418445970665069,0.0175405999889321,-0.278613691934985,0.00472477874598452,-0.132735724118432
388,"RHOB","hsa-mir-23c","hsa-mir-30c-5p",0.2375,0.9355,0.0025,"false","NA","NA","NA"," tarbase "," tarbase ",21.5692891942536,20.2057087607867,0.0843859613030757,-0.599833091822472,0.689710380560104,0.0413593060431594,0.718287903802605,-0.0177068612634755
1000,"CDH2","hsa-mir-196a-5p","hsa-mir-582-5p",0.022,0.0615,0.0065,"false","NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/26040981'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27149165'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28454316'>PubMedLink</a>"," tarbase "," tarbase ",13.682016602513,12.3372670079695,0.0175405999889321,-0.278613691934985,7.16112192490361e-06,0.73467379058701,0.411874189915296,0.0516564327574781
1021,"CDK6","hsa-mir-320b","hsa-let-7c-5p",0.0105,0.016,0.008,"false","NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/24647829'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25755767'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27507850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29464035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30380421'>PubMedLink</a>"," tarbase "," tarbase ",18.058355897371,16.9135844509997,0.0320871557264656,-0.508410940691625,0.487379338998123,-0.070238805081537,0.148695935665129,0.0790524829820619
1191,"CLU","hsa-mir-27a-5p","hsa-mir-20a-5p",0.1155,0.059,0.0075,"false","NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/24327270'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26716898'>PubMedLink</a>"," tarbase "," tarbase ",18.9550900088583,16.7149756959714,1.36136921326934e-05,-0.980575248883739,0.52644039376038,0.0790035557734634,2.06195053344879e-05,-0.214813812479908
1281,"COL3A1","hsa-mir-455-3p","hsa-mir-378a-3p",0.4135,0.274,0.0095,"false","NA","NA","NA","mirtarbase  "," tarbase ",23.7927217214117,22.0530888254321,1.36219972318397e-07,-0.671232369724789,0.439431599149385,0.0930251970173741,3.71111249570678e-05,0.20523363277368
1373,"CPS1","hsa-mir-106a-5p","hsa-mir-582-5p",0.013,0.4995,0.006,"false","NA","NA","NA","mirtarbase  "," tarbase ",12.3191105231247,11.1138914907777,0.0292168360672743,-0.369485019756277,7.16112192490361e-06,0.73467379058701,0.0296526876104762,-0.135370130992789
2020,"EN2","hsa-mir-203a-3p","hsa-mir-494-3p",0.0735,0.776,0.0085,"true","<a href='https://pubmed.ncbi.nlm.nih.gov/28982387'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30381030'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  ",14.684881682517,13.023625639039,0.190509641640438,-0.139902045805269,0.0150102243787244,-1.06143823219495,6.13275243366261e-08,0.367473030749822
2069,"EREG","hsa-mir-29b-3p","hsa-mir-20a-5p",0.0635,0.29,0.0075,"false","NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30302873'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",16.2456377595772,15.2185387624204,0.0382074916989863,0.222998536779986,0.52644039376038,0.0790035557734634,0.0749887410652609,-0.100238482874822
2201,"FBN2","hsa-mir-19a-3p","hsa-mir-2355-5p",0.055,0.127,0,"false","NA","NA","NA"," tarbase "," tarbase ",16.010322197876,13.6246058471186,0.284727786973506,-0.200597541212287,0.109339135455735,0.248603082438776,1.83383377916234e-06,0.297551714194751
